"","catch.date","person","species","PIT.tag","length","mass","age.class","sex","repro","air.temp","zscore.mass","zscore.length","zscore.max"
"1",2005-04-10,"JRB","rattlesnake","456d5b1c60",66.5,190,"adult","male",NA,NA,0.201146485577154,0.534751803966244,0.534751803966244
"2",2005-04-10,"JRB","rattlesnake","456d5b7a34",80,322,"adult","male",NA,NA,1.43259804483822,1.27679101501197,1.43259804483822
"3",2005-04-10,"JRB","rattlesnake","445d720a51",56.5,199,"adult","female","gravid",NA,0.285109091890408,0.0149068708824389,0.285109091890408
"4",2005-04-10,"JRB","rattlesnake","456d5c6801",63.5,197,"adult","male",NA,NA,0.266450734931907,0.369854201511639,0.369854201511639
"5",2005-04-10,"JRB","rattlesnake","456d636c48",72,263,"adult","male",NA,NA,0.882176514562443,0.83706407513302,0.882176514562443
"6",2005-04-18,"JRB, RH","rattlesnake","6",68,240,"adult","male",NA,NA,0.66760540953968,0.617200605193547,0.66760540953968
"7",2005-04-18,"JRB, RH","rattlesnake","452f513c7d",60.5,165,"sub.adult","male",NA,NA,0.0320829764041099,0.204956599057034,0.204956599057034
"8",2005-04-18,"JRB, RH","rattlesnake","8",66,195,"adult","male",NA,NA,0.247792377973406,0.50726887022381,0.50726887022381
"10",2005-04-18,"JRB, RH","rattlesnake","10",71.2,320,"adult","male",NA,NA,1.41393968787972,0.793091381145126,1.41393968787972
"11",2005-04-18,"JRB, RH","rattlesnake","452f654814",60.1,185,"adult","male",NA,NA,0.154500593180901,0.182970252063087,0.182970252063087
"12",2005-04-18,"JRB, RH","rattlesnake","12",78.4,290,"adult","male",NA,NA,1.13406433350221,1.18884562703618,1.18884562703618
"13",2005-04-18,"JRB, RH","rattlesnake","13",59.2,215,"sub.adult","female","nongravid",NA,0.434375947558417,0.133500971326706,0.434375947558417
"14",2005-04-18,"JRB, RH","rattlesnake","14",61.2,152,"sub.adult","male",NA,NA,0.153362296634367,0.243432706296442,0.243432706296442
"15",2005-04-18,"JRB, RH","rattlesnake","15",63.6,175,"adult","male",NA,NA,0.0612088083883955,0.375350788260126,0.375350788260126
"16",2005-04-18,"JRB, RH","rattlesnake","16",47.2,65,"juvenile","male",NA,NA,0.965000824329163,0.526089438491714,0.965000824329163
"17",2005-04-18,"JRB, RH","rattlesnake","445e0f1635",54.5,140,"sub.adult","female","nongravid",NA,0.265312438385373,0.124838605852176,0.265312438385373
"18",2005-04-18,"JRB, RH","rattlesnake","18",52.2,115,"sub.adult","female","nongravid",NA,0.498541900366637,0.251260101067373,0.498541900366637
"19",2005-04-18,"JRB, RH","rattlesnake","19",59.2,175,"adult","male",NA,NA,0.0612088083883955,0.133500971326706,0.133500971326706
"20",2005-04-18,"JRB, RH","rattlesnake","20",31.6,25,"neonate",NA,NA,NA,1.33816796349918,1.38355697125566,1.38355697125566
"21",2005-04-18,"JRB, RH","rattlesnake","21",39.3,30,"juvenile","male",NA,NA,1.29152207110293,0.960319791622174,1.29152207110293
"22",2005-04-18,"JRB, RH","rattlesnake","22",68.7,177,"adult","male",NA,NA,0.0798671653468965,0.655676712432955,0.655676712432955
"23",2005-04-18,"JRB, RH","rattlesnake","23",64.1,195,"adult","male",NA,NA,0.247792377973406,0.40283372200256,0.40283372200256
"24",2005-04-18,"JRB, RH","rattlesnake","430765231e",71.7,200,"adult","male",NA,NA,0.294438270369659,0.82057431488756,0.82057431488756
"25",2005-04-18,"JRB, RH","rattlesnake","25",60.5,200,"adult","male",NA,NA,0.294438270369659,0.204956599057034,0.294438270369659
"26",2005-04-18,"JRB, RH","rattlesnake","26",66,195,"adult","male",NA,NA,0.247792377973406,0.50726887022381,0.50726887022381
"27",2005-04-18,"JRB, RH","rattlesnake","27",42,45,"juvenile",NA,NA,NA,1.15158439391417,0.81191194941303,1.15158439391417
"28",2005-04-18,"JRB, RH","rattlesnake","28",80,290,"adult","male",NA,NA,1.13406433350221,1.27679101501197,1.27679101501197
"29",2005-04-18,"JRB, RH","rattlesnake","29",59.3,150,"adult","female","nongravid",NA,0.172020653592868,0.138997558075192,0.172020653592868
"30",2005-04-18,"JRB, RH","rattlesnake","30",60.7,135,"adult","male",NA,NA,0.311958330781626,0.215949772554008,0.311958330781626
"31",2005-04-18,"JRB, RH","rattlesnake","31",62.2,155,"adult","male",NA,NA,0.125374761196615,0.298398573781311,0.298398573781311
"32",2005-04-18,"JRB, RH","rattlesnake","32",60,240,"adult","male",NA,NA,0.66760540953968,0.1774736653146,0.66760540953968
"33",2005-04-18,"JRB, RH","rattlesnake","45756F476D",48.4,80,"sub.adult","male",NA,NA,0.825063147140405,0.460130397509873,0.825063147140405
"34",2005-04-18,"JRB, RH","rattlesnake","34",50,95,"sub.adult","male",NA,NA,0.685125469951647,0.372185009534083,0.685125469951647
"35",2005-04-18,"JRB, RH","rattlesnake","35",63,135,"adult","male",NA,NA,0.311958330781626,0.342371267769205,0.342371267769205
"36",2005-04-18,"JRB, RH","rattlesnake","36",59.5,130,"adult","female","nongravid",NA,0.358604223177879,0.149990731572166,0.358604223177879
"37",2005-04-18,"JRB, RH","rattlesnake","37",64.6,195,"adult","male",NA,NA,0.247792377973406,0.430316655744994,0.430316655744994
"38",2005-04-18,"JRB, RH","rattlesnake","38",80.2,250,"adult","male",NA,NA,0.760897194332186,1.28778418850894,1.28778418850894
"39",2005-04-18,"JRB, RH","rattlesnake","453f4c781b",48.8,85,"sub.adult","male",NA,NA,0.778417254744153,0.438144050515925,0.778417254744153
"40",2005-04-18,"JRB, RH","rattlesnake","40",50.1,90,"sub.adult","male",NA,NA,0.7317713623479,0.366688422785596,0.7317713623479
"41",2005-04-18,"JRB, RH","rattlesnake","41",49,80,"sub.adult","male",NA,NA,0.825063147140405,0.427150877018951,0.825063147140405
"42",2005-04-18,"JRB, RH","rattlesnake","42",55.1,95,"adult","male",NA,NA,0.685125469951647,0.0918590853612545,0.685125469951647
"43",2005-04-18,"JRB, RH","rattlesnake","43",56.3,152.5,"sub.adult","female","nongravid",NA,0.148697707394742,0.0259000443794127,0.148697707394742
"44",2005-04-18,"JRB, RH","rattlesnake","44",47.3,75,"juvenile","male",NA,NA,0.871709039536658,0.520592851743228,0.871709039536658
"45",2005-04-18,"JRB, RH","rattlesnake","4305321c27",67,235,"adult","male",NA,NA,0.620959517143428,0.562234737708679,0.620959517143428
"46",2005-04-18,"JRB, RH","rattlesnake","452f717358",54.2,120,"adult","male",NA,NA,0.451896007970384,0.141328366097636,0.451896007970384
"47",2005-04-18,"JRB, RH","rattlesnake","445e22011e",47.5,80,"sub.adult","female","nongravid",NA,0.825063147140405,0.509599678246254,0.825063147140405
"48",2005-04-18,"JRB, RH","rattlesnake","4462131516",60.1,165,"adult","male",NA,NA,0.0320829764041099,0.182970252063087,0.182970252063087
"49",2005-04-18,"JRB, RH","rattlesnake","49",40.4,45,"juvenile","male",NA,NA,1.15158439391417,0.899857337388819,1.15158439391417
"50",2005-04-20,"JRB","rattlesnake","4558524e7d",65.5,233,"adult","male",NA,"19.8",0.602301160184927,0.479785936481376,0.602301160184927
"51",2005-04-20,"JRB","rattlesnake","456a5d0903",64.5,196,"adult","male",NA,"25.3",0.257121556452657,0.424820068996508,0.424820068996508
"52",2005-04-20,"JRB","rattlesnake","45557a5a6b",77,270,"adult","male",NA,"25.8",0.947480763917196,1.11189341255736,1.11189341255736
"53",2005-04-20,"JRB","rattlesnake","4550227d07",74,244,"adult","male",NA,"26.7",0.704922123456682,0.946995810102757,0.946995810102757
"54",2005-04-20,"JRB","rattlesnake","4538071a5f",72,227,"adult","male",NA,"24.1",0.546326089309423,0.83706407513302,0.83706407513302
"55",2005-04-21,"JRB, RH","rattlesnake","457e305101",71.5,262,"adult","male",NA,NA,0.872847336083192,0.809581141390586,0.872847336083192
"56",2005-04-21,"JRB, RH","rattlesnake","56",50.7,102,"sub.adult","male",NA,NA,0.619821220596894,0.333708902294675,0.619821220596894
"57",2005-04-21,"JRB, RH","rattlesnake","57",25.7,12,"neonate",NA,NA,NA,1.45944728372944,1.70785558941638,1.70785558941638
"58",2005-04-24,"JRB","rattlesnake","452f536e29",55.3,146,"sub.adult","female",NA,"31.2",0.20933736750987,0.0808659118642811,0.20933736750987
"59",2005-05-02,"JRB, RH","rattlesnake","445c682018",60,193,"adult","female","nongravid","29.1",0.229134021014905,0.1774736653146,0.229134021014905
"61",2005-05-02,"Construction staff","rattlesnake","433e515572",68.5,271,"adult","male",NA,NA,0.956809942396447,0.644683538935981,0.956809942396447
"62",2005-05-02,"Construction staff","rattlesnake","453a073f12",60.7,146,"sub.adult","male",NA,NA,0.20933736750987,0.215949772554008,0.215949772554008
"63",2005-05-02,"JRB","rattlesnake","445e1b2963",54.3,115,"sub.adult","male",NA,NA,0.498541900366637,0.135831779349149,0.498541900366637
"64",2005-05-03,"JRB, RH","rattlesnake","452e260d22",NA,280,"adult","male",NA,"23.1",1.0407725487097,NA,1.0407725487097
"65",2005-05-03,"JRB","rattlesnake","4548022921",52.1,149,"adult","female","nongravid","21.8",0.181349832072118,0.25675668781586,0.25675668781586
"66",2005-05-03,"RH","rattlesnake","454b7f2c5e",66,216,"adult","male",NA,NA,0.443705126037667,0.50726887022381,0.50726887022381
"68",2005-05-04,"JRB","rattlesnake","45505d7573",48.5,82,"sub.adult","male",NA,"25.3",0.806404790181904,0.454633810761386,0.806404790181904
"69",2005-05-05,"CG staff","rattlesnake","Co01050505",25.4,14,"neonate",NA,NA,NA,1.44078892677094,1.72434534966184,1.72434534966184
"70",2005-05-05,"JRB","rattlesnake","45555e6c23",56.5,191,"adult","male",NA,NA,0.210475664056404,0.0149068708824389,0.210475664056404
"71",2005-05-07,"JRB","rattlesnake","4570773a15",59.7,221,"adult","female","gravid","29.8",0.49035101843392,0.16098390506914,0.49035101843392
"72",2005-05-07,"JRB","rattlesnake","452f325818",59.8,153,"adult","male",NA,"29.8",0.144033118155116,0.166480491817626,0.166480491817626
"73",2005-05-08,"GC staff","rattlesnake","457a4c157f",60.9,251,"adult","female","gravid",NA,0.770226372811436,0.226942946050982,0.770226372811436
"74",2005-05-08,"GC staff","rattlesnake","4305457d1b",62.6,194,"adult","male",NA,NA,0.238463199494156,0.320384920775258,0.320384920775258
"75",2005-05-08,"GC staff","rattlesnake","45662e3333",57.1,122,"sub.adult","male",NA,NA,0.433237651011883,0.0180726496084822,0.433237651011883
"76",2005-05-10,"RH","rattlesnake","4576230c6c",61.2,243,"adult","female","gravid",NA,0.695592944977432,0.243432706296442,0.695592944977432
"77",2005-05-08,"JRB","rattlesnake","445c682018",62.9,199,"adult","female","gravid","29.5",0.285109091890408,0.336874681020718,0.336874681020718
"78",2005-05-08,"JRB","rattlesnake","4462031f08",53,99,"sub.adult","female",NA,"29",0.647808756034645,0.207287407079478,0.647808756034645
"79",2005-05-08,"GC staff","rattlesnake","4313403705",58.6,111,"sub.adult","female",NA,NA,0.535858614283639,0.100521450835785,0.535858614283639
"81",2005-05-11,"Lindsay","rattlesnake","4570584446",73.6,169,"adult","male",NA,NA,0.00523373751289226,0.925009463108809,0.925009463108809
"83",2005-05-12,"GC staff","rattlesnake","45307f0e7c",45,55,"sub.adult","female",NA,NA,1.05829260912167,0.647014346958425,1.05829260912167
"84",2005-05-12,"JRB","rattlesnake","4565676a60",56.7,158,"sub.adult","female","nongravid",NA,0.0973872257588636,0.00391369738546509,0.0973872257588636
"85",2005-05-12,"JRB","rattlesnake","430f5b2e26",68.8,232,"adult","male",NA,NA,0.592971981705676,0.661173299181442,0.661173299181442
"87",2005-05-13,"Lenny CG","rattlesnake","456f102247",69.5,234,"adult","male",NA,NA,0.611630338664177,0.699649406420849,0.699649406420849
"88",2005-05-13,"GC staff","rattlesnake","45306d0526",55.5,131,"sub.adult","female",NA,NA,0.349275044698628,0.0698727383673072,0.349275044698628
"89",2005-05-13,"CG staff","rattlesnake","4530740f7b",68.8,237,"adult","male",NA,NA,0.639617874101929,0.661173299181442,0.661173299181442
"90",2005-05-13,"JRB","rattlesnake","454c73125f",52.3,105,"sub.adult","female",NA,"26.5",0.591833685159142,0.245763514318886,0.591833685159142
"91",2005-05-14,"CG staff","rattlesnake","446160344c",56.4,200,"adult","female","nongravid",NA,0.294438270369659,0.0204034576309258,0.294438270369659
"92",2005-05-15,"JRB","rattlesnake","4551582508",58.1,181,"adult","female","gravid",NA,0.117183879263899,0.0730385170933505,0.117183879263899
"93",2005-05-15,"JRB","rattlesnake","45301a2c25",62.9,283,"adult","female","gravid",NA,1.06876008414745,0.336874681020718,1.06876008414745
"94",2005-05-16,"JRB","rattlesnake","4569506040",70,124,"adult","male",NA,"26.6",0.414579294053382,0.727132340163284,0.727132340163284
"95",2005-05-16,"GC staff","rattlesnake","44624e7d68",57.5,208,"adult","female","nongravid",NA,0.369071698203663,0.0400589966024294,0.369071698203663
"96",2005-05-19,"GC staff","rattlesnake","4531160166",69.4,235,"adult","male",NA,NA,0.620959517143428,0.694152819672363,0.694152819672363
"97",2005-05-20,"RH","rattlesnake","4462176609",63.2,198,"adult","male",NA,NA,0.275779913411158,0.353364441266179,0.353364441266179
"100",2005-05-25,"JRB, RH","rattlesnake","4603275371",66.5,180,"adult","male",NA,"33",0.107854700784648,0.534751803966244,0.534751803966244
"102",2005-05-27,"RH","rattlesnake","4462226167",71.5,230,"adult","male",NA,NA,0.574313624747175,0.809581141390586,0.809581141390586
"103",2005-05-27,"RH","rattlesnake","43063c2510",55.9,147,"sub.adult","female",NA,NA,0.20000818903062,0.04788639137336,0.20000818903062
"105",2005-05-27,"CG staff","rattlesnake","46050b5d7e",71.1,260,"adult","male",NA,NA,0.854188979124691,0.787594794396638,0.854188979124691
"107",2005-05-28,"JRB, TD","rattlesnake","4532697b31",59.6,154,"sub.adult","female",NA,"34.7",0.134703939675866,0.155487318320653,0.155487318320653
"108",2005-05-28,"JRB, TD","rattlesnake","445c722749",62.8,159,"sub.adult","male",NA,"34.7",0.0880580472796131,0.331378094272231,0.331378094272231
"109",2005-05-28,"JRB, TD","rattlesnake","4536761418",54.9,139,"sub.adult","female",NA,"34.7",0.274641616864624,0.102852258858228,0.274641616864624
"110",2005-05-29,"JRB","rattlesnake","44617d154f",71.8,212,"adult","male",NA,"39.2",0.406388412120665,0.826070901636046,0.826070901636046
"111",2005-05-29,"GC staff","rattlesnake","4556232e28",59.5,170,"sub.adult","male",NA,NA,0.0145629159921428,0.149990731572166,0.149990731572166
"113",2005-05-30,"Lindsay","rattlesnake","45592c202d",53.1,106,"sub.adult","female",NA,NA,0.582504506679892,0.201790820330991,0.582504506679892
"114",2005-05-30,"Construction staff","rattlesnake","Co02300505",24,8,"neonate",NA,NA,NA,1.49676399764644,1.80129756414066,1.80129756414066
"115",2005-05-30,"GC staff","rattlesnake","45440a332c",70.8,270,"adult","male",NA,NA,0.947480763917196,0.771105034151178,0.947480763917196
"116",2005-05-31,"JRB","rattlesnake","44340f6f03",70.3,298,"adult","male",NA,NA,1.20869776133621,0.743622100408744,1.20869776133621
"117",2005-05-31,"JRB","rattlesnake","4553645c3e",75.3,405,"adult","male",NA,NA,2.20691985861602,1.01845143783309,2.20691985861602
"118",2005-06-01,"JRB, OSS","rattlesnake","457b676015",58.8,191,"adult","male",NA,NA,0.210475664056404,0.111514624332758,0.210475664056404
"120",2005-06-01,"JRB","rattlesnake","44620c0b44",54,NA,NA,"male",NA,NA,NA,0.15232153959461,0.15232153959461
"121",2005-06-01,"CG staff","rattlesnake","Co04010605",26.3,15,"neonate",NA,NA,NA,1.43145974829169,1.67487606892546,1.67487606892546
"122",2005-06-01,"RH","rattlesnake","4565326124",62.8,184,"adult","male",NA,NA,0.14517141470165,0.331378094272231,0.331378094272231
"123",2005-06-01,"JRB","rattlesnake","456e560309",68.9,224,"adult","male",NA,"27.2",0.518338553871672,0.666669885929929,0.666669885929929
"124",2005-06-01,"JRB","rattlesnake","45761e5e6b",59.3,157,"adult","female","nongravid","25.5",0.106716404238114,0.138997558075192,0.138997558075192
"125",2005-06-02,"CG staff","rattlesnake","Co01020605",26.3,15,"neonate",NA,NA,NA,1.43145974829169,1.67487606892546,1.67487606892546
"126",2005-06-02,"JRB","rattlesnake","4550430858",66.5,261,"adult","male",NA,NA,0.863518157603942,0.534751803966244,0.863518157603942
"127",2005-06-03,"CG staff","rattlesnake","45300b3c23",61,159,"adult","female","nongravid",NA,0.0880580472796131,0.232439532799469,0.232439532799469
"128",2005-06-03,"CG staff","rattlesnake","Co02030605",26.7,14,"neonate",NA,NA,NA,1.44078892677094,1.65288972193152,1.65288972193152
"129",2005-06-03,"CG staff","rattlesnake","4304425d03",66.4,243,"adult","male",NA,NA,0.695592944977432,0.529255217217758,0.695592944977432
"130",2005-06-05,"JRB","rattlesnake","Co01050605",24.8,12,"neonate",NA,NA,NA,1.45944728372944,1.75732487015277,1.75732487015277
"131",2005-06-08,"GC staff","rattlesnake","4461737c6c",49.3,109,"sub.adult","female",NA,NA,0.55451697124214,0.410661116773491,0.55451697124214
"132",2005-06-08,"JRB","rattlesnake","4566372b24",74.5,302,"adult","male",NA,"22.1",1.24601447525321,0.974478743845191,1.24601447525321
"134",2005-06-13,"JRB, RH","rattlesnake","454811651b",69.3,293,"adult","male",NA,"24.6",1.16205186893996,0.688656232923876,1.16205186893996
"135",2005-06-13,"JRB, RH","rattlesnake","4559481109",72.2,317,"adult","male",NA,"24.1",1.38595215244197,0.848057248629994,1.38595215244197
"136",2005-06-13,"JRB, RH","rattlesnake","4565260d62",67.6,208,"adult","male",NA,"22.4",0.369071698203663,0.595214258199599,0.595214258199599
"137",2005-06-13,"JRB, RH","rattlesnake","45744a0c2e",61.4,243,"adult","male",NA,"22.4",0.695592944977432,0.254425879793416,0.695592944977432
"138",2005-06-14,"JRB","rattlesnake","451e567222",68,213,"adult","female","nongravid",NA,0.415717590599916,0.617200605193547,0.617200605193547
"140",2005-06-15,"JRB","rattlesnake","433e06795f",60.5,108,"adult","male",NA,NA,0.56384614972139,0.204956599057034,0.56384614972139
"141",2005-06-17,"GC staff","rattlesnake","4545061629",50.3,118,"sub.adult","female",NA,NA,0.470554364928885,0.355695249288623,0.470554364928885
"142",2005-06-20,"RH","rattlesnake","4552294a24",69.6,236,"adult","male",NA,NA,0.630288695622678,0.705145993169336,0.705145993169336
"143",2005-06-20,"JRB","rattlesnake","456c170d63",70.2,227,"adult","male",NA,"26.6",0.546326089309423,0.738125513660257,0.738125513660257
"144",2005-06-20,"JRB","rattlesnake","4545395d52",61.7,190,"adult","male",NA,"26.2",0.201146485577154,0.270915640038877,0.270915640038877
"145",2005-06-20,"JRB","rattlesnake","45306d4a14",71.3,281,"adult","male",NA,"26.2",1.05010172718895,0.798587967893612,1.05010172718895
"147",2005-06-21,"Lindsay","rattlesnake","4544416d06",53.6,129,"sub.adult","male",NA,NA,0.367933401657129,0.174307886588557,0.367933401657129
"149",2005-06-21,"JRB","rattlesnake","452f7d6b3b",68.7,228,"adult","male",NA,"29.9",0.555655267788674,0.655676712432955,0.655676712432955
"150",2005-06-21,"JRB","rattlesnake","43103f5053",68.8,236,"adult","male",NA,"29.9",0.630288695622678,0.661173299181442,0.661173299181442
"151",2005-06-22,"JRB","rattlesnake","45594f0b7a",70.6,250,"adult","male",NA,NA,0.760897194332186,0.760111860654204,0.760897194332186
"152",2005-06-23,"JRB","rattlesnake","457a32355a",71.2,272,"adult","male",NA,"35.3",0.966139120875697,0.793091381145126,0.966139120875697
"154",2005-06-24,"Lindsay","rattlesnake","45433f2473",68.5,225,"adult","female","nongravid",NA,0.527667732350922,0.644683538935981,0.644683538935981
"155",2005-06-25,"Lindsay","rattlesnake","45773b206c",44.9,96,"sub.adult","female",NA,NA,0.675796291472397,0.652510933706912,0.675796291472397
"156",2005-06-25,"JRB, TD","rattlesnake","452f654a20",57.7,166,"adult","male",NA,"31.8",0.0227537979248593,0.0510521700994032,0.0510521700994032
"157",2005-06-26,"JRB","rattlesnake","456d06753d",58.5,187,"adult","female","gravid","32.9",0.173158950139402,0.0950248640872978,0.173158950139402
"158",2005-06-26,"JRB","rattlesnake","457b144839",65,251,"adult","male",NA,"32.9",0.770226372811436,0.452303002738942,0.770226372811436
"159",2005-06-26,"JRB","rattlesnake","45511f294a",54.5,188,"adult","male",NA,"34.7",0.182488128618652,0.124838605852176,0.182488128618652
"160",2005-06-26,"JRB","rattlesnake","4604705c07",62.2,194,"adult","male",NA,"35.8",0.238463199494156,0.298398573781311,0.298398573781311
"161",2005-06-28,"JRB","rattlesnake","430b187962",62.8,273,"adult","female","gravid","23.5",0.975468299354948,0.331378094272231,0.975468299354948
"162",2005-06-28,"JRB","rattlesnake","45787d117d",58.8,201,"adult","female","gravid","23.5",0.303767448848909,0.111514624332758,0.303767448848909
"163",2005-06-28,"JRB","rattlesnake","4575651e3f",54.8,186,"adult","female","gravid","23.5",0.163829771660151,0.108348845606715,0.163829771660151
"164",2005-06-28,"JRB","rattlesnake","4566575962",59.1,234,"adult","female","gravid","23.5",0.611630338664177,0.128004384578219,0.611630338664177
"165",2005-06-28,"JRB","rattlesnake","430f4a761f",59.9,252,"adult","female","gravid","23.5",0.779555551290687,0.171977078566113,0.779555551290687
"166",2005-06-28,"JRB","rattlesnake","456d2b0755",60.3,215,"adult","female","gravid","23.5",0.434375947558417,0.193963425560061,0.434375947558417
"167",2005-06-28,"JRB","rattlesnake","445d68524c",74.4,332,"adult","male",NA,"25.2",1.52588982963073,0.968982157096705,1.52588982963073
"168",2005-06-28,"RH","rattlesnake","456925220f",53.4,153,"sub.adult","female","nongravid","22",0.144033118155116,0.185301060085531,0.185301060085531
"169",2005-06-30,"JRB","rattlesnake","Co01300605",37.1,30,"juvenile",NA,NA,"33.1",1.29152207110293,1.08124470008888,1.29152207110293
"170",2005-07-04,"RH","rattlesnake","454f204e69",76.6,364,"adult","male",NA,NA,1.82442354096675,1.08990706556341,1.82442354096675
"171",2005-07-04,"JRB","rattlesnake","457b5f2579",70.9,323,"adult","male",NA,"31.5",1.44192722331747,0.776601620899665,1.44192722331747
"172",2005-07-04,"JRB","rattlesnake","4530125604",74.5,307,"adult","male",NA,"38.6",1.29266036764947,0.974478743845191,1.29266036764947
"173",2005-07-04,"JRB","rattlesnake","45693d0a71",50.7,161,"sub.adult","female","nongravid","38.6",0.069399690321112,0.333708902294675,0.333708902294675
"175",2005-07-05,"CG staff","rattlesnake","Co01050705",23.9,9,"neonate",NA,NA,NA,1.48743481916719,1.80679415088915,1.80679415088915
"178",2005-07-06,"JRB","rattlesnake","4603764235",61.3,183,"adult","male",NA,NA,0.1358422362224,0.248929293044929,0.248929293044929
"179",2005-07-06,"RH","rattlesnake","4556555322",50.2,93,"sub.adult","male",NA,NA,0.703783826910148,0.361191836037109,0.703783826910148
"180",2005-07-06,"RH","rattlesnake","456d056009",52.7,153,"sub.adult","female",NA,NA,0.144033118155116,0.223777167324938,0.223777167324938
"181",2005-07-07,"JRB","rattlesnake","45662d3263",64.1,175,"adult","male",NA,"24.4",0.0612088083883955,0.40283372200256,0.40283372200256
"182",2005-07-07,"RH","rattlesnake","455435550d",62.7,256,"adult","male",NA,"25.2",0.816872265207689,0.325881507523745,0.816872265207689
"183",2005-07-08,"Lindsay","rattlesnake","4576655e55",59.6,175,"adult","male",NA,NA,0.0612088083883955,0.155487318320653,0.155487318320653
"184",2005-07-08,"JRB","rattlesnake","45563c3159",70.2,275,"adult","male",NA,NA,0.994126656313449,0.738125513660257,0.994126656313449
"185",2005-07-08,"JRB","rattlesnake","45305f053a",70.6,251,"adult","male",NA,NA,0.770226372811436,0.760111860654204,0.770226372811436
"186",2005-07-08,"RH","rattlesnake","45563d2975",70,300,"adult","male",NA,NA,1.22735611829471,0.727132340163284,1.22735611829471
"187",2005-07-08,"RH","rattlesnake","454a726a22",47.5,113,"sub.adult","female","nongravid",NA,0.517200257325138,0.509599678246254,0.517200257325138
"188",2005-07-08,"RH","rattlesnake","45653e5336",64.5,253,"adult","male",NA,NA,0.788884729769937,0.424820068996508,0.788884729769937
"189",2005-07-08,"RH","rattlesnake","45547f313c",72.4,307,"adult","male",NA,NA,1.29266036764947,0.859050422126968,1.29266036764947
"190",2005-07-10,"JRB","rattlesnake","4566397577",49.7,134,"sub.adult","female",NA,"25.7",0.321287509260876,0.388674769779543,0.388674769779543
"191",2005-07-10,"JRB","rattlesnake","457732644c",76.6,329,"adult","male",NA,"27.4",1.49790229419298,1.08990706556341,1.49790229419298
"192",2005-07-11,"JRB","rattlesnake","4537092e41",55.3,161,"adult","female","nongravid","36.4",0.069399690321112,0.0808659118642811,0.0808659118642811
"193",2005-07-14,"JRB, RH","rattlesnake","454561746e",59.2,192,"adult","male",NA,"25.6",0.219804842535655,0.133500971326706,0.219804842535655
"194",2005-07-14,"Coyote","rattlesnake","4546521d6a",58.5,159,"sub.adult","male",NA,NA,0.0880580472796131,0.0950248640872978,0.0950248640872978
"197",2005-07-15,"JRB, RH","rattlesnake","43102c4428",78.3,288,"adult","male",NA,"22",1.11540597654371,1.18334904028769,1.18334904028769
"199",2005-07-16,"Lindsay","rattlesnake","454c185357",57.9,163,"sub.adult","female","nongravid",NA,0.0507413333626109,0.0620453435963767,0.0620453435963767
"200",2005-07-16,"JRB","rattlesnake","455053554c",54.5,143,"sub.adult","female","nongravid",NA,0.237324902947622,0.124838605852176,0.237324902947622
"201",2005-07-16,"JRB","rattlesnake","44623f6902",60.2,173,"adult","male",NA,NA,0.0425504514298944,0.188466838811574,0.188466838811574
"202",2005-07-16,"JRB","rattlesnake","45663c3516",61.1,173,"adult","male",NA,NA,0.0425504514298944,0.237936119547956,0.237936119547956
"203",2005-07-16,"JRB","rattlesnake","4551486333",50.5,111,"sub.adult","male",NA,NA,0.535858614283639,0.344702075791649,0.535858614283639
"204",2005-07-16,"JRB","rattlesnake","4556780767",59.2,158,"adult","female","nongravid",NA,0.0973872257588636,0.133500971326706,0.133500971326706
"206",2005-07-16,"Lenny CG","rattlesnake","Co07160705",25.6,17,"neonate",NA,NA,NA,1.41280139133319,1.71335217616487,1.71335217616487
"210",2005-07-18,"JRB","rattlesnake","45566c6549",74,309,"adult","male",NA,"32.8",1.31131872460797,0.946995810102757,1.31131872460797
"214",2005-07-19,"JRB","rattlesnake","453f4c781b",51.6,100,"sub.adult","male",NA,NA,0.638479577555395,0.284239621558294,0.638479577555395
"215",2005-07-19,"JRB","rattlesnake","Co03200705",27.2,10,"neonate",NA,NA,NA,1.47810564068794,1.62540678818908,1.62540678818908
"223",2005-07-22,"GC staff","rattlesnake","4553756253",64.6,226,"adult","male",NA,NA,0.536996910830173,0.430316655744994,0.536996910830173
"224",2005-07-22,"JRB","rattlesnake","45563a7e00",54.9,143,"adult","female","nongravid","20.2",0.237324902947622,0.102852258858228,0.237324902947622
"225",2005-07-22,"JRB","rattlesnake","44625a065d",70.1,274,"adult","male",NA,"20.2",0.984797477834198,0.73262892691177,0.984797477834198
"228",2005-07-24,"Lindsay","rattlesnake","454b147a25",53.4,144,"adult","male",NA,NA,0.227995724468371,0.185301060085531,0.227995724468371
"229",2005-07-24,"JRB","rattlesnake","4565613e16",58.8,215,"adult","female","gravid","27.6",0.434375947558417,0.111514624332758,0.434375947558417
"230",2005-07-24,"JRB","rattlesnake","45527e4333",57.9,164,"adult","female","nongravid","27.6",0.0414121548833604,0.0620453435963767,0.0620453435963767
"233",2005-07-26,"JRB","rattlesnake","4557047572",61,205,"adult","male",NA,"35",0.341084162765912,0.232439532799469,0.341084162765912
"235",2005-07-27,"JRB","rattlesnake","4559323e6b",68.8,233,"adult","male",NA,"32.2",0.602301160184927,0.661173299181442,0.661173299181442
"236",2005-07-27,"JRB","rattlesnake","456a3a6a67",68.6,224,"adult","male",NA,"32.2",0.518338553871672,0.650180125684468,0.650180125684468
