"","catch.date","person","species","PIT.tag","length","mass","age.class","sex","repro","air.temp","zscore.mass","zscore.length","zscore.max"
"2904",2018-04-19,"DME, RR","rattlesnake","484E094C24",72.5,230,"adult","male",NA,"20.5",0.574313624747175,0.864547008875454,0.864547008875454
"2905",2018-04-19,"DME, RR","rattlesnake","989001005040830",62.3,290,"adult","female","gravid","20.5",1.13406433350221,0.303895160529797,1.13406433350221
"2906",2018-04-19,"DME, RR","rattlesnake","47022A3D28",63.5,199,"adult","female","gravid","20.5",0.285109091890408,0.369854201511639,0.369854201511639
"2907",2018-04-19,"DME, RR","rattlesnake","989001006650682",51.2,115,"sub.adult","female","nongravid","20.5",0.498541900366637,0.306225968552241,0.498541900366637
"2908",2018-04-19,"DME, RR","rattlesnake","0A180D5F65",55,104,"adult","male",NA,"20.5",0.601162863638393,0.0973556721097414,0.601162863638393
"2909",2018-04-19,"DME, RR","rattlesnake","989001005040898",64.5,153,"adult","male",NA,"17.5",0.144033118155116,0.424820068996508,0.424820068996508
"2910",2018-04-19,"DME, RR","rattlesnake","989001006650759",59.5,151,"adult","male",NA,"17.5",0.162691475113617,0.149990731572166,0.162691475113617
"2911",2018-04-19,"DME, RR","rattlesnake","989001006782069",50.5,117,"adult","female","gravid","17.5",0.479883543408136,0.344702075791649,0.479883543408136
"2914",2018-04-19,"DME, RR","rattlesnake","4C3B604947",62.9,172,"adult","male",NA,"17.5",0.0332212729506439,0.336874681020718,0.336874681020718
"2915",2018-04-19,"DME, RR","rattlesnake","989001006650699",76.2,383,"adult","male",NA,"17.5",2.00167793207251,1.06792071856947,2.00167793207251
"2916",2018-04-19,"DME, RR","rattlesnake","4C165E5674",73.3,303,"adult","male",NA,"17.5",1.25534365373246,0.908519702863349,1.25534365373246
"2918",2018-04-20,"DME, RR","rattlesnake","989001006782018",45.5,79,"juvenile","male",NA,"23",0.834392325619656,0.619531413215991,0.834392325619656
"2919",2018-04-20,"DME, RR","rattlesnake","0A180D5F69",60.6,128,"adult","female","nongravid","23",0.37726258013638,0.210453185805521,0.37726258013638
"2920",2018-04-20,"DME, RR","rattlesnake","NONE GIVEN",26.6,15,"neonate","male",NA,"23",1.43145974829169,1.65838630868,1.65838630868
"2921",2018-04-20,"DME, RR","rattlesnake","989001006650714",49.6,84,"adult","female","nongravid","20.3",0.787746433223403,0.39417135652803,0.787746433223403
"2922",2018-04-20,"DME, RR","rattlesnake","989001006782017",50.55,102,"adult","female","nongravid","20.3",0.619821220596894,0.341953782417406,0.619821220596894
"2923",2018-04-20,"DME, RR","rattlesnake","989001005710888",57.3,114,"adult","female","postpartum","19.5",0.507871078845887,0.0290658231054556,0.507871078845887
"2924",2018-04-20,"DME, RR","rattlesnake","989001006782053",51.2,94,"adult","female","nongravid","19.5",0.694454648430898,0.306225968552241,0.694454648430898
"2925",2018-04-20,"DME, RR","rattlesnake","989001006782067",55.5,135,"adult","female","gravid","24.3",0.311958330781626,0.0698727383673072,0.311958330781626
"2926",2018-04-20,"DME, RR","rattlesnake","989001006112807",54.95,134,"adult","female","gravid","23.3",0.321287509260876,0.100103965483985,0.321287509260876
"2928",2018-04-20,"DME, RR","rattlesnake","989001005710923",60.1,120,"adult","male",NA,"21.4",0.451896007970384,0.182970252063087,0.451896007970384
"2929",2018-04-20,"DME, RR","rattlesnake","989001005710932",59.2,168,"adult","female","nongravid","21.4",0.00409544096635827,0.133500971326706,0.133500971326706
"2930",2018-04-21,"DME, GK","rattlesnake","0A13677576",56.5,219,"adult","female","gravid","17",0.471692661475419,0.0149068708824389,0.471692661475419
"2931",2018-04-21,"DME, GK","rattlesnake","989001006782080",45.9,72,"sub.adult","female","nongravid","19.3",0.89969657497441,0.597545066222043,0.89969657497441
"2932",2018-04-21,"DME, GK","rattlesnake","989001006112810",66.2,271,"adult","male",NA,"19.3",0.956809942396447,0.518262043720784,0.956809942396447
"2933",2018-04-21,"DME, GK","rattlesnake","989001006782105",51.5,94,"sub.adult","male",NA,"19.3",0.694454648430898,0.289736208306781,0.694454648430898
"2936",2018-04-21,"DME, GK","rattlesnake","989001006112814",50.55,93,"adult","male",NA,"19.3",0.703783826910148,0.341953782417406,0.703783826910148
"2937",2018-04-21,"DME, GK","rattlesnake","989001006782052",50.95,81,"sub.adult","female","nongravid","19.3",0.815733968661155,0.319967435423458,0.815733968661155
"2938",2018-04-21,"DME, GK","rattlesnake","989001006112821",83.5,485,"adult","male",NA,"21.9",2.95325413695606,1.46917155120901,2.95325413695606
"2939",2018-04-21,"DME, GK","rattlesnake","4C132C3146",68.9,200,"adult","male",NA,"21.9",0.294438270369659,0.666669885929929,0.666669885929929
"2940",2018-04-21,"DME, GK","rattlesnake","989001006782096",62.8,146,"adult","male",NA,"21.9",0.20933736750987,0.331378094272231,0.331378094272231
"2941",2018-04-21,"DME, GK","rattlesnake","989001006782092",51.3,111,"adult","female","nongravid","21.9",0.535858614283639,0.300729381803754,0.535858614283639
"2942",2018-04-21,"DME, GK","rattlesnake","989001006112841",63,140,"adult","male",NA,"21.9",0.265312438385373,0.342371267769205,0.342371267769205
"2943",2018-04-21,"DME, GK","rattlesnake","989001006112862",51.5,154,"adult","male",NA,"21.9",0.134703939675866,0.289736208306781,0.289736208306781
"2944",2018-04-21,"DME, GK","rattlesnake","989001006112900",61.5,131,"adult","male",NA,"21.9",0.349275044698628,0.259922466541903,0.349275044698628
"2945",2018-04-22,"DME,GK","rattlesnake","989001006112897",51.2,56,"adult","male",NA,"21.9",1.04896343064242,0.306225968552241,1.04896343064242
"2946",2018-04-22,"DME, GK","rattlesnake","989001006650750",61.45,153,"adult","male",NA,"21.9",0.144033118155116,0.25717417316766,0.25717417316766
"2947",2018-04-22,"DME, GK","rattlesnake","0A180D5E44",57.2,141,"adult","male",NA,"16.6",0.255983259906123,0.0235692363569691,0.255983259906123
"2948",2018-04-22,"DME, GK","rattlesnake","0A180D5F38",81.6,410,"adult","male",NA,"16.6",2.25356575101227,1.36473640298776,2.25356575101227
"2949",2018-04-22,"DME, GK","rattlesnake","0A1367755B",86.8,490,"adult","male",NA,"16.6",2.99990002935231,1.65055891390907,2.99990002935231
"2950",2018-04-22,"DME, GK","rattlesnake","989001006782057",66.9,218,"adult","male",NA,"16",0.462363482996168,0.556738150960192,0.556738150960192
"2951",2018-04-22,"DME, GK","rattlesnake","4C3D426D05",63.5,144,"adult","female","postpartum","16",0.227995724468371,0.369854201511639,0.369854201511639
"2952",2018-04-22,"DME, GK","rattlesnake","989001006782028",57.9,129,"adult","male",NA,"16",0.367933401657129,0.0620453435963767,0.367933401657129
"2953",2018-04-22,"DME, GK","rattlesnake","989001006782083",59.1,149,"adult","male",NA,"16",0.181349832072118,0.128004384578219,0.181349832072118
"2954",2018-04-22,"DME, GK","rattlesnake","989001005040892",66.1,175,"adult","male",NA,"16",0.0612088083883955,0.512765456972297,0.512765456972297
"2955",2018-04-23,"DME, AS","rattlesnake","982001006782037",53,110,"sub.adult","male",NA,"21.3",0.545187792762889,0.207287407079478,0.545187792762889
"2956",2018-04-23,"DME, AS","rattlesnake","NONE GIVEN",27.1,20,"neonate","male",NA,"21.3",1.38481385589544,1.63090337493757,1.63090337493757
"2957",2018-04-23,"DME, AS","rattlesnake","989001005040876",67.4,199,"adult","male",NA,"20.8",0.285109091890408,0.584221084702626,0.584221084702626
"2958",2018-04-23,"DME, AS","rattlesnake","989001005710877",67.6,193,"adult","male",NA,"20.8",0.229134021014905,0.595214258199599,0.595214258199599
"2959",2018-04-23,"DME, AS","rattlesnake","989001006650686",58,119,"adult","male",NA,"20.3",0.461225186449635,0.0675419303448636,0.461225186449635
"2960",2018-04-23,"DME, AS","rattlesnake","989001006782055",68.4,235,"adult","male",NA,"24",0.620959517143428,0.639186952187495,0.639186952187495
"2961",2018-04-23,"DME, AS","rattlesnake","989001006782103",55.35,125,"sub.adult","female","nongravid","28.7",0.405250115574131,0.0781176184900374,0.405250115574131
"2962",2018-04-23,"DME, AS","rattlesnake","989001006782016",56.35,175,"adult","female","gravid","28.7",0.0612088083883955,0.0231517510051691,0.0612088083883955
"2963",2018-04-23,"DME, AS","rattlesnake","4C3C57125A",78.3,295,"adult","male",NA,"28.7",1.18071022589846,1.18334904028769,1.18334904028769
"2964",2018-04-24,"DME, AS","rattlesnake","989001004384331",69.5,208,"adult","male",NA,"23.5",0.369071698203663,0.699649406420849,0.699649406420849
"2965",2018-04-24,"DME, AS","rattlesnake","989001005710868",72.2,228,"adult","male",NA,"23.5",0.555655267788674,0.848057248629994,0.848057248629994
"2966",2018-04-24,"DME, AS","rattlesnake","989001006112831",84.2,481,"adult","male",NA,"23.5",2.91593742303906,1.50764765844841,2.91593742303906
"2967",2018-04-24,"DME, AS","rattlesnake","989001006782102",47.85,68,"sub.adult","male",NA,"23.5",0.937013288891412,0.49036162462655,0.937013288891412
"2968",2018-04-24,"DME, AS","rattlesnake","989001006112879",74.8,248,"adult","male",NA,"23.5",0.742238837373685,0.990968504090652,0.990968504090652
"2969",2018-04-24,"DME, AS","rattlesnake","989001004384286",64,188,"adult","male",NA,"23.5",0.182488128618652,0.397337135254074,0.397337135254074
"2970",2018-04-24,"DME, AS","rattlesnake","989001006650754",64.8,153,"adult","male",NA,"23.5",0.144033118155116,0.441309829241968,0.441309829241968
"2971",2018-04-24,"DME, AS","rattlesnake","989001004384289",74.85,273,"adult","male",NA,"23.5",0.975468299354948,0.993716797464895,0.993716797464895
"2972",2018-04-24,"DME, AS","rattlesnake","989001004384244",73.8,225,"adult","male",NA,"23.5",0.527667732350922,0.936002636605783,0.936002636605783
"2973",2018-04-24,"DME, AS","rattlesnake","989001006782094",53.6,108,"sub.adult","male",NA,"23.8",0.56384614972139,0.174307886588557,0.56384614972139
"2974",2018-04-25,"DME, AS","rattlesnake","0A180D6006",61.1,230,"adult","female","gravid","18.3",0.574313624747175,0.237936119547956,0.574313624747175
"2975",2018-04-25,"DME, AS","rattlesnake","NONE GIVEN",27.5,25,"neonate","female",NA,"18.3",1.33816796349918,1.60891702794362,1.60891702794362
"2976",2018-04-25,"DME, AS","rattlesnake","989001006650692",53.35,110,"sub.adult","female","nongravid","23.9",0.545187792762889,0.188049353459774,0.545187792762889
"2977",2018-04-27,"DME, RR","rattlesnake","989001006650677",55.5,151,"adult","female","gravid","25.1",0.162691475113617,0.0698727383673072,0.162691475113617
"2978",2018-04-27,"DME, RR","rattlesnake","989001006782059",40.5,53,"juvenile","male",NA,"24.1",1.07695096608017,0.894360750640332,1.07695096608017
"2980",2018-04-29,"DME, RR","rattlesnake","4C3B6E2822",66.95,245,"adult","female","gravid","16.3",0.714251301935933,0.559486444334435,0.714251301935933
"2982",2018-04-29,"DME, RR","rattlesnake","989001006112817",73.5,261,"adult","male",NA,"19.3",0.863518157603942,0.919512876360323,0.919512876360323
"2983",2018-04-29,"DME, RR","rattlesnake","989001005710898",58.3,149,"sub.adult","male",NA,"19.3",0.181349832072118,0.0840316905903239,0.181349832072118
"2984",2018-04-29,"DME, RR","rattlesnake","NONE GIVEN",26.45,12,"neonate",NA,NA,"19.3",1.45944728372944,1.66663118880273,1.66663118880273
"2985",2018-04-29,"DME, RR","rattlesnake","989001006650691",71.95,180,"adult","male",NA,"18.7",0.107854700784648,0.834315781758777,0.834315781758777
"2986",2018-04-29,"DME, RR","rattlesnake","989001006782009",42.5,51,"sub.adult","female","nongravid","18.7",1.09560932303867,0.784429015670596,1.09560932303867
"2987",2018-04-29,"DME, RR","rattlesnake","NONE GIVEN",27,12,"neonate","female",NA,"19.3",1.45944728372944,1.63639996168605,1.63639996168605
"2989",2018-04-29,"DME, RR","rattlesnake","NONE GIVEN",31.55,18,"neonate","female",NA,"18.7",1.40347221285394,1.3863052646299,1.40347221285394
"2990",2018-04-29,"DME, RR","rattlesnake","989001006782026",36.15,32,"juvenile","male",NA,"18.7",1.27286371414443,1.13346227419951,1.27286371414443
"2991",2018-04-29,"DME, RR","rattlesnake","NONE GIVEN",27.45,10,"neonate","male",NA,"18.7",1.47810564068794,1.61166532131786,1.61166532131786
"2992",2018-04-29,"DME, RR","rattlesnake","4C3C072C42",58.4,206,"adult","female","postpartum","18.9",0.350413341245162,0.0895282773388108,0.350413341245162
"2993",2018-04-29,"DME, RR","rattlesnake","484E7A663C",78.2,326,"adult","male",NA,"18.9",1.46991475875523,1.1778524535392,1.46991475875523
"2996",2018-05-06,"DME, AS","rattlesnake","989001006650690",41.2,45,"juvenile","female",NA,"24.2",1.15158439391417,0.855884643400924,1.15158439391417
"2997",2018-05-06,"DME, AS","rattlesnake","989001006782039",46,58,"juvenile","female",NA,"21.6",1.03030507368392,0.592048479473556,1.03030507368392
"2998",2018-05-06,"DME, AS","rattlesnake","0A180D5F5C",60.8,137,"adult","female","nongravid","23.5",0.293299973823125,0.221446359302495,0.293299973823125
"2999",2018-05-06,"DME, AS","rattlesnake","485E513965",71.6,270,"adult","male",NA,"23.5",0.947480763917196,0.815077728139073,0.947480763917196
"3001",2018-05-04,"DME, AS","rattlesnake","0A180D5F34",57,215,"adult","female","gravid","25.3",0.434375947558417,0.0125760628599953,0.434375947558417
"3002",2018-05-01,"DME, JH","rattlesnake","989001006782101",69.4,295,"adult","female","gravid","25.1",1.18071022589846,0.694152819672363,1.18071022589846
"3003",2018-05-04,"DME, AS","rattlesnake","989001006782075",48,81,"sub.adult","female",NA,"25.4",0.815733968661155,0.48211674450382,0.815733968661155
"3004",2018-05-04,"DME, AS","rattlesnake","989001006782078",40.95,78,"juvenile","male",NA,"24",0.843721504098906,0.869626110272141,0.869626110272141
"3005",2018-05-04,"DME, AS","rattlesnake","989001005040833",57.8,150,"adult","male",NA,"23.6",0.172020653592868,0.0565487568478898,0.172020653592868
"3007",2018-05-05,"DME, AS","rattlesnake","989001006782082",67.6,222,"adult","male",NA,"26.5",0.499680196913171,0.595214258199599,0.595214258199599
"3008",2018-05-05,"DME, AS","rattlesnake","989001006782098",54.15,125,"adult","male",NA,"27.1",0.405250115574131,0.14407665947188,0.405250115574131
"3010",2018-05-11,"DME, AS","rattlesnake","989001006782013",45.6,75,"sub.adult","female","nongravid","27.1",0.871709039536658,0.614034826467504,0.871709039536658
"3019",2018-05-17,"DME, AS","rattlesnake","989001005710862",51,152,"adult","female","gravid","25.1",0.153362296634367,0.317219142049215,0.317219142049215
"3020",2018-05-17,"DME, AS","rattlesnake","989001006782048",50.4,130,"adult","male",NA,"20.6",0.358604223177879,0.350198662540136,0.358604223177879
"3021",2018-05-17,"DME, AS","rattlesnake","4C3D3E5B17",67.4,260,"adult","male",NA,"UNKNOWN",0.854188979124691,0.584221084702626,0.854188979124691
"3023",2018-05-18,"DME, AS","rattlesnake","4C3C4D1C6E",61.5,160,"adult","male",NA,"19.1",0.0787288688003625,0.259922466541903,0.259922466541903
"3024",2018-05-18,"DME, AS","rattlesnake","900254000926941",59.6,179,"adult","female","gravid","19.6",0.0985255223053976,0.155487318320653,0.155487318320653
"3025",2018-05-18,"DME, AS","rattlesnake","989001006782062",57.3,124,"adult","female","nongravid","21.6",0.414579294053382,0.0290658231054556,0.414579294053382
"3026",2018-05-18,"DME, AS","rattlesnake","989001006650717",65.5,118,"adult","male",NA,"UNKNOWN",0.470554364928885,0.479785936481376,0.479785936481376
"3027",2018-05-19,"IB, AS, MYA","rattlesnake","989001006112843",48.2,80,"adult","male",NA,"18",0.825063147140405,0.471123571006846,0.825063147140405
"3028",2018-05-19,"IB, AS, MYA","rattlesnake","NONE GIVEN ",28.6,15,"neonate","female",NA,"18",1.43145974829169,1.54845457371027,1.54845457371027
"3030",2018-05-21,"DME, AS","rattlesnake","989001006650723",62.9,160,"adult","male",NA,"28.8",0.0787288688003625,0.336874681020718,0.336874681020718
"3032",2018-05-22,"DME, AS","rattlesnake","989001006112866",58.5,164,"adult","male",NA,"24.3",0.0414121548833604,0.0950248640872978,0.0950248640872978
"3036",2018-05-25,"DME, AS","rattlesnake","989001006650746",62.2,179,"adult","male",NA,"UNKNOWN",0.0985255223053976,0.298398573781311,0.298398573781311
"3037",2018-05-27,"DME, MM","rattlesnake","989001006112830",62.5,263,"adult","female","gravid","28.6",0.882176514562443,0.314888334026771,0.882176514562443
"3038",2018-05-27,"DME, MM","rattlesnake","989001006112842",55.45,177,"adult","female","gravid","28.6",0.0798671653468965,0.0726210317415505,0.0798671653468965
"3041",2018-05-31,"DME, MM","rattlesnake","989021005040857",56.3,197,"adult","female","gravid","21.9",0.266450734931907,0.0259000443794127,0.266450734931907
"3042",2018-05-31,"DME, MM","rattlesnake","989001006782104",53,129,"adult","female","gravid","20.2",0.367933401657129,0.207287407079478,0.367933401657129
"3044",2018-06-03,"DME, MM","rattlesnake","TOO SMALL TO PIT TAG",30.6,21,"neonate","female",NA,"21.5",1.37548467741619,1.43852283874053,1.43852283874053
"3045",2018-06-03,"DME, MM","rattlesnake","989001006112840",65.45,380,"adult","female","nongravid","27.5",1.97369039663476,0.477037643107133,1.97369039663476
"3047",2018-06-04,"DME, MM","rattlesnake","989254000902313",58.7,175,"adult","female","gravid","18",0.0612088083883955,0.106018037584272,0.106018037584272
"3048",2018-06-04,"DME, MM","rattlesnake","989001006782069",50,154,"adult","female","gravid","18",0.134703939675866,0.372185009534083,0.372185009534083
"3049",2018-06-04,"DME, MM","rattlesnake","989001006782007",52,95,"sub.adult","female","nongravid","19.1",0.685125469951647,0.262253274564346,0.685125469951647
"3052",2018-06-08,"DME, MM, CH, VR","rattlesnake","0A180D5F6C",71.3,299,"adult","male",NA,"27.7",1.21802693981546,0.798587967893612,1.21802693981546
"3053",2018-06-08,"DME, MM, CH, VR","rattlesnake","989001006782019",54.4,110,"adult","female","nongravid","27.9",0.545187792762889,0.130335192600663,0.545187792762889
"3054",2018-06-08,"DME, MM, CH, VR","rattlesnake","0A180D5F3B ",69.9,294,"adult","male",NA,"24",1.17138104741921,0.721635753414797,1.17138104741921
"3055",2018-06-08,"DME, MM, CH, VR","rattlesnake","989001006782045",51,165,"adult","female","nongravid","29.4",0.0320829764041099,0.317219142049215,0.317219142049215
"3056",2018-06-08,"DME, MM, CH, VR","rattlesnake","900254001200720",67,237,"adult","male",NA,"25",0.639617874101929,0.562234737708679,0.639617874101929
"3057",2018-06-08,"DME, MM, CH, VR","rattlesnake","989001005710864",63.5,207,"adult","female","gravid","26.5",0.359742519724413,0.369854201511639,0.369854201511639
"3058",2018-06-08,"DME, MM, CH, VR","rattlesnake","989001006782070",54,182,"adult","female","gravid","26.5",0.126513057743149,0.15232153959461,0.15232153959461
"3059",2018-06-11,"DME, MM","rattlesnake","0A180D6000",64.65,256,"adult","female","gravid","17.4",0.816872265207689,0.433064949119238,0.816872265207689
"3060",2018-06-11,"DME, MM","rattlesnake","0A180D5F64",62.3,312,"adult","female","gravid","17.4",1.33930626004572,0.303895160529797,1.33930626004572
"3061",2018-06-11,"DME, MM","rattlesnake","989001004384241",61.5,243,"adult","female","gravid","17.4",0.695592944977432,0.259922466541903,0.695592944977432
"3062",2018-06-11,"DME, MM","rattlesnake","989001004384296",64.5,354,"adult","female","gravid","17.4",1.73113175617424,0.424820068996508,1.73113175617424
"3065",2018-06-16,"DME, CRH, MA","rattlesnake","982000407484116",56.6,164,"adult","male",NA,"25",0.0414121548833604,0.009410284133952,0.0414121548833604
"3066",2018-06-22,"DME, AS ","rattlesnake","989001006112849",57.7,144,"adult","female","gravid","32.3",0.227995724468371,0.0510521700994032,0.227995724468371
"3069",2018-06-27,"DME, AS ","rattlesnake","456A3A6A67",84.4,372,"adult","male",NA,"UNKNOWN",1.89905696880075,1.51864083194539,1.89905696880075
"3070",2018-06-27,"DME, AS","rattlesnake","0A13654B65",65,294,"adult","male",NA,"25.7",1.17138104741921,0.452303002738942,1.17138104741921
"3072",2018-06-27,"DME, AS ","rattlesnake","989001006112846",66.2,260,"adult","male",NA,"UNKNOWN",0.854188979124691,0.518262043720784,0.854188979124691
"3073",2018-06-28,"DME, AS","rattlesnake",NA,28.85,20,"neonate","female",NA,"20.8",1.38481385589544,1.53471310683905,1.53471310683905
"3074",2018-06-28,"DME, AS ","rattlesnake","989001005710889",60.3,212,"adult","female","gravid","22",0.406388412120665,0.193963425560061,0.406388412120665
"3075",2018-06-28,"DME, AS ","rattlesnake","900254001210002",76.8,408,"adult","female","gravid","22",2.23490739405377,1.10090023906039,2.23490739405377
"3076",2018-06-29,"DME, AS","rattlesnake","4C132E5A0A",63,248,"adult","female","gravid","26.3",0.742238837373685,0.342371267769205,0.742238837373685
"3077",2018-06-29,"DME, AS ","rattlesnake","989001006650761",55.4,202,"adult","female","gravid","26.3",0.31309662732816,0.0753693251157942,0.31309662732816
"3078",2018-06-29,"DME, AS ","rattlesnake","989001006782027",59,198,"adult","female","gravid","26.3",0.275779913411158,0.122507797829732,0.275779913411158
"3079",2018-06-29,"DME, AS ","rattlesnake","900254001058310",55.6,185,"adult","female","gravid","26.3",0.154500593180901,0.0643761516188203,0.154500593180901
"3080",2018-06-29,"DME, AS ","rattlesnake","989001006782050",59.2,193,"adult","female","gravid","26.3",0.229134021014905,0.133500971326706,0.229134021014905
"3081",2018-06-29,"DME, AS ","rattlesnake","900254001822612",54,136,"adult","female","gravid","26.3",0.302629152302375,0.15232153959461,0.302629152302375
"3082",2018-06-30,"DME, AS","rattlesnake","4C3D3C4566",55.4,189,"adult","female","gravid","22.8",0.191817307097903,0.0753693251157942,0.191817307097903
"3083",2018-06-30,"DME, AS ","rattlesnake","989001005040850",53.7,130,"adult","female",NA,"23.1",0.358604223177879,0.16881129984007,0.358604223177879
"3084",2018-06-30,"DME, AS ","rattlesnake","900254001041583",61.3,237,"adult","female","gravid","25.4",0.639617874101929,0.248929293044929,0.639617874101929
"3085",2018-06-30,"DME, AS","rattlesnake","900254001293838",55.8,161,"adult","female","gravid","25.4",0.069399690321112,0.0533829781218469,0.069399690321112
"3086",2018-06-30,"DME, AS ","rattlesnake","900254001090214",52.8,128,"adult","female","gravid","25.4",0.37726258013638,0.218280580576452,0.37726258013638
"3087",2018-07-02,"DME, AS , CRH","rattlesnake","989001006782047",48.1,109,"sub.adult","female","nongravid","19",0.55451697124214,0.476620157755333,0.55451697124214
"3088",2018-07-02,"DME, AS, CRH","rattlesnake","0A1367754B",68.3,253,"adult","male",NA,"24",0.788884729769937,0.633690365439007,0.788884729769937
"3090",2018-07-02,"DME, AS, CRH","rattlesnake","0A180D600C",66.4,195,"adult","male",NA,"27.8",0.247792377973406,0.529255217217758,0.529255217217758
"3091",2018-07-03,"DME, CRH","rattlesnake","989001006112839",62.1,199,"adult","female","nongravid","22.1",0.285109091890408,0.292901987032824,0.292901987032824
"3092",2018-07-03,"DME, CRH","rattlesnake","0A180D6001",66.5,246,"adult","male",NA,"28.6",0.723580480415184,0.534751803966244,0.723580480415184
"3094",2018-07-03,"DME, CRH","rattlesnake","989001004384239",62.3,177,"adult","female","nongravid","26.8",0.0798671653468965,0.303895160529797,0.303895160529797
"3095",2018-07-03,"DME, CRH","rattlesnake","989001004384254",66.2,256,"adult","male",NA,"20.8",0.816872265207689,0.518262043720784,0.816872265207689
"3096",2018-07-03,"DME, CRH","rattlesnake","989001005710911",48.4,90,"sub.adult","female","nongravid","23.5",0.7317713623479,0.460130397509873,0.7317713623479
"3097",2018-07-03,"DME, CRH","rattlesnake","456A294484F",77.2,358,"adult","male",NA,"24",1.76844847009124,1.12288658605434,1.76844847009124
"3099",2018-07-04,"DME, CRH","rattlesnake","4A4E116D36",63.2,249,"adult","male",NA,"29.5",0.751568015852935,0.353364441266179,0.751568015852935
"3100",2018-07-04,"DME, CRH","rattlesnake","0A13654B6C",68.5,218,"adult","female","nongravid","27.6",0.462363482996168,0.644683538935981,0.644683538935981
"3101",2018-07-04,"DME, CRH","rattlesnake","0A13677579",79.6,457,"adult","male",NA,"27.6",2.69203713953705,1.25480466801802,2.69203713953705
"3104",2018-07-07,"DME, CRH","rattlesnake","900254001129796",64.6,251,"adult","male",NA,"UNKNOWN",0.770226372811436,0.430316655744994,0.770226372811436
"3105",2018-07-08,"DME, CRH","rattlesnake","900254001305732",67.3,287,"adult","female",NA,"29.1",1.10607679806446,0.578724497954139,1.10607679806446
"3106",2018-07-09,"DME, CRH","rattlesnake","989001006782040",57,185,"adult","male",NA,"31.3",0.154500593180901,0.0125760628599953,0.154500593180901
"3107",2018-07-11,"CRH, JH","rattlesnake","989001006782094",56.1,169,"adult","male",NA,"28.5",0.00523373751289226,0.0368932178763862,0.0368932178763862
"3108",2018-07-11,"CRH, JH","rattlesnake","900254000932477",73.1,284,"adult","male",NA,"39",1.0780892626267,0.897526529366375,1.0780892626267
"3109",2018-07-12,"CRH, AS, VR","rattlesnake","989001006650672",51.8,128,"adult","female","nongravid","30",0.37726258013638,0.27324644806132,0.37726258013638
"3110",2018-07-12,"CRH, AS, VR","rattlesnake","900254001009905",67.5,254,"adult","male",NA,"28.9",0.798213908249188,0.589717671451113,0.798213908249188
"3112",2018-07-13,"CRH, JH","rattlesnake","900254001093784",61.2,204,"adult","male",NA,"27.8",0.331754984286661,0.243432706296442,0.331754984286661
"3113",2018-07-17,"DME, CRH","rattlesnake","900254001086437",51.5,129,"adult","male",NA,"23.8",0.367933401657129,0.289736208306781,0.367933401657129
"3114",2018-07-17,"DME, CRH","rattlesnake","989001006112858",61.3,180,"adult","male",NA,"28.5",0.107854700784648,0.248929293044929,0.248929293044929
"3115",2018-07-18,"DME, CRH","rattlesnake","989001006650736",60.7,83,"adult","female","nongravid","28.8",0.797075611702654,0.215949772554008,0.797075611702654
"3116",2018-07-18,"DME, CRH","rattlesnake","900254000992715",69.2,254,"adult","male",NA,"31.5",0.798213908249188,0.683159646175389,0.798213908249188
"3117",2018-07-19,"DME, CRH","rattlesnake","0A13677569",71.5,225,"adult","male",NA,"22.3",0.527667732350922,0.809581141390586,0.809581141390586
"3118",2018-07-19,"DME, CRH","rattlesnake","989001006112846",64.7,250,"adult","male",NA,"26",0.760897194332186,0.435813242493482,0.760897194332186
"3119",2018-07-19,"DME, CRH","rattlesnake","989001004384320",57,127,"adult","male",NA,"32.3",0.38659175861563,0.0125760628599953,0.38659175861563
"3120",2018-07-20,"DME, CRH","rattlesnake","0A180D5F60",71.3,261,"adult","female",NA,"23.6",0.863518157603942,0.798587967893612,0.863518157603942
"3121",2018-07-20,"DME, CRH","rattlesnake","989001005040854",66.4,211,"adult","male",NA,"25.1",0.397059233641415,0.529255217217758,0.529255217217758
"3122",2018-07-22,"DME, CRH","rattlesnake","989001005040848",62.6,147,"adult","female","nongravid","23.8",0.20000818903062,0.320384920775258,0.320384920775258
"3123",2018-07-22,"DME, CRH","rattlesnake","900254000352945",53.5,120,"adult","male",NA,"27.6",0.451896007970384,0.179804473337044,0.451896007970384
"3124",2018-07-22,"DME, CRH","rattlesnake","4C3C731362",70.8,272,"adult","male",NA,"26",0.966139120875697,0.771105034151178,0.966139120875697
"3125",2018-07-23,"DME, CRH","rattlesnake","989001006650758",72.5,334,"adult","male",NA,"25.6",1.54454818658923,0.864547008875454,1.54454818658923
"3126",2018-07-23,"DME, CRH","rattlesnake","900254001187347",53.5,214,"adult","male",NA,"26.8",0.425046769079166,0.179804473337044,0.425046769079166
"3127",2018-07-24,"DME, CRH","rattlesnake","900254000328960",63,161,"adult","male",NA,"27.8",0.069399690321112,0.342371267769205,0.342371267769205
"3129",2018-07-25,"DME, CRH","rattlesnake","900254000119889",55,122,"adult","female","nongravid","25.3",0.433237651011883,0.0973556721097414,0.433237651011883
"3130",2018-07-25,"DME, CRH","rattlesnake","989001006112841",64.6,203,"adult","female",NA,"29",0.32242580580741,0.430316655744994,0.430316655744994
"3131",2018-07-25,"DME, CRH","rattlesnake","0A180D5F3D",57.4,150,"adult","female","nongravid","29",0.172020653592868,0.0345624098539425,0.172020653592868
