"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-119.44","49.03","OSOYOOS CS","1125852","2016-01-01","2016","01","01","","-5.2","","-14.4","","-9.8","","27.8","","0.0","","","M","","M","0.0","","6","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2016-01-02","2016","01","02","","-6.8","","-10.1","","-8.5","","26.5","","0.0","","","M","","M","0.0","","6","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2016-01-03","2016","01","03","","-4.8","","-7.8","","-6.3","","24.3","","0.0","","","M","","M","0.9","","6","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2016-01-04","2016","01","04","","","M","-5.8","E","","M","","M","","M","","M","","M","","M","10","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2016-01-05","2016","01","05","","-0.7","","-4.2","","-2.5","","20.5","","0.0","","","M","","M","2.3","","17","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2016-01-06","2016","01","06","","2.9","","-0.7","","1.1","","16.9","","0.0","","","M","","M","2.1","","16","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2016-01-07","2016","01","07","","3.1","","0.6","","1.9","","16.1","","0.0","","","M","","M","0.7","","11","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2016-01-08","2016","01","08","","3.9","","0.4","","2.2","","15.8","","0.0","","","M","","M","0.0","","8","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2016-01-09","2016","01","09","","2.3","","0.3","","1.3","","16.7","","0.0","","","M","","M","0.2","","6","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2016-01-10","2016","01","10","","2.1","","0.0","","1.1","","16.9","","0.0","","","M","","M","0.0","","5","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2016-01-11","2016","01","11","","1.8","","0.3","","1.1","","16.9","","0.0","","","M","","M","0.0","","4","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2016-01-12","2016","01","12","","1.0","","-0.4","","0.3","","17.7","","0.0","","","M","","M","0.2","","3","","17","","32",""
"-119.44","49.03","OSOYOOS CS","1125852","2016-01-13","2016","01","13","","3.7","","0.1","","1.9","","16.1","","0.0","","","M","","M","4.3","","3","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2016-01-14","2016","01","14","","1.1","","-2.5","","-0.7","","18.7","","0.0","","","M","","M","0.2","","0","T","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2016-01-15","2016","01","15","","-1.1","","-4.2","","-2.7","","20.7","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2016-01-16","2016","01","16","","2.3","","-2.1","","0.1","","17.9","","0.0","","","M","","M","1.0","","0","T","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2016-01-17","2016","01","17","","3.3","","0.8","","2.1","","15.9","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2016-01-18","2016","01","18","","3.1","","1.1","","2.1","","15.9","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2016-01-19","2016","01","19","","2.4","","0.5","","1.5","","16.5","","0.0","","","M","","M","3.5","","0","T","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2016-01-20","2016","01","20","","5.1","","1.3","","3.2","","14.8","","0.0","","","M","","M","1.3","","0","T","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2016-01-21","2016","01","21","","4.4","","1.2","","2.8","","15.2","","0.0","","","M","","M","1.3","","0","T","15","","32",""
"-119.44","49.03","OSOYOOS CS","1125852","2016-01-22","2016","01","22","","8.4","","0.7","","4.6","","13.4","","0.0","","","M","","M","4.2","","0","T","","","<31",""
