"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-119.44","49.03","OSOYOOS CS","1125852","2019-01-01","2019","01","01","","0.9","","-6.2","","-2.6","","20.6","","0.0","","","","","","0.0","","5","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-01-02","2019","01","02","","1.7","","-1.0","","0.4","","17.6","","0.0","","","","","","0.0","","4","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-01-03","2019","01","03","","4.8","","0.3","","2.6","","15.4","","0.0","","","","","","0.0","","4","","14","","35",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-01-04","2019","01","04","","9.7","","2.9","","6.3","","11.7","","0.0","","","","","","0.0","","0","","14","","38",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-01-05","2019","01","05","","5.3","","-0.5","","2.4","","15.6","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-01-06","2019","01","06","","9.0","","0.0","","4.5","","13.5","","0.0","","","","","","0.4","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-01-07","2019","01","07","","5.9","","-2.7","","1.6","","16.4","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-01-08","2019","01","08","","1.0","","-6.0","","-2.5","","20.5","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-01-09","2019","01","09","","2.8","","-1.6","","0.6","","17.4","","0.0","","","","","","2.4","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-01-10","2019","01","10","","4.5","","2.0","","3.3","","14.7","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-01-11","2019","01","11","","6.9","","2.7","","4.8","","13.2","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-01-12","2019","01","12","","3.1","","-1.8","","0.7","","17.3","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-01-13","2019","01","13","","-0.5","","-1.7","","-1.1","","19.1","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-01-14","2019","01","14","","-0.8","","-2.2","","-1.5","","19.5","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-01-15","2019","01","15","","-1.3","","-2.5","","-1.9","","19.9","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-01-16","2019","01","16","","0.7","","-2.3","","-0.8","","18.8","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-01-17","2019","01","17","","2.4","","-0.1","","1.2","","16.8","","0.0","","","","","","2.1","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-01-18","2019","01","18","","4.9","","2.3","","3.6","","14.4","","0.0","","","","","","0.4","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-01-19","2019","01","19","","6.2","","2.7","","4.4","","13.6","","0.0","","","","","","2.9","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-01-20","2019","01","20","","4.0","","-1.3","","1.3","","16.7","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-01-21","2019","01","21","","6.4","","-3.5","","1.4","","16.6","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-01-22","2019","01","22","","2.6","","-3.0","","-0.2","","18.2","","0.0","","","","","","4.5","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-01-23","2019","01","23","","4.9","","-4.6","","0.1","","17.9","","0.0","","","","","","10.2","","6","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-01-24","2019","01","24","","-2.2","","-5.0","","-3.6","","21.6","","0.0","","","","","","0.0","","4","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-01-25","2019","01","25","","-1.0","","-3.6","","-2.3","","20.3","","0.0","","","","","","0.0","","4","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-01-26","2019","01","26","","-1.5","","-3.6","","-2.5","","20.5","","0.0","","","","","","0.0","","4","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-01-27","2019","01","27","","9.6","","-2.2","","3.7","","14.3","","0.0","","","","","","0.0","","4","","34","","52",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-01-28","2019","01","28","","7.2","","-3.7","","1.8","","16.2","","0.0","","","","","","0.0","","4","","33","","45",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-01-29","2019","01","29","","1.4","","-8.0","","-3.3","","21.3","","0.0","","","","","","0.0","","4","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-01-30","2019","01","30","","0.5","","-8.5","","-4.0","","22.0","","0.0","","","","","","0.0","","4","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-01-31","2019","01","31","","0.8","","-1.6","","-0.4","","18.4","","0.0","","","","","","0.0","","4","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-02-01","2019","02","01","","2.3","","0.0","","1.2","","16.8","","0.0","","","","","","0.0","","4","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-02-02","2019","02","02","","3.0","","-1.7","","0.7","","17.3","","0.0","","","","","","0.0","","3","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-02-03","2019","02","03","","1.1","","-10.4","","-4.6","","22.6","","0.0","","","","","","0.0","","1","","31","","56",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-02-04","2019","02","04","","-8.5","","-12.7","","-10.6","","28.6","","0.0","","","","","","0.2","","1","","35","","60",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-02-05","2019","02","05","","-5.0","","-13.1","","-9.0","","27.0","","0.0","","","","","","0.0","","0","","33","","51",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-02-06","2019","02","06","","-4.3","","-10.5","","-7.4","","25.4","","0.0","","","","","","0.0","","0","","32","","45",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-02-07","2019","02","07","","-4.8","","-13.7","","-9.2","","27.2","","0.0","","","","","","0.0","","0","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-02-08","2019","02","08","","-2.1","","-6.9","","-4.5","","22.5","","0.0","","","","","","1.4","","0","","31","","38",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-02-09","2019","02","09","","-4.0","","-7.7","","-5.9","","23.9","","0.0","","","","","","0.4","","1","","32","","52",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-02-10","2019","02","10","","-6.8","","-12.5","","-9.6","","27.6","","0.0","","","","","","0.4","","0","","31","","54",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-02-11","2019","02","11","","-6.8","","-10.8","","-8.8","","26.8","","0.0","","","","","","4.5","","2","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-02-12","2019","02","12","","-4.8","","-8.7","","-6.7","","24.7","","0.0","","","","","","1.5","","4","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-02-13","2019","02","13","","-1.4","","-9.1","","-5.2","","23.2","","0.0","","","","","","0.0","","4","","31","","33",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-02-14","2019","02","14","","-4.4","","-16.1","","-10.3","","28.3","","0.0","","","","","","2.2","","5","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-02-15","2019","02","15","","0.1","","-5.4","","-2.7","","20.7","","0.0","","","","","","2.0","","7","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-02-16","2019","02","16","","2.3","","-3.8","","-0.7","","18.7","","0.0","","","","","","0.0","","6","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-02-17","2019","02","17","","2.6","","-5.0","","-1.2","","19.2","","0.0","","","","","","0.0","","6","","1","","50",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-02-18","2019","02","18","","0.0","","-9.3","","-4.7","","22.7","","0.0","","","","","","0.0","","5","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-02-19","2019","02","19","","-2.6","","-12.1","","-7.4","","25.4","","0.0","","","","","","0.0","","5","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-02-20","2019","02","20","","2.7","","-6.8","","-2.0","","20.0","","0.0","","","","","","0.4","","5","","31","","31",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-02-21","2019","02","21","","4.5","","-5.5","","-0.5","","18.5","","0.0","","","","","","0.0","","4","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-02-22","2019","02","22","","-0.8","","-5.5","","-3.2","","21.2","","0.0","","","","","","0.0","","4","","16","","31",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-02-23","2019","02","23","","2.2","","-5.1","","-1.4","","19.4","","0.0","","","","","","0.0","","3","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-02-24","2019","02","24","","3.4","","-9.0","","-2.8","","20.8","","0.0","","","","","","0.0","","3","","33","","46",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-02-25","2019","02","25","","0.4","","-2.3","","-0.9","","18.9","","0.0","","","","","","0.0","","2","","31","","53",""
"-119.44","49.03","OSOYOOS CS","1125852","2019-02-26","2019","02","26","","-0.5","","-7.1","","-3.8","","21.8","","0.0","","","","","","0.0","","2","","34","","37",""
