"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-119.44","49.03","OSOYOOS CS","1125852","2009-01-01","2009","01","01","","-0.4","","-5.1","","-2.8","","20.8","","0.0","","","M","","M","","M","","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2009-01-02","2009","01","02","","-0.3","","-16.2","","-8.3","","26.3","","0.0","","","M","","M","","M","","","34","","48",""
"-119.44","49.03","OSOYOOS CS","1125852","2009-01-03","2009","01","03","","-9.4","","-21.5","","-15.5","","33.5","","0.0","","","M","","M","","M","","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2009-01-04","2009","01","04","","-4.1","","-11.7","","-7.9","","25.9","","0.0","","","M","","M","","M","","","15","","33",""
"-119.44","49.03","OSOYOOS CS","1125852","2009-01-05","2009","01","05","","-2.3","","-5.6","","-4.0","","22.0","","0.0","","","M","","M","","M","","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2009-01-06","2009","01","06","","0.0","","-3.7","","-1.9","","19.9","","0.0","","","M","","M","","M","","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2009-01-07","2009","01","07","","5.4","","-3.2","","1.1","","16.9","","0.0","","","M","","M","","M","","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2009-01-08","2009","01","08","","7.2","","1.8","","4.5","","13.5","","0.0","","","M","","M","","M","","","35","","76",""
"-119.44","49.03","OSOYOOS CS","1125852","2009-01-09","2009","01","09","","5.8","","-6.2","","-0.2","","18.2","","0.0","","","M","","M","","M","","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2009-01-10","2009","01","10","","2.6","","-4.0","","-0.7","","18.7","","0.0","","","M","","M","","M","","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2009-01-11","2009","01","11","","3.3","","-1.4","","1.0","","17.0","","0.0","","","M","","M","","M","","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2009-01-12","2009","01","12","","1.0","","-1.3","","-0.2","","18.2","","0.0","","","M","","M","","M","","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2009-01-13","2009","01","13","","1.2","","-1.1","","0.1","","17.9","","0.0","","","M","","M","","M","","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2009-01-14","2009","01","14","","-0.5","","-2.6","","-1.6","","19.6","","0.0","","","M","","M","","M","","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2009-01-15","2009","01","15","","-0.1","","-2.5","","-1.3","","19.3","","0.0","","","M","","M","","M","","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2009-01-16","2009","01","16","","-1.1","","-4.3","","-2.7","","20.7","","0.0","","","M","","M","","M","","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2009-01-17","2009","01","17","","-0.1","","-1.8","","-1.0","","19.0","","0.0","","","M","","M","","M","","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2009-01-18","2009","01","18","","0.2","","-1.6","","-0.7","","18.7","","0.0","","","M","","M","","M","","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2009-01-19","2009","01","19","","-1.3","","-4.1","","-2.7","","20.7","","0.0","","","M","","M","","M","","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2009-01-20","2009","01","20","","","M","-6.5","E","","M","","M","","M","","M","","M","","M","","","","M","","M"
