"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-119.44","49.03","OSOYOOS CS","1125852","2018-01-01","2018","01","01","","-4.8","","-13.1","","-9.0","","27.0","","0.0","","","M","","M","0.0","","11","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2018-01-02","2018","01","02","","-6.9","","-11.9","","-9.4","","27.4","","0.0","","","M","","M","0.0","","11","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2018-01-03","2018","01","03","","-3.0","","-13.0","","-8.0","","26.0","","0.0","","","M","","M","0.2","","10","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2018-01-04","2018","01","04","","-4.5","","-6.4","","-5.5","","23.5","","0.0","","","M","","M","2.8","","10","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2018-01-05","2018","01","05","","1.5","","-5.1","","-1.8","","19.8","","0.0","","","M","","M","2.0","","13","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2018-01-06","2018","01","06","","3.0","","1.0","","2.0","","16.0","","0.0","","","M","","M","0.3","","12","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2018-01-07","2018","01","07","","3.2","","0.7","","2.0","","16.0","","0.0","","","M","","M","0.7","","8","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2018-01-08","2018","01","08","","3.6","","1.1","","2.4","","15.6","","0.0","","","M","","M","0.7","","6","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2018-01-09","2018","01","09","","3.0","","1.2","","2.1","","15.9","","0.0","","","M","","M","5.4","","1","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2018-01-10","2018","01","10","","4.8","","-0.7","","2.1","","15.9","","0.0","","","M","","M","0.0","","1","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2018-01-11","2018","01","11","","1.4","","-3.1","","-0.9","","18.9","","0.0","","","M","","M","8.6","","1","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2018-01-12","2018","01","12","","-0.3","","-3.3","","-1.8","","19.8","","0.0","","","M","","M","0.5","","9","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2018-01-13","2018","01","13","","0.9","","-4.0","","-1.6","","19.6","","0.0","","","M","","M","0.0","","7","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2018-01-14","2018","01","14","","2.2","","-2.7","","-0.3","","18.3","","0.0","","","M","","M","0.0","","5","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2018-01-15","2018","01","15","","2.6","","-1.7","","0.5","","17.5","","0.0","","","M","","M","0.0","","4","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2018-01-16","2018","01","16","","4.4","","-0.4","","2.0","","16.0","","0.0","","","M","","M","8.1","","3","","16","","33",""
"-119.44","49.03","OSOYOOS CS","1125852","2018-01-17","2018","01","17","","4.1","","1.6","","2.9","","15.1","","0.0","","","M","","M","4.3","","1","","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2018-01-18","2018","01","18","","7.4","","2.7","","5.1","","12.9","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2018-01-19","2018","01","19","","4.8","","2.1","","3.5","","14.5","","0.0","","","M","","M","0.0","","0","T","","","<31",""
"-119.44","49.03","OSOYOOS CS","1125852","2018-01-20","2018","01","20","","4.4","","1.4","","2.9","","15.1","","0.0","","","M","","M","0.0","","0","T","","","<31",""
