"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-119.44","49.03","OSOYOOS CS","1125852","2005-01-01","2005","01","01","","-2.7","","-4.3","","-3.5","","21.5","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-01-02","2005","01","02","","-4.1","","-9.1","","-6.6","","24.6","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-01-03","2005","01","03","","-5.2","","-10.8","","-8.0","","26.0","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-01-04","2005","01","04","","-4.6","","-9.7","","-7.2","","25.2","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-01-05","2005","01","05","","-4.3","","-11.0","","-7.7","","25.7","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-01-06","2005","01","06","","-3.2","","-9.2","","-6.2","","24.2","","0.0","","","","","","","M","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-01-07","2005","01","07","","-3.0","","-5.8","","-4.4","","22.4","","0.0","","","","","","0.0","C","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-01-08","2005","01","08","","-2.0","","-4.3","","-3.2","","21.2","","0.0","","","","","","3.2","A","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-01-09","2005","01","09","","-3.0","","-10.1","","-6.6","","24.6","","0.0","","","","","","0.2","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-01-10","2005","01","10","","-4.0","","-9.8","","-6.9","","24.9","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-01-11","2005","01","11","","-4.5","","-8.2","","-6.4","","24.4","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-01-12","2005","01","12","","-0.3","","-6.2","","-3.3","","21.3","","0.0","","","","","","0.2","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-01-13","2005","01","13","","-4.1","","-11.7","","-7.9","","25.9","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-01-14","2005","01","14","","-9.9","","-15.9","","-12.9","","30.9","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-01-15","2005","01","15","","-10.8","","-18.7","","-14.8","","32.8","","0.0","","","","","","","M","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-01-16","2005","01","16","","-6.8","","-12.5","","-9.7","","27.7","","0.0","","","","","","0.0","C","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-01-17","2005","01","17","","-2.1","","-8.1","","-5.1","","23.1","","0.0","","","","","","0.0","C","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-01-18","2005","01","18","","2.1","","-3.2","","-0.6","","18.6","","0.0","","","","","","2.6","A","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-01-19","2005","01","19","","7.3","","0.0","","3.7","","14.3","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-01-20","2005","01","20","","7.5","","-1.8","","2.9","","15.1","","0.0","","","","","","0.2","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-01-21","2005","01","21","","3.7","","-1.6","","1.1","","16.9","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-01-22","2005","01","22","","7.4","","1.8","","4.6","","13.4","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-01-23","2005","01","23","","6.5","","3.0","","4.8","","13.2","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-01-24","2005","01","24","","7.3","","0.1","","3.7","","14.3","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-01-25","2005","01","25","","1.8","","-1.2","","0.3","","17.7","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-01-26","2005","01","26","","3.3","","-0.3","","1.5","","16.5","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-01-27","2005","01","27","","4.8","","0.9","","2.9","","15.1","","0.0","","","","","","1.2","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-01-28","2005","01","28","","4.5","","0.6","","2.6","","15.4","","0.0","","","","","","0.2","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-01-29","2005","01","29","","6.5","","2.0","","4.3","","13.7","","0.0","","","","","","2.2","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-01-30","2005","01","30","","6.3","","3.6","","5.0","","13.0","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-01-31","2005","01","31","","7.9","","1.1","","4.5","","13.5","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-02-01","2005","02","01","","8.4","","-2.1","","3.2","","14.8","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-02-02","2005","02","02","","9.5","","1.2","","5.4","","12.6","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-02-03","2005","02","03","","10.0","","1.0","","5.5","","12.5","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-02-04","2005","02","04","","10.3","","0.9","","5.6","","12.4","","0.0","","","","","","0.2","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-02-05","2005","02","05","","8.7","","-1.2","","3.8","","14.2","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-02-06","2005","02","06","","1.5","","-6.8","","-2.7","","20.7","","0.0","","","","","","0.2","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-02-07","2005","02","07","","5.2","","-3.2","","1.0","","17.0","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-02-08","2005","02","08","","5.8","","-6.9","","-0.6","","18.6","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-02-09","2005","02","09","","6.5","","-6.6","","-0.1","","18.1","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-02-10","2005","02","10","","5.3","","-7.7","","-1.2","","19.2","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-02-11","2005","02","11","","11.0","","-3.0","","4.0","","14.0","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-02-12","2005","02","12","","9.2","","-4.1","","2.6","","15.4","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-02-13","2005","02","13","","8.3","","-2.5","","2.9","","15.1","","0.0","","","","","","0.2","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-02-14","2005","02","14","","6.5","","-7.2","","-0.4","","18.4","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-02-15","2005","02","15","","6.3","","-7.2","","-0.5","","18.5","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-02-16","2005","02","16","","6.1","","-8.8","","-1.4","","19.4","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-02-17","2005","02","17","","6.5","","-9.1","","-1.3","","19.3","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-02-18","2005","02","18","","8.6","","-8.6","","0.0","","18.0","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-02-19","2005","02","19","","7.5","","-5.7","","0.9","","17.1","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-02-20","2005","02","20","","8.1","","-3.9","","2.1","","15.9","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-02-21","2005","02","21","","8.1","","-8.4","","-0.2","","18.2","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-02-22","2005","02","22","","9.7","","-8.0","","0.9","","17.1","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-02-23","2005","02","23","","10.9","","-7.3","","1.8","","16.2","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-02-24","2005","02","24","","13.0","","-7.6","","2.7","","15.3","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-02-25","2005","02","25","","14.7","","-7.4","","3.7","","14.3","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-02-26","2005","02","26","","13.3","","-5.6","","3.9","","14.1","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-02-27","2005","02","27","","15.0","","-6.0","","4.5","","13.5","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-02-28","2005","02","28","","10.3","","-4.6","","2.9","","15.1","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-03-01","2005","03","01","","13.9","","5.1","","9.5","","8.5","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-03-02","2005","03","02","","15.6","","0.2","","7.9","","10.1","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-03-03","2005","03","03","","16.1","","-3.4","","6.4","","11.6","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-03-04","2005","03","04","","16.9","","-2.6","","7.2","","10.8","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-03-05","2005","03","05","","16.2","","-2.7","","6.8","","11.2","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-03-06","2005","03","06","","17.3","","-1.4","","8.0","","10.0","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-03-07","2005","03","07","","21.0","","2.0","","11.5","","6.5","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-03-08","2005","03","08","","13.1","","-0.5","","6.3","","11.7","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-03-09","2005","03","09","","17.8","","2.1","","10.0","","8.0","","0.0","","","","","","1.6","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-03-10","2005","03","10","","20.3","","-2.3","","9.0","","9.0","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-03-11","2005","03","11","","17.2","","0.8","","9.0","","9.0","","0.0","","","","","","0.4","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-03-12","2005","03","12","","16.0","","2.7","","9.4","","8.6","","0.0","","","","","","0.2","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-03-13","2005","03","13","","16.4","","-0.2","","8.1","","9.9","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-03-14","2005","03","14","","15.6","","-4.9","","5.4","","12.6","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-03-15","2005","03","15","","19.2","","-3.4","","7.9","","10.1","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-03-16","2005","03","16","","14.5","","1.5","","8.0","","10.0","","0.0","","","","","","2.6","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-03-17","2005","03","17","","11.6","","0.5","","6.1","","11.9","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-03-18","2005","03","18","","13.3","","1.9","","7.6","","10.4","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-03-19","2005","03","19","","8.9","","2.5","","5.7","","12.3","","0.0","","","","","","0.4","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-03-20","2005","03","20","","12.1","","3.3","","7.7","","10.3","","0.0","","","","","","4.4","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-03-21","2005","03","21","","13.7","","0.4","","7.1","","10.9","","0.0","","","","","","4.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-03-22","2005","03","22","","11.3","","-2.6","","4.4","","13.6","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-03-23","2005","03","23","","9.2","","3.9","","6.6","","11.4","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-03-24","2005","03","24","","11.7","","3.9","","7.8","","10.2","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-03-25","2005","03","25","","14.2","","2.5","","8.4","","9.6","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-03-26","2005","03","26","","8.8","","3.2","","6.0","","12.0","","0.0","","","","","","4.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-03-27","2005","03","27","","7.1","","4.9","","6.0","","12.0","","0.0","","","","","","4.2","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-03-28","2005","03","28","","13.0","","2.1","","7.6","","10.4","","0.0","","","","","","0.2","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-03-29","2005","03","29","","12.2","","1.2","","6.7","","11.3","","0.0","","","","","","1.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-03-30","2005","03","30","","13.4","","-0.8","","6.3","","11.7","","0.0","","","","","","0.0","","","","","","",""
"-119.44","49.03","OSOYOOS CS","1125852","2005-03-31","2005","03","31","","12.8","","0.2","","6.5","","11.5","","0.0","","","","","","0.0","","","","","","",""
