PIT TAG,DATE,Time,RESEARCHER,RECAP,SPECIES,WEATHER,CLOUD COV,AIR TEMP,GROUND TEMP,DET,BEHAVIOUR,MACRO HAB,MICRO HAB,LOCATION,Easting,Northing,DEN,PILLOW,SVL,S+B,BAG,MASS,SEX,AGE CLASS,REPRO,DIST BUI,DIST RD,DIR BUI,DIR RD,RELOC,REL TIME,REL DAY,REL LOC,DAY CAP,RATTLE,COMMENTS,"ELEVATION, M"
989001006112881,04-09-2019,14:15,"DME, AS",YES,RATTLE,SUNNY/CLOUDY,7,UNKNOWN,24,SIGHT,BASKING ,TALUS,WITHIN ROCKS ,10M DOWNSLOPE RC DEN ,322468,5435541,RC DEN,60,66.2,330,105,225,M,ADULT,NON GRAVID,>100,>100,SW,SW,NO,14:50,04-09-2019,SAME AS CAPTURE,0,NA,3 SHEDS SINCE 2017,
900254000867104,04-09-2019,14:15,"DME, AS",YES,RATTLE,SUNNY/CLOUDY,7,UNKNOWN,24,SIGHT,BASKING,TALUS,WITHIN ROCKS ,10M DOWNSLOPE RC DEN ,322468,5435541,RC DEN,60,51.4,195,105,90,M,SUB ADULT,NA,>100,>100,SW,SW,NO,15:06,04-09-2019,SAME AS CAPTURE,0,3+B,,
989001005040905,04-09-2019,14:15,"DME, AS",YES,RATTLE,SUNNY/CLOUDY,7,UNKNOWN,24,SIGHT,BASKING,TALUS,WITHIN ROCKS ,10M DOWNSLOPE RC DEN ,322468,5435541,RC DEN,60,64.6,315,105,210,M,ADULT,NA,>100,>100,SW,SW,NO,15:13,04-09-2019,SAME AS CAPTURE,0,NA,3 SHEDS SINCE 2017,
4C132C3146,04-09-2019,14:15,"DME, AS",YES,RATTLE,SUNNY/CLOUDY,7,UNKNOWN,24,SIGHT,BASKING,TALUS,WITHIN ROCKS ,RC DEN,322479,5435557,RC DEN,60,71,410,105,305,M,ADULT,NA,>100,>100,SW,SW,NO,14:55,04-09-2019,SAME AS CAPTURE,0,NA,,
989001006650743,04-09-2019,14:15,"DME, AS",YES,RATTLE,SUNNY/CLOUDY,7,UNKNOWN,24,SIGHT,BASKING,TALUS,WITHIN ROCKS ,RC DEN,322479,5435557,RC DEN,60,60.2,260,105,155,M,ADULT,NA,>100,>100,SW,SW,NO,15:00,04-09-2019,SAME AS CAPTURE,0,NA,,
0A13677576,04-09-2019,14:15,"DME, AS",YES,RATTLE,SUNNY/CLOUDY,7,UNKNOWN,24,SIGHT,BASKING,TALUS,WITHIN ROCKS ,10M DOWNSLOPE RC DEN ,322468,5435541,RC DEN,28,57.5,248,110,138,F,ADULT,POST PARTUM,>100,>100,SW,SW,NO,15:15,04-12-2019,SAME AS CAPTURE,3,NA,"CALYPSO-CAPTURED FOR REMOVAL, GOOD CONDITION",
989001004384254,04-09-2019,14:15,"DME, AS",YES,RATTLE,SUNNY/CLOUDY,7,UNKNOWN,24,SIGHT,BASKING,TALUS,WITHIN ROCKS ,RC DEN,322479,5435557,RC DEN,60,70.3,345,105,240,M,ADULT,NA,>100,>100,SW,SW,NO,15:25,04-09-2019,SAME AS CAPTURE,0,NA,4 SHEDS SINCE 2017,
989001004384326,04-09-2019,14:15,"DME, AS",YES,RATTLE,SUNNY/CLOUDY,7,UNKNOWN,24,SIGHT,BASKING,TALUS,WITHIN ROCKS ,RC DEN,322479,5435557,RC DEN,63,56.3,254,99,155,M,ADULT,NON GRAVID,>100,>100,SW,SW,NO,16:01,04-09-2019,SAME AS CAPTURE,0,,,
0A180DF64,04-09-2019,14:15,"DME, AS",YES,RATTLE,SUNNY/CLOUDY,7,UNKNOWN,24,SIGHT,BASKING,TALUS,WITHIN ROCKS ,RC DEN,322479,5435557,RC DEN,63,64.5,246,99,146,,ADULT,NA,>100,>100,SW,SW,NO,16:08,04-09-2019,SAME AS CAPTURE,0,,,
989001006112821,04-09-2019,16:30,"DME, AS",YES,RATTLE,SUNNY,3,UNKNOWN,17.6,SIGHT,BASKING,TALUS,WITHIN ROCKS ,RC DEN,322479,5435557,RC DEN,63,86,530,99,431,M,ADULT,NA,>100,>100,SW,SW,NO,17:00,04-09-2019,SAME AS CAPTURE,0,,,
989001005710924,04-09-2019,16:30,"DME, AS",YES,RATTLE,SUNNY,3,UNKNOWN,17.6,SIGHT,COILED,TALUS,WITHIN ROCKS ,RC DEN,322479,5435557,RC DEN,63,70.5,338,99,239,M,ADULT,NA,>100,>100,SW,SW,NO,17:03,04-09-2019,SAME AS CAPTURE,0,,,
0A180D5F77,04-09-2019,16:30,"DME, AS",YES,RATTLE,SUNNY,3,UNKNOWN,17.6,SIGHT,BASKING,TALUS,WITHIN ROCKS ,RC DEN,322479,5435557,RC DEN,63,66.5,320,99,221,M,ADULT,NA,>100,>100,SW,SW,NO,16:50,04-09-2019,SAME AS CAPTURE,0,,1 SHED SINCE 2018,
989001006112815,04-09-2019,16:30,"DME, AS",YES,RATTLE,SUNNY,3,UNKNOWN,17.6,SIGHT,BASKING,TALUS,WITHIN ROCKS ,RC DEN,322479,5435557,RC DEN,63,54.2,211,99,112,M,SUB ADULT,NA,>100,>100,SW,SW,NO,17:30,04-09-2019,SAME AS CAPTURE,0,3+B,,
0A180D6000,04-09-2019,16:30,"DME, AS",YES,RATTLE,SUNNY,3,UNKNOWN,17.6,SIGHT,BASKING,TALUS,WITHIN ROCKS ,RC DEN,322479,5435557,RC DEN,63,63.2,245,99,146,F,ADULT,POST PARTUM,>100,>100,SW,SW,NO,17:24,04-09-2019,SAME AS CAPTURE,0,,,
900254000883785,04-09-2019,13:20,"DME, AS",NO,RATTLE,CLOUDY,7,UNKNOWN,21,SIGHT,BASKING,OPEN FOREST,WITHIN ROCKS ,SHED SITE BELOW RANCHER CREEK,322287,5435284,NA,28,57.5,220,110,110,F,ADULT,NON GRAVID,>100,>100,W,W,NO,13:53,04-09-2019,SAME AS CAPTURE,0,7+B,SKINNY,
989001005710916,04-09-2019,14:15,"DME, AS",YES,RATTLE,SUNNY/CLOUDY,7,UNKNOWN,24,SIGHT,BASKING,TALUS,WITHIN ROCKS ,RC DEN,322479,5435557,RC DEN,60,59.9,296,105,191,F,ADULT,GRAVID,>100,>100,SW,SW,NO,,,SAME AS CAPTURE,,,4 OVA DETECTED- TRANSMITTER SNAKE -FRIDA,
989001006112832,04-09-2019,14:15,"DME, AS",YES,RATTLE,SUNNY/CLOUDY,7,UNKNOWN,24,SIGHT,BASKING,TALUS,WITHIN ROCKS ,RC DEN,322479,5435557,RC DEN,63,51.3,200,99,101,F,SUB ADULT,NA,>100,>100,SW,SW,NO,16:14,04-09-2019,SAME AS CAPTURE,0,,,
989001006112839,04-09-2019,14:15,"DME, AS",YES,RATTLE,SUNNY/CLOUDY,7,UNKNOWN,24,SIGHT,BASKING,TALUS,WITHIN ROCKS ,10M DOWNSLOPE RC DEN ,322468,5435541,RC DEN,60,62.85,310,105,205,F,ADULT,GRAVID,>100,>100,SW,SW,NO,14:40,04-12-2019,SAME AS CAPTURE,3,NA,"2017 TELEMETRY SNAKE, 4 OVA DETECTED, GOOD CONDITION, TONKS",
989001006112864,04-09-2019,14:15,"DME, AS",YES,RATTLE,SUNNY/CLOUDY,7,UNKNOWN,24,SIGHT,BASKING,TALUS,WITHIN ROCKS ,RC DEN,322479,5435557,RC DEN,60,59.45,320,105,215,F,ADULT,GRAVID,>100,>100,SW,SW,NO,15:18,04-09-2019,SAME AS CAPTURE,0,NA,"2017 TELEMETRY  SNAKE, 3 OVA DETECTED, LUNA",
989001006650725,04-09-2019,16:30,"DME, AS",YES,RATTLE,SUNNY,3,UNKNOWN,17.6,SIGHT,BASKING,TALUS,WITHIN ROCKS ,RC DEN,322479,5435557,RC DEN,63,55.9,240,99,141,F,ADULT,GRAVID,>100,>100,SW,SW,NO,17:40,04-09-2019,SAME AS CAPTURE,0,,4 OVA DETECTED- FIRST YEAR GRAVID? SUB ADULT AND NON GRAV IN 2017,
989001006782071,04-09-2019,16:30,"DME, AS",NO,RATTLE,SUNNY,3,UNKNOWN,17.6,SIGHT,BASKING,TALUS,WITHIN ROCKS ,RC DEN,322479,5435557,RC DEN,63,29,115,99,16,F,NEONATE,NA,>100,>100,SW,SW,NO,17:50,04-09-2019,SAME AS CAPTURE,0,,,
989001006782079,04-09-2019,14:15,"DME, AS",NO,RATTLE,SUNNY/CLOUDY,7,UNKNOWN,24,SIGHT,BASKING,TALUS,WITHIN ROCKS ,RC DEN,322479,5435557,RC DEN,22,61,326,105,221,F,ADULT,GRAVID,>100,>100,SW,SW,NO,,,SAME AS CAPTURE,,4+B,5 OVA DETECTED-TRANSMITTER SNAKE- AUDREY,
989001006782080,04-09-2019,14:15,"DME, AS",YES,RATTLE,SUNNY/CLOUDY,7,UNKNOWN,24,SIGHT,BASKING,TALUS,WITHIN ROCKS ,RC DEN,322479,5435557,RC DEN,63,53.8,258,99,159,F,ADULT,GRAVID,>100,>100,SW,SW,NO,15:56,04-09-2019,SAME AS CAPTURE,0,,4 OVA DETECTED,
989001006782092,04-09-2019,14:15,"DME, AS",YES,RATTLE,SUNNY/CLOUDY,7,UNKNOWN,24,SIGHT,BASKING,TALUS,WITHIN ROCKS ,RC DEN,322479,5435557,RC DEN,60,58.6,326,122,204,F,ADULT,GRAVID,>100,>100,SW,SW,NO,,,SAME AS CAPTURE,,5+B,4 OVA DETECTED- TRANSMITTER SNAKE - JANE,
989002009506552,04-09-2019,16:30,"DME, AS",NO,RATTLE,SUNNY,3,UNKNOWN,17.6,SIGHT,BASKING,TALUS,WITHIN ROCKS ,RC DEN,322479,5435557,RC DEN,63,57.2,275,99,176,F,ADULT,GRAVID,>100,>100,SW,SW,NO,17:35,04-09-2019,SAME AS CAPTURE,0,,4 OVA DETECTED,
989002009596087,04-09-2019,16:30,"DME, AS",NO,RATTLE,SUNNY,3,UNKNOWN,17.6,SIGHT,BASKING,TALUS,WITHIN ROCKS ,RC DEN,322479,5435557,RC DEN,63,39.95,140,99,41,F,JUVENILE,NA,>100,>100,SW,SW,NO,17:40,04-09-2019,SAME AS CAPTURE,0,1+B,,
989002009615816,04-10-2019,14:50,"DME, AS",NO,RATTLE,CLOUDY,9,14.3,16.2,SIGHT,BASKING,TALUS,WITHIN ROCKS ,DEN 6,322936,5435286,DEN 6,1F,55,200,108,92,M,ADULT,NA,>100,>100,SW,SW,NO,15:30,04-10-2019,SAME AS CAPTURE,0,,,
989001006112900,04-10-2019,14:50,"DME, AS",YES,RATTLE,CLOUDY,9,14.3,16.2,SIGHT,BASKING,TALUS,WITHIN ROCKS ,DEN 6,322936,5435286,DEN 6,1F,64.5,240,108,132,M,ADULT,NA,>100,>100,SW,SW,NO,15:12,04-10-2019,SAME AS CAPTURE,0,,SKINNY,
989001004384272,04-10-2019,14:50,"DME, AS",YES,RATTLE,CLOUDY,9,14.3,16.2,SIGHT,BASKING,TALUS,WITHIN ROCKS ,DEN 6,322936,5435286,DEN 6,1G,64.9,255,92,163,M,ADULT,NA,>100,>100,SW,SW,NO,15:30,04-10-2019,SAME AS CAPTURE,0,,TELEMETRY 2016,
989001005040898,04-10-2019,14:50,"DME, AS",YES,RATTLE,CLOUDY,9,14.3,16.2,SIGHT,BASKING,TALUS,WITHIN ROCKS ,DEN 6,322936,5435286,DEN 6,1F,67.5,320,108,212,M,ADULT,NA,>100,>100,SW,SW,NO,15:44,04-10-2019,SAME AS CAPTURE,0,,,
47022A3D28,04-10-2019,14:50,"DME, AS",YES,RATTLE,CLOUDY,9,14.3,16.2,SIGHT,BASKING,TALUS,WTHIN ROCKS,DEN 6,322936,5435286,DEN 6,1G,62.5,234,92,142,F,ADULT,POST PARTUM,>100,>100,SW,SW,NO,15:12,04-10-2019,SAME AS CAPTURE,0,,,
989001006782031,04-10-2019,15:49,"DME, AS",NO,RATTLE,CLOUDY,9,14.3,16.2,SIGHT,BASKING,TALUS,WITHIN ROCKS ,DEN 6,322936,5435286,DEN 6,1F,37.65,142,108,34,F,JUVENILE,NA,>100,>100,SW,SW,NO,15:57,04-10-2019,SAME AS CAPTURE,0,2+B,,
989002008979329,04-10-2019,14:50,"DME, AS",NO,RATTLE,CLOUDY,9,14.3,16.2,SIGHT,BASKING,TALUS,WITHIN ROCKS ,DEN 6,322936,5435286,DEN 6,1G,35.2,112,92,20,F,ADULT,NA,>100,>100,SW,SW,NO,15:44,04-10-2019,SAME AS CAPTURE,0,,,
0A180D600D,04-11-2019,15:15,"DME, AS",YES,RATTLE,CLOUDY,8,16.7,18,SIGHT,COILED,TALUS,IN ROCKS,DEN 5,321954,5435908,DEN 5,1D,59,330,142,188,F,ADULT,GRAVID,>100,>100,SW,SW,NO,UNKNOWN,04-13-2019,SAME AS CAPTURE,2,,3-4 OVA- VICTORIA,
989001006782032,04-11-2019,15:15,"DME, AS",NO,RATTLE,CLOUDY,8,16.7,18,SIGHT,BASKING,TALUS,ON ROCK,DEN 5,321954,5435908,DEN 5,1D,66.75,355,142,213,M,ADULT,NA,>100,>100,SW,SW,NO,16:23,04-11-2019,SAME AS CAPTURE,0,,,
456A3A6A67,04-11-2019,15:15,"DME, AS",YES,RATTLE,CLOUDY,8,16.7,18,SIGHT,BASKING,TALUS,ON ROCK,DEN 5,321954,5435908,DEN 5,BLUE TOP,81.9,385,120,265,M,ADULT,NA,>100,>100,SW,SW,NO,15:29,04-11-2019,SAME AS CAPTURE,0,,,
0A1367754A,04-11-2019,15:15,"DME, AS",YES,RATTLE,CLOUDY,8,16.7,18,SIGHT,BASKING,TALUS,ON ROCK,DEN 5,321954,5435908,DEN 5,BLUE TOP,68,383,120,263,M,ADULT,NA,>100,>100,SW,SW,NO,15:36,04-11-2019,SAME AS CAPTURE,0,,,
0A180D5F3B,04-11-2019,15:15,"DME, AS",YES,RATTLE,CLOUDY,8,16.7,18,SIGHT,BASKING,TALUS,ON ROCK,DEN 5,321954,5435908,DEN 5,1D,73.8,385,142,243,M,ADULT,NA,>100,>100,SW,SW,NO,16:32,04-11-2019,SAME AS CAPTURE,0,,,
900254000487286,04-11-2019,15:15,"DME, AS",NO,RATTLE,CLOUDY,8,16.7,18,SIGHT,COILED,TALUS,IN ROCKS,DEN 5,321954,5435908,DEN 5,BLUE TOP,64.5,290,120,170,M,ADULT,NA,>100,>100,SW,SW,NO,17:05,04-11-2019,SAME AS CAPTURE,0,,,
989002009541584,04-11-2019,15:15,"DME, AS",NO,RATTLE,CLOUDY,8,16.7,18,SIGHT,COILED,TALUS,IN ROCKS,DEN 5,321954,5435908,DEN 5,1B,62.15,26,110,159,M,ADULT,NA,>100,>100,SW,SW,NO,17:44,04-11-2019,SAME AS CAPTURE,0,,,
900254000966784,04-11-2019,15:15,"DME, AS",YES,RATTLE,CLOUDY,8,16.7,18,SIGHT,COILED,TALUS,IN ROCKS,DEN 5,321954,5435908,DEN 5,BLUE TOP,64.5,270,120,150,F,ADULT,NON GRAVID,>100,>100,SW,SW,NO,17:17,04-11-2019,SAME AS CAPTURE,0,,,
900254000970175,04-11-2019,15:15,"DME, AS",NO,RATTLE,CLOUDY,8,16.7,18,SIGHT,COILED,TALUS,IN ROCKS,DEN 5,321954,5435908,DEN 5,1D,56.2,310,142,168,F,ADULT,GRAVID,>100,>100,SW,SW,NO,16:44,04-11-2019,SAME AS CAPTURE,0,,4 OVA DETECTED,
900254001020365,04-11-2019,15:15,"DME, AS",NO,RATTLE,CLOUDY,8,16.7,18,SIGHT,COILED,TALUS,IN ROCKS,DEN 5,321954,5435908,DEN 5,1D,52.1,290,142,148,F,ADULT,GRAVID,>100,>100,SW,SW,NO,16:52,04-11-2019,SAME AS CAPTURE,0,,2 OVA DETECTED ,
900254001058310,04-11-2019,15:15,"DME, AS",YES,RATTLE,CLOUDY,8,16.7,18,SIGHT,COILED,TALUS,IN ROCKS,DEN 5,321954,5435908,DEN 5,1D,53.6,270,142,132,F,SUB ADULT,NON GRAVID,>100,>100,SW,SW,NO,17:05,04-11-2019,SAME AS CAPTURE,0,,,
900254001076090,04-11-2019,15:15,"DME, AS",NO,RATTLE,CLOUDY,8,16.7,18,SIGHT,BASKING,TALUS,ON ROCK,DEN 5,321954,5435908,DEN 5,BLUE TOP,28.2,136,120,16,F,NEONATE,NA,>100,>100,SW,SW,NO,15:46,04-11-2019,SAME AS CAPTURE,0,,,
900254001822612,04-11-2019,15:15,"DME, AS",YES,RATTLE,CLOUDY,8,16.7,18,SIGHT,COILED,TALUS,IN ROCKS,DEN 5,321954,5435908,DEN 5,BLUE TOP,50.1,205,120,85,F,ADULT,POST PARTUM,>100,>100,SW,SW,NO,17:44,04-11-2019,SAME AS CAPTURE,0,,SMALL SNAKE BUT WAS GRAVID IN 2018,
900254001882059,04-11-2019,15:15,"DME, AS",NO,RATTLE,CLOUDY,8,16.7,18,SIGHT,COILED,TALUS,IN ROCKS,DEN 5,321954,5435908,DEN 5,1B,54.4,205,110,95,F,SUB ADULT,NON GRAVID,>100,>100,SW,SW,NO,17:30,04-11-2019,SAME AS CAPTURE,0,,SKINNY,
989001006650666,04-11-2019,15:15,"DME, AS",NO,RATTLE,CLOUDY,8,16.7,18,SIGHT,BASKING,TALUS,ON ROCK,DEN 5,321954,5435908,DEN 5,24,61,310,120,190,F,ADULT,GRAVID,>100,>100,SW,SW,NO,,,SAME AS CAPTURE,,,4 OVA DETECTED- TELEMTRY SNAKE-MARYLIN,
989001006782095,04-11-2019,15:15,"DME, AS",YES,RATTLE,CLOUDY,8,16.7,18,SIGHT,COILED,TALUS,IN ROCKS,DEN 5,321954,5435908,DEN 5,BLUE TOP,58.2,236,120,116,F,ADULT,POST PARTUM,>100,>100,SW,SW,NO,17:31,04-11-2019,SAME AS CAPTURE,0,,,
989002009032050,04-11-2019,15:15,"DME, AS",NO,RATTLE,CLOUDY,8,16.7,18,SIGHT,COILED,TALUS,IN ROCKS,DEN 5,321954,5435908,DEN 5,50,61.45,325,123,202,F,ADULT,GRAVID,>100,>100,SW,SW,NO,,,SAME AS CAPTURE,,,5 OVA DETECTED- TELEMETRY SNAKE-SALLY,
989002009628499,04-11-2019,15:15,"DME, AS",NO,RATTLE,CLOUDY,8,16.7,18,SIGHT,BASKING,TALUS,ON ROCK,DEN 5,321954,5435908,DEN 5,BLUE TOP,53.9,265,120,145,F,ADULT,GRAVID,>100,>100,SW,SW,NO,15:46,04-11-2019,SAME AS CAPTURE,0,4+B,3 OVA DETECTED,
900254000292399,04-12-2019,15:20,"DME, AS",NO,RATTLE,SUNNY/CLOUDY,4,19.5,19.5,SIGHT,BASKING,TALUS,WITHIN ROCKS ,RC DEN,322479,5435557,RC DEN,53,63.7,282,120,162,M,ADULT,NA,>100,>100,SW,SW,NO,15:54,04-12-2019,SAME AS CAPTURE,0,,,
900254001428388,04-12-2019,16:50,"DME, AS",NO,RATTLE,SUNNY/CLOUDY,7,18.4,21.3,SIGHT,COILED/BASKING,TALUS,IN ROCKS,RC DEN,322479,5435557,RC DEN,53,57.3,270,120,150,M,ADULT,NA,>100,>100,SW,SW,NO,17:20,04-12-2019,SAME AS CAPTURE,0,5+B,,
900254000428793,04-12-2019,15:20,"DME, AS",NO,RATTLE,SUNNY/CLOUDY,4,19.5,19.5,SIGHT,BASKING,TALUS,WITHIN ROCKS ,RC DEN,322479,5435557,RC DEN,60,54.2,275,105,170,F,ADULT,GRAVID,>100,>100,SW,SW,NO,15:35,04-12-2019,SAME AS CAPTURE,0,,4 OVA DETECTED,
989001006782105,04-12-2019,16:50,"DME, AS",YES,RATTLE,SUNNY/CLOUDY,7,18.4,21.3,SIGHT,COILED/BASKING,TALUS,IN ROCKS,RC DEN,322479,5435557,RC DEN,22,55.5,225,112,113,M,ADULT,NA,>100,>100,SW,SW,NO,17:50,04-12-2019,SAME AS CAPTURE,0,,,
989002009563865,04-12-2019,16:50,"DME, AS",YES,RATTLE,SUNNY/CLOUDY,7,18.4,21.3,SIGHT,COILED/BASKING,TALUS,IN ROCKS,RC DEN,322479,5435557,RC DEN,53,58.5,295,120,275,M,ADULT,NA,>100,>100,SW,SW,NO,17:50,04-12-2019,SAME AS CAPTURE,0,,,
900254000977965,04-12-2019,16:50,"DME, AS",NO,RATTLE,SUNNY/CLOUDY,7,18.4,21.3,SIGHT,COILED/BASKING,TALUS,IN ROCKS,RC DEN,322479,5435557,RC DEN,1E,54.6,228,105,123,F,ADULT,NON GRAVID,>100,>100,SW,SW,NO,17:20,04-12-2019,SAME AS CAPTURE,0,4+B,,
989001006112814,04-12-2019,16:50,"DME, AS",YES,RATTLE,SUNNY/CLOUDY,7,18.4,21.3,SIGHT,COILED/BASKING,TALUS,IN ROCKS,RC DEN,322479,5435557,RC DEN,22,56.3,260,112,148,M,ADULT,NA,>100,>100,SW,SW,NO,17:23,04-12-2019,SAME AS CAPTURE,0,,,
900254000978820,04-12-2019,15:20,"DME, AS",NO,RATTLE,SUNNY/CLOUDY,4,19.5,19.5,SIGHT,BASKING,TALUS,WITHIN ROCKS ,RC DEN,322479,5435557,RC DEN,1E,52.8,210,105,105,F,SUB ADULT,NON GRAVID,>100,>100,SW,SW,NO,16:20,04-12-2019,SAME AS CAPTURE,0,,MISSING A RATTLE,
900254001114093,04-12-2019,15:20,"DME, AS",NO,RATTLE,SUNNY/CLOUDY,4,19.5,19.5,SIGHT,BASKING,TALUS,WITHIN ROCKS ,RC DEN,322479,5435557,RC DEN,1F,42.95,160,106,54,F,SUB ADULT,NON GRAVID,>100,>100,SW,SW,NO,16:02,04-12-2019,SAME AS CAPTURE,0,3+B,,
900254001590400,04-12-2019,14:41,"DME, AS",NO,RATTLE,SUNNY/CLOUDY,4,17.8,12.9,SOUND,COILED,OPEN FOREST,WITHIN ROCKS UNDER PINE NEEDLES,50M E OF TRAIL SHED SITE,322345,5435366,NA,1F,61.7,310,106,204,F,ADULT,GRAVID,>100,>100,SW,SW,NO,14:55,04-12-2019,SAME AS CAPTURE,0,,"4 OVA DETECTED, MAY HAVE OVERWINTERED HERE?",
989001004384241,04-12-2019,15:20,"DME, AS",YES,RATTLE,SUNNY/CLOUDY,4,19.5,19.5,SIGHT,BASKING,TALUS,WITHIN ROCKS ,RC DEN,322479,5435557,RC DEN,53,63.1,270,120,150,F,ADULT,POST PARTUM,>100,>100,SW,SW,NO,15:43,04-12-2019,SAME AS CAPTURE,0,,,
989001004384296,04-12-2019,16:50,"DME, AS",YES,RATTLE,SUNNY/CLOUDY,7,18.4,21.3,SIGHT,COILED/BASKING,TALUS,IN ROCKS,RC DEN,322479,5435557,RC DEN,60,68.1,310,105,205,F,ADULT,NON GRAVID,>100,>100,SW,SW,NO,17:47,04-12-2019,SAME AS CAPTURE,0,,GRAVID IN 2018,
989001005710909,04-12-2019,16:50,"DME, AS",YES,RATTLE,SUNNY/CLOUDY,7,18.4,21.3,SIGHT,COILED/BASKING,TALUS,IN ROCKS,RC DEN,322479,5435557,RC DEN,1E,52.5,208,105,103,F,SUB ADULT,NON GRAVID,>100,>100,SW,SW,NO,17:47,04-12-2019,SAME AS CAPTURE,0,,,
989001005710909,04-12-2019,16:50,"DME, AS",YES,RATTLE,SUNNY/CLOUDY,7,18.4,21.3,SIGHT,COILED/BASKING,TALUS,IN ROCKS,RC DEN,322479,5435557,RC DEN,1F,44,170,106,64,F,SUB ADULT,NON GRAVID,>100,>100,SW,SW,NO,17:47,04-12-2019,SAME AS CAPTURE,0,,,
989001006112830,04-12-2019,15:20,"DME, AS",YES,RATTLE,SUNNY/CLOUDY,4,19.5,19.5,SIGHT,BASKING,TALUS,WITHIN ROCKS ,RC DEN,322479,5435557,RC DEN,53,61,280,120,160,F,ADULT,POST PARTUM,>100,>100,SW,SW,NO,15:46,04-12-2019,SAME AS CAPTURE,0,,,
989001006112880,04-12-2019,16:50,"DME, AS",YES,RATTLE,SUNNY/CLOUDY,7,18.4,21.3,SIGHT,COILED/BASKING,TALUS,IN ROCKS,RC DEN,322479,5435557,RC DEN,1F,59.7,250,104,146,F,ADULT,POST PARTUM,>100,>100,SW,SW,NO,17:20,04-12-2019,SAME AS CAPTURE,0,,,
989001006650668,04-12-2019,16:50,"DME, AS",YES,RATTLE,SUNNY/CLOUDY,7,18.4,21.3,SIGHT,COILED/BASKING,TALUS,IN ROCKS,RC DEN,322479,5435557,RC DEN,60,53.3,265,105,160,F,ADULT,GRAVID,>100,>100,SW,SW,NO,17:23,04-12-2019,SAME AS CAPTURE,0,,4 OVA DETECTED,
989001006650690,04-12-2019,15:20,"DME, AS",YES,RATTLE,SUNNY/CLOUDY,4,19.5,19.5,SIGHT,BASKING,TALUS,WITHIN ROCKS ,RC DEN,322479,5435557,RC DEN,1F,52.8,210,106,104,F,SUB ADULT,NON GRAVID,>100,>100,SW,SW,NO,16:09,04-12-2019,SAME AS CAPTURE,0,4+B,LOOKS THIN,
989001006782052,04-12-2019,15:20,"DME, AS",YES,RATTLE,SUNNY/CLOUDY,4,19.5,19.5,SIGHT,BASKING,TALUS,WITHIN ROCKS ,RC DEN,322479,5435557,RC DEN,1F,58.3,285,106,179,F,ADULT,GRAVID,>100,>100,SW,SW,NO,16:16,04-12-2019,SAME AS CAPTURE,0,,4 OVA DETECTED,
989002009550407,04-13-2019,14:35,"DME, AS",NO,RATTLE,CLOUDY,9,14.1,15.8,SIGHT,HIDING,TALUS,UNDER ROCKS,15M DOWNSLOPE DEN 5,321946,5435898,NA,24,66.6,350,122,228,M,ADULT,NA,>100,>100,SW,SW,NO,14:45,04-13-2019,SAME AS CAPTURE,0,,,
989001005040847,04-13-2019,15:45,"DME, AS",YES,RATTLE,CLOUDY,9,14.5,14.5,SIGHT,MOVING,SHRUB STEPPE,WITHIN SAGE AND GRASS,50M DOWNSLOPE DEN 8,322023,5435696,NA,24,60.6,335,122,213,F,ADULT,NON GRAVID,>100,>100,S,S,NO,15:50,04-13-2019,SAME AS CAPTURE,0,11 BROKEN-3 SHEDS SINCE 2016,FOOD IN STOMACH,
989001006782017,04-13-2019,15:45,"DME, AS",YES,RATTLE,CLOUDY,9,14.5,14.5,SIGHT,COILED,SHRUB STEPPE,ON GROUND UNDER SAGE,50M DOWNSLOPE DEN 8,322023,5435696,NA,24,56.6,290,122,168,F,ADULT,GRAVID,>100,>100,S,S,NO,15:57,04-13-2019,SAME AS CAPTURE,0,,"4 OVA DETECTED, GRAVID IN FALL 2018",
4A60292D31,04-14-2019,12:05,"DME, AS",YES,RATTLE,SUNNY,4,19.4,14.6,SIGHT,COILED/BASKING,TALUS,WITHIN ROCKS,DEN 6 SATELLITE,322952,5435278,DEN 6 SATELLITE,GOLD,65.1,236,60,176,F,ADULT,POST PARTUM,>100,>100,SW,SW,NO,12:50,04-14-2019,SAME AS CAPTURE,0,11 BROKEN,,
900254000940325,04-14-2019,11:45,"DME, AS",NO,RATTLE,SUNNY,4,19.4,14.6,SIGHT,COILED/BASKING,TALUS,WITHIN ROCKS,DEN 6 SATELLITE,322952,5435278,DEN 6 SATELLITE,GOLD,61.5,305,60,245,F,ADULT,GRAVID,>100,>100,SW,SW,NO,14:00,04-17-2019,SAME AS CAPTURE,3,,CLEOPATRA-6 OVA,
989001004384287,04-14-2019,11:45,"DME, AS",YES,RATTLE,SUNNY,4,19.4,14.6,SIGHT,COILED/BASKING,TALUS,WITHIN ROCKS,DEN 6 SATELLITE,322952,5435278,DEN 6 SATELLITE,GOLD,80,425,60,365,M,ADULT,NA,>100,>100,SW,SW,NO,12:05,04-14-2019,SAME AS CAPTURE,0,4 SHEDS SINCE 2016,,
989001005710935,04-14-2019,11:45,"DME, AS",YES,RATTLE,SUNNY,4,19.4,14.6,SIGHT,COILED/BASKING,TALUS,WITHIN ROCKS,DEN 6 SATELLITE,322952,5435278,DEN 6 SATELLITE,GOLD,57.7,200,60,140,M,ADULT,NON GRAVID,>100,>100,SW,SW,NO,12:11,04-14-2019,SAME AS CAPTURE,0,4+B,,
