PIT TAG,DATE,Time,RESEARCHER,RECAP,SPECIES,WEATHER,CLOUD COV,AIR TEMP,GROUND TEMP,DET,BEHAVIOUR,MACRO HAB,MICRO HAB,LOCATION,Easting,Northing,DEN,PILLOW,SVL,S+B,BAG,MASS,SEX,AGE CLASS,REPRO,DIST BUI,DIST RD,DIR BUI,DIR RD,RELOC,REL TIME,REL DAY,REL LOC,DAY CAP,RATTLE,COMMENTS,"ELEVATION, M"
982126057821542,08-26-2019,13:12,"DME, SME ",NO,RATTLE,SUNNY,5%,28.3,34.3,SIGHT,MOVING,SHRUB STEPPE,UNDER ROCK,>300M UPSLOPE AND SE GOLFCOURSE POND,323527,5434735,NA,1B ,53.2,230,105,125,M,ADULT,NA,>300,>300,W,W,NO,13:25,08-25-2019,SAME AS CAPTURE,0,2 BROKEN,FOOD IN BELLY,
982126057821612,08-29-2019,12:10,DME,NO,RATTLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VILLAGE,BRIDGE,S VILLAGE BRIDGE,322000,5435339,NA,28,70.35,358,116,242,M,ADULT,NA,>100,>100,SW,SW,NO,12:20,08-30-2019,SAME AS CAPTURE,1,7+B ,FOOD IN BELLY,
989001006650689,08-29-2019,11:30,DME,YES,GOPHER,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,VILLAGE,SWEAT LODGE,VILLAGE INTERPRETIVE TRAIL,321972,5435362,NA,1I,86.9,409,165,244,F,ADULT,NA,>100,>100,SW,SW,NO,11:40,08-30-2019,SAME AS CAPTURE,1,,FOUND IN EXACT SAME SPOT IN 2017,
982126057821700,08-31-2019,9:33,"DME, SME",NO,RATTLE,SUNNY,40%,30.7,32.4,SIGHT,MOVING ,GRASSLAND,SAND,>200 NW DEN 5,321803,5435722,NA,51,58.75,220,108,112,F,ADULT,POST PARTUM,>200,>200,SW,SW,NO,9:45,08-31-2019,SAME AS CAPTURE,0,5+B,POOR BODY CONDITION,
0A180D5F62,09-03-2019,8:30,"DME, NGE",YES,RATTLE,SUNNY/CLOUDY,0%,20.3,18.6,SIGHT,MOVING,OPEN FOREST,INTERPRETIVE TRAIL,20M S OF VILLAGE,322016,5435311,NA,1C ,74.9,408,109,299,M,ADULT,NA,>100,>100,S,S,NO,8:41,09-03-2019,SAME AS CAPTURE,0,"9 BROKEN, 2 SHEDS SINCE 2018",FOOD IN BELLY,
0A1367754A,09-03-2019,12:10,"DME, NGE",YES,RATTLE,SUNNY,10%,30.3,33.6,SIGHT ,COILED,GRASSLAND,WITHIN ANTELOPE BRUSH,20M SW OF VILLAGE,321970,5435293,NA,1C ,70.45,404,109,295,M,ADULT,NA,>150,>150,S,S,NO,12:22,09-03-2019,SAME AS CAPTURE,0,"2 BROKEN, 1 SHED THIS YEAR",,
989001006782045,09-03-2019,13:04,"DME, NGE",YES,RATTLE,SUNNY,40%,30.3,30.1,SIGHT,COILED/BASKING,GRASSLAND,WITHIN ROCKS,ROCK PILE E OF NORTH SNAKE FENCE,321574,5434842,NA,1C ,65.25,316,109,207,M,ADULT,NA,50,50,SW,SW,NO,13:09,09-03-2019,SAME AS CAPTURE,0,"5 BROKEN, 1 SHED THIS YEAR",,
4C3B4A4706,09-03-2019,13:30,"DME, NGE",YES,RACER,SUNNY/CLOUDY,30%,33.9,38.8,SIGHT,MOVING,GRASSLAND,SNAKE FENCE,15M N OF CENTRE AT SNAKE FENCE,322096,5434942,NA,1F,62.4,192,105,87,F,ADULT,NON GRAVID,<15,<15,S,S,YES,13:36,09-03-2019,SAME AS CAPTURE,0,,,
989001004384301,09-04-2019,12:46,"DME, NGE",YES,RATTLE,SUNNY,0%,28.2,25.7,SOUND,MOVING,GOLF COURSE,WITHIN SAGE AND ANTELOPE BRUSH,E EDGE OF 5TH FAREWAY,322514,5434759,NA,53,69.55,392,121,271,M,ADULT,NA,50,50,E,E,NO,12:49,09-04-2019,SAME AS CAPTURE,0,6 BROKEN,BIG SCAR ON TOP OF BACK,
982126057821575,09-09-2019,16:29,"DME, NGE",NO,RATTLE,SUNNY/CLOUDY,70%,23.4,24.3,SOUND,MOVING,GRASSLAND,WITHIN SAGE AND SAND,>200M W DEN 5,321788,5435548,NA,103,34.6,156,101,55,F,JUVENILE,NA,>150,>150,S,S,NO,16:41,09-09-2019,SAME AS CAPTURE,0,1+B,MOUSE IN STOMACH,
456D5D4E38,09-09-2019,15:17,"DME, NGE",YES,RATTLE,CLOUD/RAIN,90%,22.2,22.7,SIGHT,COILED,GRASSLAND,ON SAND NEXT TO ANTELOPE,15M N OF RIPARIAN TRAIL,321980,5435226,NA,103,76.8,462,101,361,M,ADULT,NA,>75,>75,S,S,NO,15:25,09-09-2019,SAME AS CAPTURE,0,"8 BROKEN, 3 SINCE 2016",BULDGE IN BELLY,
989002009506552,09-09-2019,18:14,"DME, NGE",YES,RATTLE,CLOUDY,70%,21,21.5,SOUND,COILED,SHRUB STEPPE,UNDER ANTELOPE BRUSH,BASE OF RC NEAR RIPARIAN,322409,5435484,NA,PAISLEY,56.1,228,88,140,F,ADULT,NON GRAVID,>100,>100,SW,SW,NO,18:19,09-09-2019,SAME AS CAPTURE,0,"7 BROKEN, 1 SHED THIS YEAR",POOP IN BELLY,
982126057821540,09-11-2019,9:45,"DME, NGE",NO,RATTLE,SUNNY,10%,19.5,17.8,SIGHT,MOVING,GRASSLAND,IN ROCKS,SHED ROCKS BY NORTH FENCE,321575,5434837,NA,26,45.3,220,116,104,F,SUB ADULT,NA,>100,>100,W,W,NO,9:55,09-11-2019,SAME AS CAPTURE,0,"2+B, RECENT SHED",FOOD IN BELLY,
982126057821567,09-11-2019,14:02,"DME, NGE",NO,RATTLE,SUNNY,30%,26.5,25.1,SIGHT,COILED/HIDING,TALUS/OPEN FOREST,WITHIN ROCKS,DEN 8,322061,5435697,DEN 8,26,67.85,354,116,238,F,ADULT,NON GRAVID,>150,>150,S,S,NO,14:17,09-11-2019,SAME AS CAPTURE,0,"8+B, MIGHT SHED SOON",,
982126057821536,09-11-2019,13:32,"DME, NGE",NO,RATTLE,SUNNY,30%,26.5,25.1,SIGHT,COILED,OPEN FOREST,NEXT TO BOULDER,50M DOWNSLOPE DEN 8,322031,5435710,NA,51,67.4,413,108,185,M,ADULT,NA,>150,>150,S,S,NO,13:47,09-11-2019,SAME AS CAPTURE,0,"10+B, ABOUT TO SHED",,
4C3C731362,09-11-2019,9:31,"DME, NGE",YES,RATTLE,SUNNY,10%,19.5,17.8,SIGHT,MOVING,GRASSLAND,ROCKS AND SHRUB,1ST ROCK PILE ON NORTH SNAKE FENCE,321600,5434896,NA,51,74.7,523,108,415,M,ADULT,NA,>100,>100,W,W,NO,9:36,09-11-2019,SAME AS CAPTURE,0,"9 BROKEN, 1 SHED THIS YEAR",MOUSE IN STOMACH,
4C3D3E5B17,09-11-2019,14:29,"DME, NGE",YES,RATTLE,SUNNY,40%,28.6,22.9,SOUND ,MOVING,OPEN FOREST,UNDER ANTELOPE BRUSH,PINE BRIDGE,322143,5435049,NA,51,73.6,474,108,366,M,ADULT,NA,30,30,S,S,NO,15:05,09-11-2019,SAME AS CAPTURE,0,"11 BROKEN, RECENT SHED",,
982126057821557,09-11-2019,10:50,"DME, NGE",NO,RATTLE,SUNNY,10%,19.9,16.9,SOUND,MOVING,TALUS,WITHIN GRASS AND ROCK,>300M S OF DEN 26,320905,5436803,NA,51,44,198,108,90,M,SUB ADULT,NA,>300,>300,S,S,NO,10:59,09-11-2019,SAME AS CAPTURE,0,2+B ,POOP IN BELLY,
982126057821581,09-12-2019,10:21,"NGE, LMM",NO,RATTLE,CLOUDY,100%,21.7,24.6,SOUND,MOVING,GRASSLAND,UNDER SAGE AND ANTELOPE BRUSH,10M E OF RIPARIAN BELOW DEN 6,321940,5435612,NA,71,52.35,190,60,130,F,SUB ADULT,NA,>150,>150,S,S,NO,10:35,09-12-2019,SAME AS CAPTURE,0,3+B ,"POOP IN BELLY, MOUSE FOUND NEARBY AFTER CAPTURE",
982126057821616,09-12-2019,12:07,"NGE, LMM",NO,RATTLE,CLOUDY,70%,27.3,31.7,SOUND ,MOVING,GOLF COURSE,UNDER ANTELOPE BRUSH,N OF HOLE 6,322546,5435039,NA,71,62.7,286,60,226,M,ADULT,NA,>75,>75,W,W,NO,12:22,09-12-2019,SAME AS CAPTURE,0,8+B,MOUSE IN BELLY,
982126057821533,09-12-2019,13:55,"NGE, LMM",NO,RATTLE,SUNNY/CLOUDY,70%,26.4,28.1,SIGHT,MOVING,GOLF COURSE,UNDER ANTELOPE BRUSH,BETWEEN HOLE 7 AND DEVELOPMENT SITE,322644,5434862,NA,71,67.7,334,60,274,M,ADULT,NA,<10,<10,SW,SW,NO,14:20,09-12-2019,SAME AS CAPTURE,0,7+B,FOOD IN BELLY,
989001004384273,09-12-2019,14:00,"NGE, LMM",YES,RATTLE,SUNNY/CLOUDY,70%,26.4,28.1,SIGHT,MOVING,GOLF COURSE,UNDER SAGE,BETWEEN HOLE 7 AND DEVELOPMENT SITE,322653,5434873,NA,71,60.2,255,60,195,F,ADULT,NON GRAVID,<10,<10,SE,SE,NO,14:07,09-12-2019,SAME AS CAPTURE,0,"8+B, NO SHED SINCE 2019",FOOD IN BELLY,
989001006782026,09-12-2019,13:10,"NGE, LMM",YES,RATTLE,SUNNY/CLOUDY,70%,29.3,31.3,SIGHT,COILED,GOLF COURSE,DEAD SAGE,40M SW OF 7TH TEE,322646,5434990,NA,71,55.3,216,60,156,M,ADULT,NA,>50,>50,S,S,YES,13:19,09-12-2019,SAME AS CAPTURE,0,"6+B, 4 SHEDS SINCE 2017",,
COULDN'T SCAN,09-17-2019,12:48,"DME, NGE",NO,RATTLE,CLOUDY/RAIN,100%,14.4,15.2,SOUND ,MOVING,OPEN FOREST/TALUS,WITHIN ROCKS,20M UPSLOPE AND E OF MICHELLE,323486,5435360,UNKNOWN,99,37.2,164,109,55,M,JUVENILE,NA,>1000,>1000,W,W,NO,12:57,09-17-2019,SAME AS CAPTURE,0,2+B,"PAINTED 2 SEGMENTS BLACK TO IDENTIFY AS PREV CAUGHT, MAY BE NEW DEN?",
982126057821644,09-20-2019,16:34,"DME, NGE",NO,RATTLE,SUNNY,10%,24.5,22.1,SIGHT,HIDING,TALUS,IN ROCKS,DEN 8,322061,5435697,DEN 8,WHITE ,45.6,172,105,67,M,JUVENILE,NA,>150,>150,S,S,NO,16:42,09-17-2019,SAME AS CAPTURE,0,2+B,,
982126057821705,09-21-2019,11:18,"DME, NGE",NO,GOPHER,SUNNY,0%,17.5,17.9,SIGHT,BASKING,OPEN FOREST,ON DIRT BY LOG,ANARCHIST MOUNTAIN,324201,5435127,NA,63,80,290,99,191,F,ADULT,NON GRAVID,>1000,>1000,S,S,NO,11:30,09-21-2019,SAME AS CAPTURE,0,,"POOP IN BELLY, SCAR ON LEFT SIDE",
989001006112854,09-21-2019,13:11,"DME, NGE",YES,RATTLE,SUNNY,0%,25.5,24.3,SIGHT,BASKING,ROCK OUTCROP,UNDER ROCK OVERHANG,RC DEN ,322468,5435541,RC DEN ,63,59.4,334,99,235,F,ADULT,GRAVID,>100,>100,SW,SW,NO,13:20,09-21-2019,SAME AS CAPTURE,0,7+B,CURRENTLY SHEDDING,
982126057821554,09-23-2019,10:40,"DME, NGE ",NO,RATTLE,SUNNY/CLOUDY,30%,20.3,16.5,SOUND,MOVING,TALUS,WITHIN ROCKS,5M W OF MARYLIN ROOKERY,321919,5435876,NA,22,58,368,110,258,F,ADULT,GRAVID,>250,>250,SW,SW,NO,10:52,09-23-2019,SAME AS CAPTURE,0,4+B ,4 OVA AND BIG MOUSE,
900254001020365,09-24-2019,11:31,"DME, NGE",YES,RATTLE,SUNNY,5%,22.3,21.7,SIGHT ,BASKING,TALUS,ON SHRUBS,DEN 5 ROOKERY,321908,5435878,DEN 5,1D ,51.6,245,142,103,F,ADULT,POST PARTUM,>150,>150,SW,SW,NO,11:37,09-24-2019,SAME AS CAPTURE,0,"1 SHED THIS YEAR, HUGE SCAR ON BODY ",MOUSE IN STOMACH,
982126057821532,09-24-2019,11:09,"DME, NGE",NO,RATTLE,SUNNY,5%,20.3,16.5,SIGHT,MOVING,TALUS,ON ROCKS,DEN 5 ,321946,5435897,DEN 5,22,55.8,270,110,160,F,ADULT,NON GRAVID,>150,>150,SW,SW,NO,11:21,09-24-2019,SAME AS CAPTURE,0,4+B,,
982126057821560,09-24-2019,13:02,"DME, NGE",NO,RATTLE,SUNNY,5%,24.3,24.3,SIGHT,COILED,TALUS,WITHIN ROCKS,DEN 8,322061,5435697,DEN 8,1I,39,212,158,64,F,JUVENILE,NA,>150,>150,SW,SW,NO,13:58,09-24-2019,SAME AS CAPTURE,0,1+B,POOP IN BELLY,
982126057821562,09-24-2019,13:48,"DME, NGE",NO,RATTLE,SUNNY,10%,24.3,24.3,SIGHT,BASKING,TALUS,WITHIN ROCKS,DEN 8,322061,5435697,DEN 8,63,31.1,119,96,23,F,NEONATE,NA,>150,>150,SW,SW,NO,14:13,09-24-2019,SAME AS CAPTURE,0,BUZZY BUTTON,,
982126057821548,09-24-2019,13:02,"DME, NGE",NO,RATTLE,SUNNY,5%,24.3,24.3,SIGHT,COILED,TALUS/OPEN FOREST,WITHIN ROCKS,DEN 8,322061,5435697,DEN 8,1D,54.95,267,103,164,M,ADULT,NA,>150,>150,SW,SW,NO,13:37,09-24-2019,SAME AS CAPTURE,0,4+B,,
982126057821547,09-24-2019,13:58,"DME, NGE",NO,RATTLE,SUNNY,10%,24.3,24.3,SIGHT,BASKING,TALUS,WITHIN ROCKS,DEN 8,322061,5435697,DEN 8,63,39,155,96,59,M,JUVENILE,NA,>150,>150,SW,SW,NO,14:27,09-24-2019,SAME AS CAPTURE,0,1+B ,FOOD IN BELLY,
989001006112849,09-24-2019,13:02,"DME, NGE",YES,RATTLE,SUNNY,5%,24.3,24.3,SIGHT,BASKING,TALUS,WITHIN ROCKS,DEN 8,322061,5435697,DEN 8,1D ,60.3,410,103,307,F,ADULT,GRAVID,>150,>150,S,S,NO,13:23,09-24-2019,SAME AS CAPTURE,0,"6+B, 1 SINCE 2018",6 OVA DETECTED,
982126057821621,09-24-2019,13:02,"DME, NGE",NO,RATTLE,SUNNY,5%,24.3,24.3,SIGHT,COILED,TALUS,WITHIN ROCKS,DEN 8,322061,5435697,DEN 8,ZIPLOCK,26.6,21,8,13,M,NEONATE,NA,>150,>150,S,S,NO,13:15,09-24-2019,SAME AS CAPTURE,0,,,
982126057821644,09-24-2019,13:02,"DME, NGE",YES,RATTLE,SUNNY,5%,24.3,24.3,SIGHT,COILED,TALUS/OPEN FOREST,WITHIN ROCKS,DEN 8,322061,5435697,DEN 8,1D ,46.35,230,103,127,M,SUB ADULT,NA,>150,>150,SW,SW,NO,13:48,09-24-2019,SAME AS CAPTURE,0,2+B ,MOUSE IN BELLY,
900254000428793,09-25-2019,14:59,"DME, NGE",YES,RATTLE,SUNNY/CLOUDY,80%,25.3,31.1,SIGHT,COILED/BASKING,TALUS/SHRUB STEPPE,AT MOUTH OF DEN,RC DEN,322468,5435541,RC DEN,24,54.85,256,119,137,F,ADULT,POST PARTUM,>150,>150,SW,SW,NO,15:45,09-25-2019,SAME AS CAPTURE,0,5 BROKEN,,
989001005040856,09-25-2019,14:19,"DME, NGE",YES,RATTLE,SUNNY,15%,23.5,28.6,SIGHT,MOVING,OPEN FOREST,ON INTERPRETIVE TRAIL,INTERPRETIVE TRAIL,322253,5435289,NA,24,57.2,346,119,227,F,ADULT,GRAVID,>100,>100,SW,SW,NO,14:25,09-25-2019,SAME AS CAPTURE,0,"7 BROKEN, 2 SINCE 2017",5 OVA DETECTED,
982126057821549,09-25-2019,14:59,"DME, NGE",NO,RATTLE,SUNNY/CLOUDY,80%,25.3,31.1,SIGHT,MOVING,TALUS,ON GRASS,RC DEN,322468,5435541,RC DEN ,TAN LINEN,28.4,166,82,28,M,NEONATE,NA,>150,>150,SW,SW,NO,15:45,09-25-2019,SAME AS CAPTURE,0,"BUTTON, NOT BUZZY YET",,
989001006650743,09-25-2019,14:59,"DME, NGE",YES,RATTLE,SUNNY/CLOUDY,80%,25.3,31.1,SIGHT,COILED/BASKING,TALUS,AT MOUTH OF DEN,RC DEN ,322468,5435541,RC DEN,50,65.9,323,122,201,M,ADULT,NA,>150,>150,SW,SW,NO,15:45,09-25-2019,SAME AS CAPTURE,0,"6+B, 2 SHEDS THIS YEAR",,
982126057821718,09-25-2019,14:59,"DME, NGE",YES,RATTLE,SUNNY/CLOUDY,80%,25.3,31.1,SIGHT,COILED/BASKING,TALUS,AT MOUTH OF DEN,RC DEN,322468,5435541,RC DEN,68,45.2,206,130,76,M,JUVENILE,NA,>150,>150,SW,SW,NO,15:45,09-25-2019,SAME AS CAPTURE,0,"2+B, 1 SHED THIS YEAR, WAS AT GINNY'S ROOKERY SHEDDING BEFORE…",,
989001006650748,09-25-2019,16:08,"DME, NGE",YES,RATTLE,SUNNY/CLOUDY,70%,24.3,25.5,SOUND,MOVING,OPEN FOREST,IN GRASS,20M E OF INTERPRETIVE TRAIL SHED SITE,322353,5435303,NA,TAN LINEN,67.3,338,66,272,M,ADULT,NA,>100,>100,W,W,NO,16:13,09-25-2019,SAME AS CAPTURE,0,"5 BROKEN, 2 SHEDS THIS YEAR",MOUSE IN STOMACH,
982126057821622,09-25-2019,14:40,"DME, NGE",NO,RATTLE,SUNNY/CLOUDY,90%,23.5,28.6,SIGHT,MOVING,TALUS,ON DIRT ,RC DEN 10 M DOWNSLOPE,322465,5435552,RC DEN,50,53.65,240,122,118,M,SUB ADULT,NA,>150,>150,SW,SW,NO,15:21,09-25-2019,SAME AS CAPTURE,0,2+B,,
982126057821597,09-30-2019,14:30,"DME, NGE",NO,RATTLE,CLOUDY,100%,11.5,12.6,SIGHT,HIDING,OPEN FOREST/TALUS,UNDER ROCKS,DEN 8,322061,5435697,DEN 8,1B,64.15,378,106,272,F,ADULT,GRAVID,>150,>150,S,S,NO,14:43,09-25-2019,SAME AS CAPTURE,0,7+B,4 OVA DETECTED,
982126057821553,10-01-2019,15:55,"DME, NGE",NO,RATTLE,SUNNY,15%,19.1,15.2,SIGHT,MOVING,TALUS,WITHIN ROCKS,RC DEN ,322468,5435541,RC DEN,2,26.1,81,66,21,F,NEONATE,NA,>150,>150,SW,SW,NO,16:35,10-01-2019,SAME AS CAPTURE,0,,,
982126057821558,10-01-2019,17:08,"DME, NGE",NO,RATTLE,SUNNY,15%,19.1,15.2,SIGHT,HIDING,TALUS,UNDER ROCK,10M DOWNSLOPE RC DEN ,322465,5435552,RC DEN ,2,34.4,98,66,32,F,JUVENILE,NA,>150,>150,SW,SW,NO,17:18,10-01-2019,SAME AS CAPTURE,0,SHEDDING,,
982126057821701,10-01-2019,15:55,"DME, NGE",NO,RATTLE,SUNNY,5%,17.8,19.3,SIGHT,MOVING,SHRUB STEPPE,IN ROCKS,RC DEN,322468,5435541,RC DEN ,2,28.45,81,66,15,F,NEONATE,NA,>150,>150,SW,SW,NO,16:23,10-01-2019,SAME AS CAPTURE,0,BUTTON,,
989001005040850,10-01-2019,17:43,"DME, NGE ",YES,RATTLE,DUSK,20%,17.2,16.3,SIGHT,COILED,SHRUB STEPPE,ROCK OVERHANG,GINNY'S ROOKERY,322574,5435181,NA,2,59.2,305,66,239,F,ADULT,GRAVID,>150,>150,SW,SW,NO,17:57,10-01-2019,SAME AS CAPTURE,0,1 SHED THIS YEAR,5 OVA DETECTED,
989001006650668,10-01-2019,15:55,"DME, NGE",YES,RATTLE,SUNNY,15%,19.1,15.2,SIGHT,COILED,TALUS,WITHIN ROCKS,RC DEN,322468,5435541,RC DEN,2,52.2,200,66,134,F,ADULT,NON GRAVID,>150,>150,SW,SW,NO,16:44,10-01-2019,SAME AS CAPTURE,0,"6+B, 1 SHED THIS YEAR",,
989001006650725,10-01-2019,15:43,"DME, NGE",YES,RATTLE,SUNNY,15%,17.8,19.3,SOUND ,MOVING,TALUS/OPEN FOREST,ON GRASS,15M DOWNSLOPE RC DEN,322463,5435526,RC DEN,2,59.6,311,66,245,F,ADULT,GRAVID,>150,>150,SW,SW,NO,15:49,10-01-2019,SAME AS CAPTURE,0,7+B,"5 OVA DETECTED, WAS GRAVID IN APRIL…",
456D5D4E38,10-01-2019,17:43,"DME, NGE",YES,RATTLE,DUSK,15%,17.2,16.3,SIGHT,BASKING,OPEN FOREST,IN FRONT OF ROCK,GINNY'S ROOKERY,322574,5435181,NA,2,74.5,441,66,375,M,ADULT,NA,>100,>100,S,S,NO,17:49,10-01-2019,SAME AS CAPTURE,0,8 BROKEN,,
4C3D426D05,10-03-2019,15:23,"DME, NGE",YES,RATTLE,SUNNY,10%,19.9,21.7,SOUND,MOVING,SHRUB STEPPE,WITHIN GRASS,40M W OF DEN 6,322914,5435257,NA,GOLD,65.7,270,59,211,F,ADULT,NA,>150,>150,SW,SW,NO,15:31,10-03-2019,SAME AS CAPTURE,0,"11 BROKEN, 2 SHEDS SINCE 2018",,
982126057821529,10-03-2019,12:00,"DME, NGE",NO,RATTLE,SUNNY,5%,19.1,17.6,SIGHT,BASKING,TALUS,IN ROCKS,DEN 6 SATELLITE,322952,5435278,DEN 6 SATELLITE,GOLD,28.6,77,59,18,F,NEONATE,NA,>150,>150,W,W,NO,13:01,10-03-2019,SAME AS CAPTURE,0,,,
982126057821543,10-03-2019,14:56,"DME, NGE",NO,RATTLE,SUNNY,5%,21.9,21.1,SOUND ,BASKING,TALUS,ON ROCKS,MARYLIN ROOKERY DOWNSLOPE DEN 5,321919,5435879,NA,1D,54.1,322,140,182,F,ADULT,GRAVID,>150,>150,SW,SW,NO,15:12,10-05-2019,SAME AS CAPTURE,0,5 BROKEN,5 OVA DETECTED,
982126057821544,10-03-2019,14:10,"DME, NGE",NO,RATTLE,SUNNY,5%,17.9,14.4,SIGHT,COILED/BASKING,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,1B ,78.5,465,104,361,F,ADULT,GRAVID,>150,>150,SW,SW,NO,14:41,10-03-2019,SAME AS CAPTURE,0,7 BROKEN,"MOUSE IN BELLY, 4 OVA IN STOMACH",
982126057821577,10-03-2019,11:27,"DME, NGE",NO,RATTLE,SUNNY,5%,14.9,13,SIGHT,COILED/BASKING,TALUS,ON ROCKS,DEN 6 GULLY,322936,5435286,DEN 6,PAISLEY,39.8,148,86,62,F,JUVENILE,NA,>150,>150,SW,SW,NO,11:39,10-03-2019,SAME AS CAPTURE,0,1+B,POOP IN BELLY,
982126057821580,10-03-2019,13:19,"DME, NGE",NO,RATTLE,SUNNY,5%,17.9,14.4,SIGHT,BASKING,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,PAISLEY,54.1,198,86,112,F,SUB ADULT,NON GRAVID,>150,>150,W,W,NO,13:28,10-03-2019,SAME AS CAPTURE,0,3+B,,
982126057821585,10-03-2019,13:19,"DME, NGE",NO,RATTLE,SUNNY,5%,17.9,14.4,SIGHT,COILED/BASKING,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,PAISLEY,41.3,149,86,63,F,JUVENILE,NA,>150,>150,W,W,NO,13:40,10-03-2019,SAME AS CAPTURE,0,1+B,,
982126057821600,10-03-2019,13:18,"DME, NGE",NO,RATTLE,SUNNY,5%,17.9,14.4,SIGHT,COILED/BASKING,TA,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,PAISLEY,32.5,118,86,32,F,JUVENILE,NA,>150,>150,SW,SW,NO,14:09,10-03-2019,SAME AS CAPTURE,0,BUTTON,POOP IN BELLY,
982126057821624,10-03-2019,12:30,"DME, NGE",NO,RATTLE,SUNNY,5%,19.1,17.6,SIGHT,BASKING,TALUS,IN ROCKS,DEN 6 SATELLITE,322952,5435278,DEN 6 SATELLITE,1B,50.6,205,104,101,F,SUB ADULT,NON GRAVID,>150,>150,W,W,NO,12:48,10-03-2019,SAME AS CAPTURE,0,2 BROKEN,POOP IN BELLY,
982126057821654,10-03-2019,13:19,"DME, NGE",NO,RATTLE,SUNNY,5%,17.9,14.4,SIGHT,COILED,TALUS,WITHIN ROCKS,DEN 6 ,322936,5435286,DEN 6,PAISLEY,41.5,144,86,138,F,JUVENILE,NA,>150,>150,SW,SW,NO,13:55,10-03-2019,SAME AS CAPTURE,0,1+B,,
982126057821587,10-03-2019,13:40,"DME, NGE",NO,RATTLE,SUNN,5%,17.9,14.4,SIGHT,COILED/BASKING,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,PAISLEY,60.5,278,86,192,M,ADULT,NA,>150,>150,SW,SW,NO,14:58,10-03-2019,SAME AS CAPTURE,0,,MOUSE IN BELLY,
989001004384314,10-03-2019,15:50,"DME, NGE",YES,RATTLE,SUNNY,10%,18.5,18.3,SIGHT,MOVING,RIPARIAN,ON LEAVES,DEN 6 GULLY,322934,5435137,NA,PAISLEY,52.2,176,86,90,F,SUB ADULT,NON GRAVID,>150,>150,W,W,NO,15:58,09-25-2019,SAME AS CAPTURE,0,5+B,,
982126057821545,10-03-2019,13:40,"DME, NGE",NO,RATTLE,SUNNY,5%,17.9,14.4,SIGHT,COILED/BASKING,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,PAISLEY,40.5,150,86,64,M,JUVENILE,NA,>150,>150,SW,SW,NO,14:22,10-03-2019,SAME AS CAPTURE,0,1+B,,
982126057821546,10-03-2019,13:40,"DME, NGE",NO,RATTLE,SUNNY,5%,17.9,14.4,SIGHT,COILED/BASKING,TALUS,WITHIN ROCKS,DEN 6,322936,5435286,DEN 6,PAISLEY,45.1,162,86,76,M,JUVENILE,NA,>150,>150,SW,SW,NO,14:50,10-03-2019,SAME AS CAPTURE,0,"2+B, SHEDDING",,
989001006782082,10-03-2019,15:54,"DME, NGE",YES,RATTLE,SUNNY,10%,18.5,18.3,SOUND,MOVING,RIPARIAN,ON LEAVES,DEN 6 GULLY,322934,5435137,NA,PAISLEY,68.9,368,86,282,M,ADULT,NA,>150,>150,SW,SW,NO,16:04,10-03-2019,SAME AS CAPTURE,0,8 BROKEN,PIT TAG LOW ON BODY,
0A180D5F42,10-03-2019,15:40,"DME, NGE",YES,RATTLE,SUNNY,10%,19.9,21.7,SOUND,MOVING,SHRUB STEPPE,UNDER ROCK,DEN 6 GULLY,322939,5435151,NA,GOLD,71.6,379,59,320,M,ADULT,NA,>150,>150,W,W,NO,15:47,10-03-2019,SAME AS CAPTURE,0,10 BROKEN,SURGERY SITE LOOKS GREAT,
982126057821531,10-04-2019,15:53,"DME, NGE",NO,GOPHER,CLOUDY,90%,16.1,14.5,SIGHT,MOVING,GRASSLAND,N SNAKE FENCE CAMPGROUND OFFICE,>75M N OF CAMPGROUND OFFICE,321591,5434804,NA,CREAM,84.6,394,126,268,F,ADULT,NON GRAVID,>100,>100,SW,SW,YES,16:03,10-04-2019,SAME AS CAPTURE,0,,BIG MOUSE AND 1 LITTLE ONE,
982126057821647,10-05-2019,15:40,"DME, NGE",YES,RATTLE,SUNNY,5%,21.5,24.1,SOUND,MOVING,TALUS,WITHIN ROCKS,DEN 5,321948,5435900,DEN 5,1D ,54.5,292,140,152,F,ADULT,NON GRAVID,>150,>150,SW,SW,NO,15:53,10-05-2019,SAME AS CAPTURE,0,5+B,MOUSE IN BELLY,
989001006650713,10-05-2019,14:35,"DME, NGE",YES,RATTLE,SUNNY,5%,21.1,23,SOUND,MOVING,TALUS,ON ROCKS,BASE OF DEN 5 TALUS,321889,5435823,DEN 5,1D ,69.9,378,140,238,M,ADULT,NA,>150,>150,SW,SW,NO,14:44,10-05-2019,SAME AS CAPTURE,0,"7+B, 5 SINCE 2017",,
