PIT TAG,DATE,Time,RESEARCHER,RECAPTURE,SPECIES,WEATHER,CLOUD COVE,WIND,AIR TEMP,GROUND TEM,DETECTION,BEHAVIOUR,MACRO HABI,MICRO HABI,LOCATION,Easting,Northing,DEN SITE,COMMENS,PILLOW CAS,SVL,S+B,BAG,MASS,SEX,AGE CLASS,BLOOD SAMP,SCALE CLIP,SCUTE MARK,GRAVID,DIST BUILD,DIST RD,DIR BUILD,DIR RD,REL DATE,REL TIME,REL RESEAR,REL LOCA,DAYS IN CA
989001004384246,8/2/2015,17:00:58,MAINTENANCE,FALSE,GOPHER SNAKE,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,CAMP GROUND, ,site c63,321593.6619,5434491.688, , ,72,86.7,371,99,272,MALE,ADULT,FALSE,TRUE,s117,N/A,50-74,<10,W,S,8/3/2015,14:00,JRM/KME,high desert,1
4c3b6e2822,8/6/2015,10:01:31,JRM/KME,TRUE,NP RATTLESNAKE,SUNNY,9-May,NO WIND,25.5,27.5,SOUND,BASKING,GOLF COURSE,in long grass,between fairway 4 and 5,322509.39,5434676.2, , ,33,64.7,333,82,251,FEMALE,ADULT,TRUE,FALSE,already clipped,Non-gravid,>100,>100,E,E,8/6/2015,10:30,JRM/KME,same as cap,0
989001004384242,8/6/2015,10:20:24,JRM/KME,FALSE,RACER,SUNNY/CLOUDY,9-Jul,NO WIND,25.5,27.5,SIGHT,MOVING,GOLF COURSE,antelopebrush,5th teebox,322522.8324,5434684.38, ,unable to draw blood,13,57.2,230,135,95,MALE,ADULT,FALSE,TRUE,s119,N/A,>100,>100,E,S,8/6/2015,10:34,JRM/KME,same as cap,0
0a13654b65,8/6/2015,11:21:11,JRM/KME,TRUE,NP RATTLESNAKE,SUNNY/CLOUDY,9-Jun,BREEZE,27.9,30,SOUND,COILED,GOLF COURSE,antelopebrush,near 5th green,322379.7533,5434830.337, , ,99,57.1,320,115,205,FEMALE,ADULT,TRUE,TRUE,s120,Non-gravid,>100,>100,E,E,8/6/2015,11:30,JRM/KME,same as cap,0
989001004384261,8/6/2015,11:51:31,JRM/KME,FALSE,RACER,SUNNY/CLOUDY,9-Jun,BREEZE,26.6,30.3,SIGHT,MOVING,GOLF COURSE,tall thick grass,4th teebox,322305.991,5434890.544, , ,73,55.9,134,60,74,MALE,ADULT,TRUE,TRUE,s121,N/A,>100,>100,W,W,8/6/2015,14:28,JRM/KME,same as cap,0
989001004384290,8/4/2015,9:00:48,JH,TRUE,GOPHER SNAKE,UNKNOWN,UNKNOWN,UNKNOWN,0,0,SIGHT,MOVING,SHRUB STEPPE,open ground,back gallery,322125.4297,5434987.873, , ,66,85,285,98,187,MALE,ADULT,FALSE,FALSE,already clipped,N/A,Oct-50,74-99,S,S,8/4/2015,12:45,JRM/KME,high desert near cap,0
0a13677625,8/7/2015,8:49:26,JRM/KME,TRUE,NP RATTLESNAKE,SUNNY,0/9,NO WIND,22.1,20.3,SIGHT,COILED,GOLF COURSE,antelopebrush,near 5th teebox,322492.1951,5434712.059, , ,61,58.2,280,83,197,FEMALE,ADULT,TRUE,TRUE,s122,Non-gravid,>100,>100,E,E,8/7/2015,9:03,JRM/KME,same as cap,0
989001004384298,8/7/2015,11:15:18,INTERPRETERS,FALSE,NP RATTLESNAKE,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,SHRUB STEPPE,bare ground,1st teepee village,321985.2631,5435341.84, , ,63,65.1,303,103,200,MALE,ADULT,FALSE,TRUE,s123,N/A,>100,>100,S,S,8/7/2015,12:50,JRM/KME,near cap,0
989001004384277,8/2/2015,21:01:15,MAINTENANCE,FALSE,NP RATTLESNAKE,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,GOLF COURSE, ,cg site 146,321435.5803,5434881.042, , ,ab,54,231,102,129,FEMALE,SUB ADULT,FALSE,TRUE,s118,Non-gravid,50-74,<10,W,E,8/3/2015,14:25,JRM/KME,high desert,1
0a180d5f66,8/10/2015,15:16:26,JRM/KME,TRUE,GOPHER SNAKE,SUNNY/CLOUDY,9-Aug,BREEZE,32.5,31.4,SIGHT,MOVING,GOLF COURSE,open short grass,middle of 2nd teebox,322220.171,5434939.604, , ,36,81.3,216,71,145,FEMALE,ADULT,FALSE,FALSE,already clipped,Non-gravid,>100,>100,W,W,8/11/2015,14:10,JRM/KME,near cap,1
45794b044e,8/11/2015,10:21:54,JRM/KME,TRUE,NP RATTLESNAKE,SUNNY,9-Jan,NO WIND,31.2,30.2,SOUND,COILED,CONSTRUCTION,under antelope brush,w dev fence,322641.7767,5434860.227, , ,67,51.1,188,88,100,MALE,ADULT,TRUE,TRUE,s124,N/A,Oct-50,Oct-50,E,E,8/11/2015,10:30,JRM/KME,same as cap,0
989001004384283,8/12/2015,8:06:07,JRM/KME,FALSE,NP RATTLESNAKE,SUNNY,0/9,BREEZE,23.5,22.7,SIGHT,BASKING,SHRUB STEPPE,open ground near antelope cover,rattlesnake point,319295.5598,5437518.37, ,very rattley,13,54.7,271,130,141,FEMALE,ADULT,TRUE,TRUE,s125,Non-gravid,>100,>100,S,E,8/12/2015,8:22,JRM/KME,same as cap,0
989001004384308,8/12/2015,9:32:38,JRM/KME,FALSE,NP RATTLESNAKE,SUNNY,9-Feb,BREEZE,25.3,25.6,SIGHT,BASKING,SHRUB STEPPE,open sand- by root cover,rattlesnake point,319278.4757,5437497.926, , ,99,58.7,290,114,176,FEMALE,ADULT,FALSE,TRUE,s126,Non-gravid,>100,>100,S,E,8/12/2015,9:47,JRM/KME,same as cap,0
0a180d5f7f,8/13/2015,6:58:28,JRM/KME,TRUE,NP RATTLESNAKE,DAWN CLEAR,9-Feb,NO WIND,19.5,19.8,SOUND,COILED,GOLF COURSE,antelope brush edge cart path,b/w 5th green 6 tee box,322352.8711,5434924.423, ,shed since last cap appox 100m away,33,55.8,260,84,176,FEMALE,ADULT,TRUE,FALSE,s106 already clipped,Non-gravid,>100,>100,W,W,8/13/2015,7:02,JRM/KME,near cap,0
989001004384313,8/13/2015,12:05:02,JRM/KME,FALSE,NP RATTLESNAKE,SUNNY,9-Jan,BREEZE,36.6,36.1,SOUND,HIDING,SHRUB STEPPE,under rock,20m N 6 fairway,322518.4412,5435016.025, ,starting to shed,15,32.5,130,85,45,MALE,JUVENILE,FALSE,FALSE,too small,N/A,>100,>100,S,S,8/13/2015,12:15,JRM/KME,same ss cap,0
989001004384245,8/14/2015,10:09:04,JRM/KME,FALSE,RACER,CLOUDY,9-Jun,NO WIND,31.8,33.2,SIGHT,COILED,SHRUB STEPPE,in antelopebrush,rattlesnake point,319493.5006,5437775.797, , ,61,56.2,166,82,84,MALE,ADULT,FALSE,FALSE,s128,N/A,>100,74-99,S,W,8/14/2015,10:23,JRM/KME,same as cap,0
4c133d547d,8/14/2015,13:40:54,INTERPRETERS,TRUE,NP RATTLESNAKE,UNKNOWN,UNKNOWN,UNKNOWN,0,0,SIGHT,COILED,SHRUB STEPPE,open gravel,1st teepee village,321983.7914,5435340.219, , ,36,62.3,177,70,107,FEMALE,ADULT,FALSE,TRUE,s129,Non-gravid,>100,>100,S,S,8/14/2015,13:40,JRM/KME,riparian near village,0
484b15284b,8/13/2015,11:37:31,JH,TRUE,NP RATTLESNAKE,UNKNOWN,UNKNOWN,UNKNOWN,0,0,SIGHT,BASKING,ORCHARD/VINEYAR,open sand,fene b/w 9th hile and vineyard,322272.5543,5434580.731, , ,44,67,338,99,239,FEMALE,ADULT,FALSE,TRUE,s127,Gravid,74-99,Oct-50,N,W,8/13/2015,13:35,JRM/KME,gulley north of hole 2,0
989001004384263,8/17/2015,8:51:30,JRM/KME,FALSE,GOPHER SNAKE,SUNNY,9-Feb,NO WIND,20.7,19.1,SIGHT,MOVING,GOLF COURSE,cart path,cart path up from hole 2 and 3,322332.3501,5434926.378, , ,71,73.7,200,60,140,FEMALE,ADULT,FALSE,TRUE,s130,Non-gravid,>100,>100,W,W,8/17/2015,9:10,JRM/KME,same as cap,0
989001004384314,8/19/2015,10:19:12,JRM/KME,FALSE,NP RATTLESNAKE,SUNNY,9-Feb,BREEZE,26.9,27.1,SOUND,BASKING,SHRUB STEPPE,open grass near sage,dev site mammal grid,322782.8931,5434965.145, , ,77,38,117,80,37,FEMALE,JUVENILE,FALSE,FALSE,none,Non-gravid,>100,>100,SW,SW,8/19/2015,10:30,JRM/KME,same as cap,0
4c1333005c,8/26/2015,10:27:43,JRM/CDR,TRUE,NP RATTLESNAKE,CLOUDY,9-Sep,NO WIND,21.8,22.3,SIGHT,COILED,PINE STAND,between large boulders,toeslope of den 27,320725.1751,5437440.44, , ,71,68,295,60,235,MALE,ADULT,TRUE,TRUE,s131,N/A,>100,>100,N,N,8/26/2015,10:40,JRM/CDR,Same as cap,0
989001004384281,8/26/2015,12:03:17,JRM/CDR,FALSE,NP RATTLESNAKE,CLOUDY,9-Sep,NO WIND,27.8,26.3,SIGHT,COILED,SHRUB STEPPE,antelooebrush,N desert,320203.3869,5437570.231, , ,67,64.7,245,90,155,FEMALE,ADULT,TRUE,TRUE,s132,Non-gravid,>100,>100,W,W,8/26/2015,12:15,JRM/CDR,same as cap,0
989001004384255,8/28/2015,15:38:59,MAINTENANCE,FALSE,NP RATTLESNAKE,UNKNOWN,UNKNOWN,UNKNOWN,0,0,SIGHT,UNKNOWN,CAMP GROUND,open sand,beach near site 78,321365.9024,5434503.661, , ,15,37.5,154,91,63,MALE,JUVENILE,FALSE,FALSE, ,N/A,50-74,Oct-50,E,E,8/29/2015,9:00,JRM/CDR,high desert,6
L3,9/2/2015,12:45:19,JH,FALSE,NIGHT SNAKE,SUNNY,UNKNOWN,UNKNOWN,0,0,SIGHT,COILED,PINE STAND,under rock,rock outcrop  25m N of trail,322293.2256,5435282.286, , , ,36.9,107,82,25,FEMALE,ADULT,FALSE,FALSE,L3,Non-gravid,>100,>100,S,S,9/2/2015,18:00,JRM/CDR,same as cap,0
989001004384269,9/4/2015,9:57:23,JRM/CDR,TRUE,NP RATTLESNAKE,SUNNY/CLOUDY,9-May,SLIGHT WIND,19,18.8,SOUND,BASKING,SHRUB STEPPE,under antelopebrush overhang,N desert,320197.0597,5437070.733, ,couldnt find caudal vein,15,53.3,212,80,132,FEMALE,SUB ADULT,FALSE,TRUE,s133,Non-gravid,>100,>100,N,N,9/4/2015,10:07,JRM/CDR,same as cap,0
989001004384282,9/2/2015,14:58:20,MAINTENANCE,FALSE,GOPHER SNAKE,UNKNOWN,UNKNOWN,UNKNOWN,0,0,SIGHT,UNKNOWN,RESIDENTIAL,gravel,SR parking near dog park,322044.6046,5434814.199, , ,77,98.8,559,81,478,FEMALE,ADULT,FALSE,FALSE, ,Non-gravid,Oct-50,ON ROAD,S, ,9/3/2015,9:24,JRM/CDR,high desert,1
4c3b670b75,9/7/2015,15:21:01,JRM/CDR,TRUE,NP RATTLESNAKE,SUNNY/CLOUDY,9-May,BREEZE,27.5,28.5,SIGHT,BASKING,GOLF COURSE,open grass near sage cover,E edge 7 fairway 50m from dev fence,322659.3594,5434911.797, ,very defensive lunged at hook,62,56.5,326,93,233,FEMALE,ADULT,FALSE,FALSE,already clipped and bled,Gravid,74-99,74-99,SE,SE,9/8/2015,11:18,JRM/CDR,same as cap,1
0a180d5f6e,9/7/2015,15:32:02,JRM/CDR,TRUE,NP RATTLESNAKE,SUNNY/CLOUDY,9-Jun,BREEZE,25.5,27.7,SIGHT,BASKING,GOLF COURSE,open ground under rock overhang,7th tee shed site,322675.8436,5435068.076, , ,66,66,301,99,202,MALE,ADULT,FALSE,FALSE,already clipped,N/A,>100,>100,S,S,9/8/2015,11:25,JRM/CDR,same as cap,1
989001004384325,9/8/2015,11:01:43,JRM/CDR,TRUE,GOPHER SNAKE,CLOUDY,9-Sep,BREEZE,18.8,21.6,SIGHT,MOVING,GOLF COURSE,cart path,6th teebox,322356.0629,5434929.853, ,could not find vein,73,83.1,244,55,0,FEMALE,ADULT,FALSE,FALSE,already clipped,Non-gravid,>100,>100,W,W,9/8/2015,11:05,JRM/CDR,same as cap,0
989001004384331,9/9/2015,13:34:42,JRM/CDR,FALSE,NP RATTLESNAKE,SUNNY/CLOUDY,9-Apr,BREEZE,31,35,SIGHT,BASKING,ROCK PILE/SLIDE,under crack of rock,den 27,320849.7455,5437488.598,den 27, ,66,62,305,95,210,MALE,ADULT,TRUE,TRUE,s135,N/A,>100,>100,NW,NW,9/9/2015,13:47,JRM/CDR,same as cap,0
0a180d5f49,9/4/2015,11:30:19,MAINTENANCE,TRUE,GOPHER SNAKE,UNKNOWN,UNKNOWN,UNKNOWN,0,0,SIGHT,MOVING,CAMP GROUND,on road,CG entrace,321675.4495,5434585.93, , ,15,76,286,91,195,MALE,ADULT,FALSE,TRUE,s134,N/A,50-74,ON ROAD,W, ,9/8/2015,10:20,JRM/CDR,high desert,4
989001004384317,9/13/2015,10:24:06,MAINTENANCE,FALSE,NP RATTLESNAKE,UNKNOWN,UNKNOWN,UNKNOWN,0,0,SIGHT,UNKNOWN,CAMP GROUND,on road,road in front of pool,321527.4383,5434513.191, , ,71,32.2,96,60,34,MALE,JUVENILE,FALSE,FALSE,none,N/A,Oct-50,ON ROAD,E, ,9/14/2015,10:40,JRM/JXS,high desert,1
471e4c7926,9/14/2015,11:17:01,JRM/JXS,TRUE,NP RATTLESNAKE,CLOUDY,9-Sep,BREEZE,18.5,20.3,SIGHT,COILED,GOLF COURSE,under rock overhang,7th hoe shed site,322678.3518,5435066.995, , ,44,77.7,416,95,320,MALE,ADULT,TRUE,TRUE,s136,N/A,>100,>100,S,S,9/14/2015,11:23,JRM/JXS,same as cap,0
989001004384275,9/15/2015,12:37:16,MAINTENANCE,FALSE,GOPHER SNAKE,UNKNOWN,UNKNOWN,UNKNOWN,0,0,SIGHT,MOVING,RESIDENTIAL,on road,centre parking lot by horse statue,322017.4851,5434867.892, , ,73,99.5,507,59,448,MALE,ADULT,FALSE,TRUE,s137,N/A,>100,ON ROAD,E, ,9/16/2015,12:33,JRM/JXS,high desert,1
989001004384274,9/20/2015,11:03:26,JRM/JXS,FALSE,GOPHER SNAKE,SUNNY/CLOUDY,9-Apr,SLIGHT WIND,23.5,21.5,SIGHT,MOVING,GOLF COURSE,fairway grass,W edge 8th green,322574.9361,5434560.314, ,could not get blood again,15,73.3,245,91,134,FEMALE,ADULT,FALSE,TRUE,s138,Non-gravid,>100,50-74,N,S,9/20/2015,11:24,JRM/JXS,same as cap,0
989001004384264,9/20/2015,12:13:39,JRM/JXS,FALSE,NP RATTLESNAKE,SUNNY/CLOUDY,9-May,STRONG WIND,23,22,SIGHT,MOVING,ROCK PILE/SLIDE,between rocks,dev den,323042.8405,5434839.834,dev den,internal bleeding fromt pit tag, ,36.8,125,75,50,MALE,JUVENILE,FALSE,FALSE,none,N/A,>100,>100,W,W,9/20/2015,12:50,JRM/JXS,same as cap,0
989001004384260,9/20/2015,15:13:10,JRM/JXS,FALSE,GOPHER SNAKE,SUNNY/CLOUDY,9-Aug,BREEZE,28.1,28.4,SIGHT,MOVING,SHRUB STEPPE,open gravel road,rattlesnake point,319358.3802,5437897.523, , ,14,73.5,255,78,177,FEMALE,ADULT,FALSE,TRUE,s139,N/A,>100,ON ROAD,S, ,9/20/2015,15:25,JRM/JXS,15m up from cap,0
989001004384315,9/20/2015,17:09:56,JRM/JXS,FALSE,NP RATTLESNAKE,CLOUDY,9-Sep,SLIGHT WIND,26.5,26.4,SIGHT,COILED,SHRUB STEPPE,open grass under rabbit brush,N desert,320135.8372,5437456.989, , ,15,57.7,245,90,155,FEMALE,ADULT,TRUE,TRUE,s140,Non-gravid,>100,>100,N,N,9/20/2015,17:27,JRM/JXS,same as cap,0
too small,9/25/2015,11:30:24,JRM/JXS,FALSE,GOPHER SNAKE,CLOUDY,9-Sep,BREEZE,19.6,20.2,SIGHT,COILED,ROCK PILE/SLIDE,ontop of rocks,den 27,320833.4587,5437487.02, , ,14,37,96,77,19,FEMALE,BABY,FALSE,FALSE, ,Non-gravid,>100,>100,N,N,9/25/2015,11:36,JRM/JXS,same as cap,0
989001004384312,9/25/2015,12:03:42,JRM/JXS,FALSE,NP RATTLESNAKE,CLOUDY,9-Sep,BREEZE,19.6,21.8,SIGHT,COILED,ROCK PILE/SLIDE,between large crack den mouth,den 27,320846.3273,5437474.189,den 27, ,62,65,273,89,184,MALE,ADULT,TRUE,TRUE,s141,N/A,>100,>100,N,N,9/25/2015,12:22,JRM/JXS,same as cap,0
989001004384238,9/25/2015,13:38:18,JRM/JXS,FALSE,NP RATTLESNAKE,CLOUDY,9-Sep,NO WIND,24.3,25.2,SIGHT,COILED,ROCK PILE/SLIDE,in rocks,den 26,320929.2909,5437183.156, , ,15,55.1,204,90,114,MALE,SUB ADULT,TRUE,TRUE,s142,N/A,>100,>100,N,N,9/25/2015,14:00,JRM/JXS,same as cap,0
989001004384324,9/27/2015,12:49:23,JRM/JXS,FALSE,NP RATTLESNAKE,SUNNY,0/9,BREEZE,19.8,18.8,SIGHT,BASKING,ROCK PILE/SLIDE,ontop of rocks,den 6,322940.0565,5435292.97,den 6, ,73,45.4,116,55,61,FEMALE,JUVENILE,FALSE,FALSE,none,Non-gravid,>100,>100,W,W,9/27/2015,13:01,JRM/JXS,same as cap,0
989001004384284,2/10/2015,12:30:23,JRM/JH,FALSE,GOPHER SNAKE,SUNNY/CLOUDY,9-Jul,NO WIND,14.3,15.1,SIGHT,MOVING,RESIDENTIAL,on road,top of rancher cr rd,322016,5434848,,,60,80.6,292,111,181,FEMALE,ADULT,FALSE,TRUE,s143,Non-gravid,74-99,ON ROAD,S,,2/10/2015,13:04,JRM/JH,high desert ,
