PIT TAG,DATE,Time,RESEARCHER,RECAPTURE,SPECIES,WEATHER,CLOUD COVE,WIND,AIR TEMP,GROUND TEM,DETECTION,BEHAVIOUR,MACRO HABI,MICRO HABI,LOCATION,Easting,Northing,DEN SITE,COMMENS,PILLOW CAS,SVL,S+B,BAG,MASS,SEX,AGE CLASS,BLOOD SAMP,SCALE CLIP,SCUTE MARK,GRAVID,DIST BUILD,DIST RD,DIR BUILD,DIR RD,REL DATE,REL TIME,REL RESEAR,REL LOCA,DAYS IN CA
4a1d202a41,4/8/2015,13:04:44,JRM/SAW,TRUE,NP RATTLESNAKE,SUNNY,9-Feb,BREEZE,16.6,17.9,SIGHT,BASKING,ROCK PILE/SLIDE,on top of rocls,Dev Den,323047.5099,5434839.329,Dev Den,SURESH,8,77.1,331,89,242,MALE,ADULT,FALSE,FALSE,,N/A,>100,>100,W,W,,,,,
4c3c411b3b,4/8/2015,14:40:32,JRM/SAW,FALSE,NP RATTLESNAKE,SUNNY,9-Feb,BREEZE,16.3,17.8,SOUND,BASKING,ROCK PILE/SLIDE,in rocks,downslope new den,323215.0808,5434774.111,new den site,FRASER,23,76.5,294,99,195,MALE,ADULT,FALSE,FALSE,,N/A,>100,>100,W,W,,,,,
4c3d3d2508,4/8/2015,15:00:01,JRM/SAW,FALSE,NP RATTLESNAKE,SUNNY,9-Mar,NO WIND,15.5,17,SIGHT,BASKING,ROCK PILE/SLIDE,on rocks,Dev Den,323047.5099,5434839.329,Dev Den,,26,71.5,259,98,161,FEMALE,ADULT,FALSE,FALSE,,NO,>100,>100,W,W,4/9/2015,11:43,JRM/SAW,Same as cap,1
4a1d150449,4/12/2015,14:25:11,JRM/SAW,TRUE,NP RATTLESNAKE,SUNNY/CLOUDY,9-Jul,BREEZE,17.9,18.5,SIGHT,COILED,ROCK PILE/SLIDE,under rock overhang,20m downslope den 6,322935,5435256,Den 6,,77,57.5,263,81,182,FEMALE,ADULT,FALSE,FALSE,,NO,>100,>100,SW,SW,4/13/2015,12:39,JRM/SAW,same as cap,1
0a13677609,4/12/2015,15:00:00,JRM/SAW,TRUE,NP RATTLESNAKE,SUNNY/CLOUDY,9-Jul,BREEZE,22.1,21.6,SIGHT,BASKING,ROCK PILE/SLIDE,on top of rock,Den 6,322932,5435283,Den 6,,ps I love you,63.5,355,103,252,FEMALE,ADULT,FALSE,FALSE,,OVE DETECTED,>100,>100,SW,SW,4/13/2015,12:37,JRM/SAW,same as cap,1
4c3d3c4566,4/12/2015,15:03:11,JRM/SAW,FALSE,NP RATTLESNAKE,SUNNY/CLOUDY,9-Jul,BREEZE,22.1,21.6,SIGHT,BASKING,ROCK PILE/SLIDE,on top of rocks,Den 6,322923,5435283,Den 6,,43,44.9,153,83,70,FEMALE,JUVENILE,FALSE,FALSE,,Non-gravid,>100,>100,SW,SW,4/13/2015,12:40,JRM/SAW,same as cap,1
4c3c072c42,4/13/2015,13:25:43,JRM/SAW,FALSE,NP RATTLESNAKE,CLOUDY,9-Aug,BREEZE,16.5,17.7,SIGHT,COILED,GOLF COURSE,open ground near rock overhang,7th tee shedding site,322673,5435063,,,99,56.6,305,117,188,FEMALE,ADULT,FALSE,FALSE,,NO,>100,>100,S ,S ,4/13/2015,13:50,JRM/SAW,same as cap,0
4c3c077c33 ,4/14/2015,13:28:06,JRM/JH,FALSE,NP RATTLESNAKE,SUNNY,9-Feb,BREEZE,19,19.4,SIGHT,BASKING,ROCK PILE/SLIDE,uneder rock overhang,new den,323224,5434773,new den site,,7,52.3,265,115,150,MALE,ADULT,FALSE,FALSE,,N/A,>100,>100,W,W,4/14/2015,13:48,JRM/JH,same as cap,0
4c3c072c55,4/14/2015,14:42:44,JRM/JH,FALSE,NP RATTLESNAKE,SUNNY,9-Feb,NO WIND,21.8,22.1,SIGHT,BASKING,ROCK PILE/SLIDE,in crack of rock,dev den,323047.5099,5434839.329,dev den,,14,59.1,292,82,210,FEMALE,ADULT,FALSE,FALSE,,Non-gravid,>100,>100,W,W,4/14/2015,15:03,JRM/JH,same as cap,0
4c3d633547,4/15/2015,14:47:20,JRM/SAW,FALSE,NP RATTLESNAKE,SUNNY,0/9,BREEZE,16.3,18,SIGHT,BASKING,ROCK PILE/SLIDE,bare ground btwn rocks,dev den,323044.3922,5434838.529,dev den, ,99,57.3,243,115,138,FEMALE,ADULT,FALSE,FALSE,n/a,NO,>100,>100,W,W,4/15/2015,15:25,JRM/SAW,same as capture,0
4c3c57125a,4/17/2015,13:00:32,JRM/SAW,FALSE,NP RATTLESNAKE,SUNNY/CLOUDY,9-Jan,BREEZE,23.9,23.5,SIGHT,BASKING,ROCK PILE/SLIDE,open rocks,den 26,320931.3648,5437185.455,den 26,Thompson,36,72.7,317,72,245,MALE,ADULT,FALSE,FALSE, ,N/A,>100,>100,SW,SW,4/23/2015,10:29,JRM/SAW,same as cap den 26,6
4c3b660c6c,4/17/2015,14:06:34,JRM/SAW,FALSE,NP RATTLESNAKE,SUNNY/CLOUDY,9-Apr,BREEZE,22.5,25,SIGHT,BASKING,ROCK PILE/SLIDE,on open rocks,den 27,320852.9584,5437479.226,den 27,bow,44,74,377,100,277,MALE,ADULT,FALSE,FALSE, ,N/A,>100,>100,NW,NW,4/23/2015,10:52,JRM/SAW,same as cap den 27,6
4c133c2077,4/17/2015,14:09:07,JRM/SAW,TRUE,NP RATTLESNAKE,SUNNY/CLOUDY,9-Apr,BREEZE,0,0,SIGHT,BASKING,ROCK PILE/SLIDE,open rocks,den 27,320851.9736,5437483.137,den 27, ,ab,86,728,102,626,MALE,ADULT,FALSE,TRUE,vl3r5l7,N/A,>100,>100,NW,NW,4/23/2015,10:52,JRM/SAW,same as cap,6
4c3c2a1736,4/17/2015,14:11:58,JRM/SAW,FALSE,NP RATTLESNAKE,SUNNY/CLOUDY,9-Apr,BREEZE,0,0,SIGHT,BASKING,ROCK PILE/SLIDE,open rocks,den 27,320853.7175,5437486.498,den 27, ,30,89.7,778,126,652,MALE,ADULT,FALSE,FALSE, ,N/A,>100,>100,NW,NW,4/23/2015,10:52,JRM/SAW,same as cap den 27,6
4c3c5b1c69,4/18/2015,12:31:03,JRM/SAW,FALSE,NP RATTLESNAKE,SUNNY,0/9,STRONG WIND,21,20.8,SIGHT,BASKING,ROCK PILE/SLIDE,between opening in rocks,new den site?,323215.9797,5434794.137,new den,Colorado,23,76.7,534,100,434,MALE,ADULT,FALSE,FALSE, ,N/A,>100,>100,W,S,4/23/2015,13:39,JRM/SAW,same as cap,5
4c16624a76,4/19/2015,12:03:31,JRM/SAW,TRUE,NP RATTLESNAKE,SUNNY,0/9,BREEZE,19.7,19.9,SIGHT,BASKING,ROCK PILE/SLIDE,ontop of rocks,den 6,322934.8677,5435285.51,den 6,basking w other snakes. Skeena,8,76,394,89,305,MALE,ADULT,FALSE,FALSE, ,N/A,>100,>100,SW,SW,4/23/2015,12:53,JRM/SAW,same as cap,4
4c3b6e2822,4/19/2015,12:57:53,JRM/SAW,TRUE,NP RATTLESNAKE,SUNNY,0/9,STRONG WIND,20.4,21.1,SIGHT,BASKING,ROCK PILE/SLIDE,open ground,dev den,323045.802,5434842.531,dev den,basking w one other snake,77,61.6,248,82,166,FEMALE,ADULT,FALSE,TRUE,Vl3r5l7,Non-gravid,>100,>100,W,W,4/23/2015,13:17,JRM/SAW,same as cap dev den,4
0a180d5f66,4/19/2015,15:08:09,JRM/SAW,TRUE,GOPHER SNAKE,SUNNY,0/9,BREEZE,22.2,24,SIGHT,MOVING,GOLF COURSE,on cart path,25m south 2nd green,322303.2973,5434935.255, ,no time to process,7,0,0,0,0,FEMALE,ADULT,FALSE,FALSE, ,NO,>100,>100,S,S,4/20/2015,10:40,JRM/SAW,same as capture,1
4c1b3d1b45,4/20/2015,12:06:51,JRM/SAW,TRUE,NP RATTLESNAKE,SUNNY,0/9,NO WIND,21.5,21.9,SIGHT,MOVING,ROCK PILE/SLIDE,under large bolder,50m downslope den 6,322938.9534,5435254.833, , ,7,69.4,383,112,271,MALE,ADULT,FALSE,FALSE, ,N/A,>100,>100,S,S,4/26/2015,10:30,JRM/KME,same as cap, 
4c3d595661,4/20/2015,14:01:31,JRM/SAW,FALSE,NP RATTLESNAKE,SUNNY,0/9,NO WIND,26.6,27,SOUND,COILED,ROCK PILE/SLIDE,up inside mock orange bush,new den site,323225.716,5434790.374, , ,99,76.8,494,117,377,MALE,ADULT,FALSE,TRUE,l3r5l7,N/A,>100,>100,W,SW,4/25/2015,12:33,JRM/KME,SAME AS CAP,5
0a180d5f4f,4/21/2015,13:01:43,JRM/SAW,TRUE,NP RATTLESNAKE,SUNNY,9-Feb,BREEZE,23.5,23.8,SIGHT,BASKING,ROCK PILE/SLIDE,edge of rock overhang,20m below dev den,323070.8014,5434933.981,dev den, ,14,62.4,249,81,168,MALE,ADULT,FALSE,FALSE, ,N/A,>100,>100,W,W,4/26/2015,11:26,JRM/KME,same as Cap,6
445e1b2963,4/23/2015,11:49:44,JRM/SAW,TRUE,NP RATTLESNAKE,CLOUDY,9-Sep,BREEZE,16.9,20.7,SIGHT,MOVING,SHRUB STEPPE,tall grass,trail bridge,322145.4809,5435054.092, ,R2D2,26,69.8,327,99,228,MALE,ADULT,FALSE,TRUE,l3r5l7,N/A,50-99,>100,S,SE,4/23/2015,13:50,JRM/KME,same as cap.,1
4c1e773369,4/23/2015,15:30:00,JH,TRUE,GOPHER SNAKE,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,RESIDENTIAL,open cement,centre parking lot,322095.9333,5434895.801, , ,8,97.4,491,137,354,MALE,ADULT,FALSE,TRUE,l3r5l7,N/A,>10,>10,E,S,4/24/2015,13:45,JRM/KME, high desert near fire pit,1
4c3c683878,4/26/2015,13:24:51,JRM/KME,FALSE,NP RATTLESNAKE,SUNNY/CLOUDY,9-Apr,BREEZE,21.5,23.1,SOUND,COILED,ROCK PILE/SLIDE,SIDE OF BIG ROCK,50 M EAST OF NEW DEN SITE,323255.6642,5434739.668,new den?, ,AB,43.8,164,102,62,MALE,JUVENILE,FALSE,FALSE, ,N/A,>100,>100,W,SW,4/27/2015,16:32,JRM/KME,same as cap,1
4c3c0260c23,4/26/2015,13:44:19,JRM/KME,FALSE,NP RATTLESNAKE,SUNNY/CLOUDY,9-Mar,BREEZE,22.2,25,SOUND,COILED,ROCK PILE/SLIDE,UNDER ROCK,GULLY DOWN SLOPE NEW DEN,323269.0917,5434705.681, , ,77,51.8,169,82,87,FEMALE,JUVENILE,FALSE,FALSE, ,NO,>100,>100,W,W,4/27/2015,16:18,JRM/KME,same as cap,1
4c3c257a1b,4/26/2015,13:58:28,JRM/KME,FALSE,NP RATTLESNAKE,SUNNY/CLOUDY,9-Mar,BREEZE,22.8,24.3,SOUND,COILED,ROCK PILE/SLIDE,under large rock,gulley downslope new den,323248.1486,5434697.807, , ,36,57.2,159,71,88,FEMALE,SUB ADULT,FALSE,FALSE, ,NO,>100,>100,W,SW,4/26/2015,16:21,JRM/KME,same as cap,1
46566c1407,4/26/2015,15:15:44,JRM/KME,TRUE,NP RATTLESNAKE,SUNNY,9-Jan,BREEZE,24.1,25.2,SOUND,BASKING,CONSTRUCTION,open grass,N dev fence b/w 7th fairway and fence,322634.6463,5434853.295, , ,23,69,353,99,254,MALE,ADULT,FALSE,TRUE,Vl3r5l7,N/A,Oct-50,Oct-50,E,E,4/27/2015,14:47,JRM/KME,same as cap,1
0a13677569,4/27/2015,10:40:38,JRM/KME,TRUE,NP RATTLESNAKE,CLOUDY,9-Sep,BREEZE,20.6,22.8,SIGHT,COILED,SHRUB STEPPE,in grass,trail bridge,322148.8275,5435052.614, , ,14,65.7,347,82,265,MALE,ADULT,FALSE,TRUE,VL3R5L7,N/A,50-99,50-99,S,S,4/27/2015,10:45,JRM/KME,SAME AS CAP,1
4c3b463b0b,4/27/2015,13:52:53,JRM/KME,FALSE,NP RATTLESNAKE,SUNNY/CLOUDY,9-Jun,BREEZE,25,23.5,SIGHT,COILED,SHRUB STEPPE,under antelope Brush near bridge,trail bridge,322141.8924,5435060.752, , ,13,52.7,254,137,117,MALE,SUB ADULT,FALSE,TRUE,VL3R5L7,N/A,50-99,50-99,S,S,4/27/2015,10:45,JRM/KME,SAME AS CAP,1
4c3b7e665f,4/27/2015,16:45:53,JRM/KME,FALSE,NP RATTLESNAKE,SUNNY/CLOUDY,9-Jul,BREEZE,21,22,SIGHT,COILED,ROCK PILE/SLIDE,under rock overhang,bottom slope new den,323215.5199,5434761.529,new den?, ,8,38.2,134,87,47,FEMALE,JUVENILE,FALSE,FALSE, ,NO,>100,>100,W,SW,4/27/2015,17:01,JRM/KME,same as caught,0
0a180d5f4c,4/27/2015,17:39:50,JRM/KME,TRUE,GOPHER SNAKE,SUNNY/CLOUDY,9-Apr,SLIGHT WIND,23.4,23.5,SIGHT,MOVING,RESIDENTIAL,on road,valley view drive,322528.5531,5434505.785, , ,44,95.4,392,100,292,MALE,ADULT,FALSE,TRUE,VL3R5L7,N/A,>100,ON ROAD,N, ,4/27/2015,17:40,JRM/KME,shrub steppe by road,1
4c3d604413,4/28/2015,12:50:53,JRM/KME,FALSE,NP RATTLESNAKE,SUNNY/CLOUDY,9-Apr,BREEZE,26.4,28.1,SIGHT,BASKING,ROCK PILE/SLIDE,ontop rock,20m below dev den,323032.0463,5434841.243, ,fed mouse. nile,36,57.6,213,71,142,MALE,SUB ADULT,FALSE,FALSE, ,N/A,>100,>100,W,W,5/9/2015,14:14,JRM/KME,same as cap,10
4c3c14691d,4/28/2015,14:16:31,JRM/KME,FALSE,NP RATTLESNAKE,SUNNY/CLOUDY,9-Apr,BREEZE,28.9,29.6,SIGHT,BASKING,ROCK PILE/SLIDE,UNDER ROCK,50 S DEV DEN,323041.2801,5434812.418, , ,23,59.7,187,92,95,FEMALE,JUVENILE,FALSE,FALSE, ,NO,>100,>100,W,W,4/28/2015,14:37,JRM/KME,same a cap,0
4c3d055019,4/28/2015,16:00:59,JRM/KME,FALSE,NP RATTLESNAKE,SUNNY/CLOUDY,9-Aug,SLIGHT WIND,28.9,29.2,SIGHT,COILED,SHRUB STEPPE,in hole in rock,gulley above substation,322940.9031,5434683.935, , ,7,59.4,330,110,220,FEMALE,ADULT,FALSE,FALSE, ,YES,>100,>100,W,W,4/28/2015,16:24,JRM/KME,same as cap,0
456d5d4e38,4/28/2015,10:36:40,INTERPRETERS,TRUE,NP RATTLESNAKE,UNKNOWN,UNKNOWN,UNKNOWN,0,0,UNKNOWN,UNKNOWN,SHRUB STEPPE,open grass,first bridge,322149.0502,5435049.152, , ,ab,71.2,318,107,211,MALE,ADULT,FALSE,TRUE,Vl3r5l7,N/A,50-99,50-99,S,S,4/29/2015,10:40,JRM/KME,near capture,1
4c3b4c3e02,4/28/2015,14:24:36,JRM/KME,FALSE,GOPHER SNAKE,SUNNY/CLOUDY,9-Jun, ,30.3,29.6,SIGHT,MOVING,GOLF COURSE,on cart path,green 2,322300.3137,5434936.774, , ,99,42,144,117,27,MALE,JUVENILE,FALSE,FALSE, ,N/A,>100,>100,W,W,4/29/2015,14:20,JRM/KME,by green 2,1
456a29484f,4/29/2015,15:01:00,JRM/KME,TRUE,NP RATTLESNAKE,SUNNY/CLOUDY,9-Jun,NO WIND,24.8,27.8,SIGHT,COILED,GOLF COURSE,antelope brush,20 m S 6 fairway,322448.7379,5434889.403, , ,77,73.5,347,81,266,MALE,ADULT,FALSE,TRUE,vl3r5l7,N/A,>100,>100,E,E,4/29/2015,15:00,JRM/KME,same as cap,0
4c3d440e03,4/30/2015,11:05:24,JRM/KME,FALSE,GOPHER SNAKE,SUNNY/CLOUDY,9-Sep,BREEZE,21.4,22.6,SIGHT,COILED,CONSTRUCTION,in sage,20 east of east dev fence,322769.655,5434724.157, , ,23,101,386,95,291,MALE,ADULT,FALSE,TRUE,vl3r5l7,N/A,50-99,50-99,W,SW,4/30/2015,11:50,JRM/KME,same as cap,0
4c3d3d1f07,4/30/2015,12:04:02,JRM/KME,FALSE,GOPHER SNAKE,SUNNY/CLOUDY,9-Aug,BREEZE,23,23.9,SIGHT,MOVING,CONSTRUCTION,under dead sagebrush,30m upslope E dev fence,322798.1121,5434708.704, , ,44,87.8,340,100,240,MALE,ADULT,FALSE,TRUE,Vl3r5l7,N/A,50-99,>100,W,W,4/30/2015,12:27,JRM/KME,same as cap,0
4c3b536607,4/30/2015,13:58:19,JRM/KME,FALSE,NP RATTLESNAKE,SUNNY/CLOUDY,9-Aug,BREEZE,24.5,31.3,SIGHT,COILED,ROCK PILE/SLIDE,UNDER ROCK/ BALSAM,100M DOWN SLOPE  NEW DEN,323125.5601,5434764.191, , ,13,52.5,218,134,84,FEMALE,JUVENILE,FALSE,FALSE, ,Non-gravid,>100,>100,W,SW,4/30/2015,14:17,JRM/KME,same as cap,0
4a1d150449,4/30/2015,17:24:50,JRM/KME,TRUE,NP RATTLESNAKE,CLOUDY,9-Sep,SLIGHT WIND,19.2,20.8,SIGHT,MOVING,GOLF COURSE,on cart path,green 5,322352.2642,5434930.259, ,previosly captured,14,54.7,255,82,173,FEMALE,ADULT,FALSE,TRUE,Vl3r5l7,Ova detected,>100,>100,E,E,4/30/2015,17:37,JRM/KME,near cap,0
0a180d5f76,5/2/2015,9:10:58,JRM/SAW,TRUE,GOPHER SNAKE,SUNNY,9-Feb,STRONG WIND,18,19,SIGHT,MOVING,RESIDENTIAL,open ground,gallery in front of pond,322118.0023,5434966.548, , ,30,84.5,355,126,229,MALE,ADULT,FALSE,TRUE,Vl3r5l7,N/A,>10,Oct-50,S,S,5/2/2015,9:30,JRM/KME,high desert 25m away from cap,0
0a180d5f7c,4/30/2015,16:10:55,INTERPRETERS,TRUE,GOPHER SNAKE,UNKNOWN,UNKNOWN,UNKNOWN,0,0,SIGHT,UNKNOWN,RESIDENTIAL,on road,rd in front of centre,322094.4413,5434876.878, , ,7,84.5,313,111,202,MALE,ADULT,FALSE,TRUE,Vl3r5l7,N/A,<10,ON ROAD,E,none,5/2/2015,9:00,JRM/KME,high desert,2
4c3d30083d,5/2/2015,11:38:20,JRM/SAW,FALSE,NP RATTLESNAKE,SUNNY,9-Feb,STRONG WIND,19.5,18.1,SOUND,EATING,SHRUB STEPPE,under antelope brush,toe slope den 25,320922.0315,5436630.746, , ,ab,52.5,210,100,110,FEMALE,SUB ADULT,FALSE,TRUE,Vl3r5l7,Non-gravid,>100,>100,NW,NW,5/2/2015,11:54,JRM/KME,same as cap,0
4c3b41017b,5/2/2015,12:31:28,JRM/KME,FALSE,NP RATTLESNAKE,SUNNY,9-Jan,STRONG WIND,22,21.6,SOUND,BASKING,SHRUB STEPPE,open sand,on gravel rd N of village gate,321961.3057,5435547.469, , ,99,45.6,178,115,63,FEMALE,JUVENILE,FALSE,FALSE, ,Non-gravid,>100,>100,S,S,5/2/2015,12:48,JRM/KME,same as cap,0
4c3d440e03,5/2/2015,16:36:55,JRM/KME,TRUE,GOPHER SNAKE,SUNNY,9-Jan,SLIGHT WIND,24.4,25.6,SIGHT,MOVING,CONSTRUCTION,open sand,25m upslope NE dev fence,322768.9639,5434812.06, ,caught earlier in the week,77,100,365,80,285,MALE,ADULT,FALSE,FALSE, ,N/A,50-99,>100,W,W,5/2/2015,16:51,JRM/KME,same as cap,0
4a6c546200,5/2/2015,17:17:53,JRM/KME,TRUE,NP RATTLESNAKE,SUNNY,9-Jan,STRONG WIND,20.5,21,SOUND,BASKING,SHRUB STEPPE,in antelope brush,60m north dev fence,322716.842,5434919.616, , ,26,57.2,247,100,147,FEMALE,ADULT,FALSE,TRUE,vl3r5l7,Non-gravid,50-99,50-99,S,S,5/2/2015,17:36,JRM/KME, ,0
4c3c24507e,5/3/2015,10:51:20,JRM/KME,FALSE,RACER,SUNNY,0/9,BREEZE,18.3,18.6,SIGHT,MOVING,CONSTRUCTION,open sand against dev fence,against N dev fence,322668.2932,5434871.522, , ,23,55.5,178,100,78,MALE,ADULT,FALSE,TRUE,vler5l7,N/A,Oct-50,<10,S,S,5/3/2015,11:06,JRM/KME,same as cap,0
4c3c7b643c,5/3/2015,12:07:21,JRM/KME,FALSE,GOPHER SNAKE,SUNNY,0/9,BREEZE,20,18.8,SIGHT,MOVING,CONSTRUCTION,open ground along dev fence,along north dev fence,322655.517,5434873.064, , ,7,80.5,262,110,152,MALE,ADULT,FALSE,TRUE,vl3r5l7,N/A,Oct-50,<10,S,S,5/3/2015,11:45,JRM/KME,same as cap,0
4c3c2a695a,5/3/2015,13:08:12,JRM/KME,FALSE,NP RATTLESNAKE,SUNNY,0/9,BREEZE,22.3,20.2,SIGHT,MOVING,SHRUB STEPPE,under boulder,gulley upslope substation,322942.9828,5434687.565, , ,13,52.4,240,130,110,MALE,JUVENILE,FALSE,FALSE, ,N/A,>100,>100,W,W,5/3/2015,13:22,JRM/KME,same as cap,0
4c3d607240,5/3/2015,17:19:48,JRM/KME,FALSE,RACER,SUNNY,9-Jan,BREEZE,23.1,24.6,SOUND,MOVING,GOLF COURSE,open tall grass,25m S 6th fairway,322536.2828,5434918.686, , ,44,54.7,183,97,0,MALE,ADULT,FALSE,TRUE,vl3r5l7.lost one scale in grass,N/A,>100,>100,E,E,5/3/2015,17:36,JRM/KME,same as cap,0
4c3c7f6430,5/4/2015,10:54:00,JRM/SAW,FALSE,NP RATTLESNAKE,SUNNY,0/9,NO WIND,18.2,18.6,SOUND,COILED,ROCK PILE/SLIDE,ontop of shaded rock,den 26,320927.678,5437179.138,den 26, ,8,53.3,247,90,157,FEMALE,SUB ADULT,FALSE,TRUE,Vl3r5l7,Non-gravid,>100,>100,NW,NW,5/4/2015,11:20,JRM/KME,same as cap,0
0a180d5f6b,5/6/2015,13:06:43,JRM/KME,FALSE,NP RATTLESNAKE,SUNNY/CLOUDY,9-May,SLIGHT WIND,15.7,16.6,SIGHT,BASKING,SHRUB STEPPE,under rock,north of fairway 6,322586.3421,5435079.513, , ,ab,64,410,100,310,FEMALE,ADULT,FALSE,TRUE,vl3r5l7,Non-gravid,>100,>100,SE,SE,5/6/2015,14:55,JRM/KME,same as cap,0
4c3d3e5b17,5/7/2015,12:05:20,JRM/KME,FALSE,NP RATTLESNAKE,SUNNY,0/9,SLIGHT WIND,23.1,27.3,SOUND,COILED,SHRUB STEPPE,tall grass,trail bridge,322148.7638,5435053.158, , ,26,57.6,250,98,162,MALE,ADULT,TRUE,TRUE,vl3r5l7,N/A,50-99,>100,S,S,5/8/2015,10:10,JRM/KME,same as cap,1
4c3c3b4f0f,5/7/2015,14:48:03,JRM/KME,FALSE,GOPHER SNAKE,SUNNY,0/9,SLIGHT WIND,22.8,22.7,SIGHT,BASKING,GOLF COURSE,under rock overhang,rocks above 7th tee,322708.1484,5434998.306, , ,7,92,350,110,240,MALE,ADULT,FALSE,TRUE,vl3r5l7,N/A,>100,>100,S,S,5/7/2015,15:13,JRM/KME,same as cap,0
0a180d5f42,5/7/2015,15:50:04,JRM/KME,TRUE,NP RATTLESNAKE,SUNNY,9-Jan,SLIGHT WIND,24.5,24.5,SOUND,MOVING,CONSTRUCTION,under antelopebrush,N dev fence 1m off fence,322643.6012,5434858.6, , ,99,56.7,266,117,149,MALE,ADULT,FALSE,TRUE,vl3r5l7,N/A,Oct-50,<10,E,E,5/13/2015,13.52,JRM/KME,same as cap, 
4a60292d31,5/8/2015,11:12:17,JRM/KME,TRUE,NP RATTLESNAKE,SUNNY,0/9,SLIGHT WIND,21.1,21.4,SIGHT,MOVING,CONSTRUCTION,open sand against fence,north west dev fence,322626.6164,5434833.408, , ,77,60.2,212,78,134,FEMALE,ADULT,FALSE,TRUE,Vl3r5l7,Post Partum,Oct-50,<10,E,E,5/8/2015,11:30,JRM/KME,ame as cap,0
4c3c400f48,5/8/2015,13:17:02,JRM/KME,FALSE,NP RATTLESNAKE,SUNNY,0/9,STRONG WIND,24.3,26.9,SIGHT,HIDING,SHRUB STEPPE,UNDER ROCK,150M DOWN DEV DEN,322949.7471,5434788.798, , ,14,36.6,112,72,40,FEMALE,JUVENILE,FALSE,FALSE, ,Non-gravid,>100,>100,W,W,5/8/2015,13:35,JRM/KME,same as cap,0
4c3b5b4f36,5/8/2015,16:19:13,JRM/KME,FALSE,RACER,SUNNY,0/9,BREEZE,25.7,26.3,SIGHT,BASKING,CONSTRUCTION,in sage brush,26m north dev fence,322688.102,5434895.973, , ,13,61.6,239,135,104,FEMALE,ADULT,TRUE,TRUE,vl3r5l7,Non-gravid,50-99,Oct-50,S,E,5/8/2015,16:41,JRM/KME,same as cap,0
0a180d6006,5/8/2015,17:03:23,JRM/KME,FALSE,NP RATTLESNAKE,SUNNY,0/9,SLIGHT WIND,23.5,25.1,SIGHT,MOVING,CONSTRUCTION,under antelope brush,west of dev fence,322635.5733,5434858.49, , ,30,52.2,262,124,138,FEMALE,SUB ADULT,FALSE,TRUE,vl3r5l7,Non-gravid,Oct-50,Oct-50,E,E,5/8/2015,17:15,JRM/KME,same as cap,0
4c3d620223,5/8/2015,17:39:20,JRM/KME,FALSE,GOPHER SNAKE,SUNNY,0/9,BREEZE,23.3,25.3,SIGHT,MOVING,GOLF COURSE,in grass,fairway 7,322591.8659,5434746.637, , ,23,86,315,95,220,MALE,ADULT,FALSE,TRUE,Vl3r5l7,N/A,Oct-50,Oct-50,E,E,5/8/2015,17:56,JRM/KME,same as cap,0
4a6b3c5330,5/10/2015,9:51:48,JRM/KME,TRUE,NP RATTLESNAKE,SUNNY,0/9,NO WIND,23.6,18.3,SIGHT,COILED,CONSTRUCTION,open tall grass,west dev fence bw fence and fairway 7,322594.7813,5434776.694, , ,23,57.4,219,97,122,FEMALE,ADULT,TRUE,TRUE,vl3r5l7,Non-gravid,<10,Oct-50,E,E,5/10/2015,10:00,JRM/KME,same as cap,0
4a1e1e2067,5/10/2015,11:23:40,JRM/KME,TRUE,NP RATTLESNAKE,SUNNY/CLOUDY,9-Jul,BREEZE,24.9,25.1,SIGHT,MOVING,CONSTRUCTION,on rocks,20m N north dev fence,322724.4363,5434889.028, ,could not find caudal vein,77,66.4,305,81,224,MALE,ADULT,FALSE,TRUE,vl3r5l7,N/A,50-99,Oct-50,S,S,5/10/2015,11:30,JRM/KME,same as cap,0
0a180d5f39,5/10/2015,17:30:31,JRM/KME,TRUE,NP RATTLESNAKE,SUNNY/CLOUDY,9-Sep,BREEZE,27.8,26,SIGHT,BASKING,CONSTRUCTION,tall grass under antelope,bw 7th fairway and W dev fence,322632.1065,5434847.68, , ,13,54.5,270,135,135,MALE,ADULT,FALSE,TRUE,vl3r5l7,N/A,Oct-50,Oct-50,E,E,5/13/2015,13:44,JRM/KME,same as cap, 
0a13677555,5/10/2015,11:30:00,MAINTENANCE,FALSE,GOPHER SNAKE, , , ,0,0, , , , ,washroom 3- campground,321452.5172,5434835.253, , ,7,88.5,341,111,230,FEMALE,ADULT,FALSE,TRUE,vl3r5l7,Non-gravid,<10,<10, , ,5/11/2015,9:25,JRM/KME,high desert area,1
0a1367756f,5/11/2015,13:17:10,JRM/KME,TRUE,NP RATTLESNAKE,SUNNY/CLOUDY,9-Jun,BREEZE,29.6,27.5,SOUND,BASKING,SHRUB STEPPE,open tall grass,bridge,322146.1819,5435053.369, , ,23,52.5,215,98,117,MALE,SUB ADULT,FALSE,TRUE,vl3r5l7,N/A,50-99,>100,S,S,5/11/2015,15:00,JRM/KME,same as cap,0
47241f5a64,5/12/2015,13:47:28,JRM/KME,TRUE,NP RATTLESNAKE,DRIZZLE,9-Sep,BREEZE,20.1,21.7,SIGHT,COILED,GOLF COURSE,open grass,6th teebox,322368.9913,5434950.221, , ,14,64.3,285,79,206,FEMALE,ADULT,TRUE,TRUE,Vl3r5l7,Non-gravid,>100,>100,E,E,5/12/2015,13:55,JRM/KME,same as cap,0
