PIT TAG,DATE,Time,RESEARCHER,RECAP,SPECIES,WEATHER,CLOUD COV,AIR TEMP,GROUND TEM,DET,BEHAVIOUR,MACRO HAB,MICRO HAB,LOCATION,Easting,Northing,SITE,DEN,PILLOW,SVL,S+B,BAG,MASS,SEX,AGE CLASS,REPRO,BLOOD 1,BLOOD 1 TI,BLOOD 2,BLOOD 2 TI,SCALE,DIST BUI,DIST RD,DIR BUI,DIR RD,RELOC,REL TIME,REL DAY,REL LOC,DAY CAP,COMMENTS
989001005710929,7/20/2016,11:22:33,JRM/CH,FALSE,RACER,SUNNY,2,25.2,24.6,SIGHT,MOVING,RESIDENTIAL,snake fence,inside fence b/w GC & SR,322090.2417,5434956.194,SOUTH, ,5,68.5,237,125,112,FEMALE,ADULT,NON GRAVID, , , , , ,<10,Oct-50,W,W,TRUE,11:34,20-Jul,E edge hole 1,0, 
L5,7/20/2016,15:40:08,MAINTENANCE,FALSE,RATTLESNAKE,SUNNY,4,0,0,UNKNOWN,UNKNOWN,CAMPGROUND,unknown,CG staff accom,321515.5579,5434728.397,SOUTH, ,72,27.2,128,107,21,FEMALE,BABY,NON GRAVID, , , , , ,<10,<10,S,W,TRUE,15:03,20-Jul,high desert,0, 
989001005710919,7/20/2016,13:00:00,MAINTENANCE,FALSE,RATTLESNAKE,SUNNY,3,0,0,UNKNOWN,UNKNOWN,CAMPGROUND,unknown,CG staff accom,321516.1858,5434729.081,SOUTH, ,72,30,132,107,25,FEMALE,BABY,NON GRAVID, , , , , ,<10,<10,S,W,FALSE,14:50,20-Jul,high desert,0, 
989001005710883,7/21/2016,8:52:06,JRM/CH,FALSE,GOPHER SNAKE,SUNNY,0,21.8,21,SIGHT,BASKING,SHRUB STEPPE,open sand,atv trail to N desert,321100.1915,5436071.485,NORTH, ,4,64.4,221,110,111,FEMALE,ADULT,NON GRAVID, , , , , ,>100,>100,W,W,FALSE,9:06,21-Jul,same as cap,0, 
989001005040853,7/21/2016,9:34:28,JRM/JH,TRUE,RATTLESNAKE,SUNNY,0,23.9,22.3,SIGHT,COILED,SHRUB STEPPE,antelopebrush,under pwr lines near den 25,320946.8521,5436563.509,NORTH, ,13,48.9,253,130,123,MALE,SUB-ADULT,N/A, , , , , ,>100,>100,SW,SW,FALSE,9:42,21-Jul,same as cap,0,just ate
989001005710863,7/22/2016,11:57:57,JRM/CR/RR,FALSE,RATTLESNAKE,CLOUDY,9,22,21.7,SIGHT,MOVING,PINE STAND,open ground near rocks,anarchist mnt,323922.1534,5435416.228,MOUNTAIN, ,61,37,117,78,39,FEMALE,SUB-ADULT,NON GRAVID, , , , , ,>100,>100,S,S,FALSE,12:07,22-Jul,same as cap,0, 
0a1367760c,7/23/2016,8:52:05,JRM/KH,TRUE,RATTLESNAKE,SUNNY,0,21.2,17.5,SIGHT,BASKING,GOLF COURSE,open tall grass,N edge fairway 6,322498.3359,5434966.764,SOUTH, ,1,56.5,269,130,139,FEMALE,ADULT,NON GRAVID,b16-66a,4:45,b16-66b,19:25,s16-66,>100,>100,S,S,FALSE,9:05,23-Jul,same as cap,0,coiled w female
4a6c546200,7/23/2016,9:54:11,JRM/KH,TRUE,RATTLESNAKE,SUNNY,1,24.1,24,SIGHT,BASKING,GOLF COURSE,antelope,east edge fairway7,322669.8845,5434931.157,SOUTH, ,54,68.3,228,99,129,FEMALE,ADULT,NON GRAVID, , , , , ,Oct-50,Oct-50,S,S,FALSE,9:57,23-Jul,same as cap,0,50m north of dev site
0a180d5f6e,7/23/2016,10:46:38,JRM/KH,TRUE,RATTLESNAKE,SUNNY/CLOUDY,6,23.9,27.5,SIGHT,BASKING,GOLF COURSE,tall grass,near 5 teebox,322531.3147,5434719.874,NORTH, ,1,65.8,352,130,222,MALE,ADULT,N/A, , , , , ,75-100,75-100,E,E,FALSE,10:53,23-Jul,same as cap,0, 
989001005710903,7/24/2016,8:34:13,JRM/KH,FALSE,RATTLESNAKE,SUNNY,0,22.8,21.8,SIGHT,MOVING,SHRUB STEPPE,open sand,fence culvert,321812.5681,5434731.938,SOUTH, ,3,71.3,351,99,252,MALE,ADULT,N/A, , ,b16-67b,16:30,s16-67,50-75,75-100,S,SE,TRUE,8:50,24-Jul,riparian,0,inside fence
989001005710875,7/26/2016,9:15:00,JRM/CH,FALSE,RATTLESNAKE,SUNNY/CLOUDY,5,27.1,27,SIGHT,MOVING,SHRUB STEPPE,open ground along fence,N CG fence,321463.5388,5435229.554,NORTH, ,14,57.6,216,78,138,FEMALE,ADULT,NON GRAVID, , ,b16-68b,15:47,s16-68,>100,>100,SW,SW,FALSE,9:28,26-Jul,near cap,0,skinny.
989001005710861,7/26/2016,11:29:11,JRM/CH,TRUE,RATTLESNAKE,SUNNY/CLOUDY,6,31.5,32.1,SIGHT,BASKING,SHRUB STEPPE,under cattleguard,rattlesnake pt,319273.6375,5437304.14,NORTH, ,ps i love you,71.7,553,101,452,MALE,ADULT,N/A, , , , , ,Oct-50,ON ROAD,W, ,FALSE,11:36,26-Jul,same as cap,0,fed large prey recently
989001005710945,7/27/2016,10:07:24,JRM/CH,FALSE,RATTLESNAKE,SUNNY,0,25.1,23.1,SIGHT,COILED,RIPARIAN,tall shrubs,rancher creek,321902.2836,5434870.305,SOUTH, ,51,60.3,318,114,204,FEMALE,ADULT,NON GRAVID,b16-69a,8:02,b16-69b,15:31,s16-69,>100,50-75,E,S,FALSE,10:20,27-Jul,same as cap,0, 
0a13677575,7/27/2016,20:29:47,JRM/CH,TRUE,GOPHER SNAKE,DUSK CLEAR,6,22.5,23.1,SIGHT,MOVING,GOLF COURSE,open ground,N edge green 1,322205.6023,5434951.052,SOUTH, ,4,97.8,564,115,449,MALE,ADULT,N/A, , , , , ,75-100,>100,SW,SW,FALSE,20:34,27-Jul,same as cap,0,beautiful snake
989001004384329,7/27/2016,21:46:31,JRM/CH,TRUE,GOPHER SNAKE,DUSK CLEAR,2,24.8,24.8,SIGHT,MOVING,GOLF COURSE,open sand,8th teebox,322589.9424,5434681.569,SOUTH, ,5,80.7,271,126,145,MALE,ADULT,N/A, , , , , ,Oct-50,50-75,E,E,FALSE,21:50,27-Jul,same as cap,0, 
989001005710881,7/29/2016,10:22:39,JRM/CH,FALSE,RACER,SUNNY,2,32.3,31.7,SIGHT,BASKING,GOLF COURSE,open grass,b/w hole 4 and 5,322332.0354,5434856.852,SOUTH, ,14,60.6,177,76,101,FEMALE,ADULT,NON GRAVID, , , , , ,>100,>100,SW,SW,FALSE,10:32,29-Jul,same as cap,0, 
0a180d6000,7/29/2016,11:06:11,JRM/CH,FALSE,RATTLESNAKE,SUNNY,2,33.6,33.7,SIGHT,BASKING,RIPARIAN,open ground,RC riparian,321889.375,5434866.939,SOUTH, ,53,60.7,293,124,169,FEMALE,ADULT,NON GRAVID,b16-70,4:08,b16-70b,16:36,s16-70,75-100,>100,S,E,FALSE,11:18,29-Jul,same as cap,0, 
989001005710873,7/30/2016,7:47:15,JRM/CH,FALSE,GOPHER SNAKE,SUNNY,0,23,20.3,SIGHT,BASKING,SHRUB STEPPE,snake fence,outside N CG fence,321498.6749,5435067.119,SOUTH, ,54,79,280,100,180,MALE,ADULT,N/A, , , , , ,Oct-50,Oct-50,W,W,FALSE,8:00,30-Jul,same as cap,0, 
46566c1407,8/1/2016,8:38:02,JRM/CH,TRUE,RATTLESNAKE,SUNNY,0,19.3,19.5,SIGHT,COILED,GOLF COURSE,open ground edge of cart path,upslope 3rd teebox,322329.6257,5434923.954,SOUTH, ,54,68,337,100,237,MALE,ADULT,N/A, , , , , ,>100,>100,W,W,FALSE,8:44,1-Aug,near cap,0,shed since may
0a13677609,8/1/2016,10:04:57,JRM/CH,TRUE,RATTLESNAKE,SUNNY,0,24.5,23.8,SIGHT,COILED,GOLF COURSE,antelopebrush,9th tee box,322534.8664,5434535.177,SOUTH, ,54,62,297,100,197,FEMALE,ADULT,NON GRAVID, , , , , ,Oct-50,Oct-50,N,S,FALSE,10:14,1-Aug,same as cap,0,coiled w TANGO
989001005710901,8/1/2016,10:43:38,JRM/CH,FALSE,RACER,SUNNY,0,25.6,26.4,SIGHT,BASKING,CONSTRUCTION,open ground,W dev fence,322611.7508,5434806.824,SOUTH, ,54,51.8,171,100,71,MALE,ADULT,N/A, , , , , ,Oct-50,<10,E,E,FALSE,10:51,1-Aug,same as cap,0, 
989001005710913,8/2/2016,9:43:17,JRM/CH,FALSE,RATTLESNAKE,SUNNY,4,25.6,26.9,SIGHT,COILED,SHRUB STEPPE,open sand,near den 25,320977.3141,5436513.852,NORTH, ,63,49.8,192,100,92,MALE,SUB-ADULT,N/A, , ,b16-71b,16:40,s16-71,>100,>100,NW,NW,FALSE,9:50,2-Aug,same as cap,0, 
989001005710904,8/2/2016,9:57:56,JRM/CH,FALSE,RATTLESNAKE,SUNNY,8,25.6,26.9,SOUND,COILED,SHRUB STEPPE,dEad antelope branch,ND downslope den 25,320983.7669,5436519.513,NORTH, ,3,39,146,99,47,MALE,SUB-ADULT,N/A, , , , , ,>100,>100,NW,NW,FALSE,10:08,2-Aug,same as cap,0, 
989001005710921,8/3/2016,9:30:20,JRM/CH,TRUE,RATTLESNAKE,SUNNY,0,19,18.6,SIGHT,COILED,GOLF COURSE,under dead sage branch,N edge fairway 6,322503.9393,5434983.466,SOUTH, ,51,58.5,274,115,159,MALE,ADULT,N/A, , ,b16-72b,15:46,s16-72,>100,>100,S,S,FALSE,9:42,3-Aug,same as cap,0, 
0a180d5f7f,8/3/2016,10:38:23,JRM/CH,TRUE,RATTLESNAKE,SUNNY/CLOUDY,4,24.5,25.5,SOUND,BASKING,SHRUB STEPPE,tall gras near rock,b/w climbingrock & den6 gulley,322700.3719,5435202.153,SOUTH, ,52,58.5,301,102,199,FEMALE,ADULT,GRAVID, , , , , ,>100,>100,S,S,FALSE,10:47,3-Aug,same as cap,0, 
0a180d5f37,8/3/2016,11:10:43,JRM/CH,TRUE,RATTLESNAKE,SUNNY,3,25.1,24.3,SIGHT,BASKING,SHRUB STEPPE,rock,b/w climb rock & den 6 gulley,322729.962,5435184.911,SOUTH, ,62,58.8,320,89,231,FEMALE,ADULT,GRAVID, , , , , ,>100,>100,S,S,FALSE,11:15,3-Aug,same as cap,0, 
0a13677569,8/3/2016,10:18:56,INTERPRETERS,TRUE,RATTLESNAKE,UNKNOWN,UNKOWN,0,0,SIGHT,UNKNOWN,SHRUB STEPPE,tall grass,first bridge trail,322148.1388,5435053.99,SOUTH, ,54,68.8,364,101,263,MALE,ADULT,N/A, , , , , ,75-100,75-100,S,S,FALSE,13:54,3-Aug,near cap,0, 
0a180d5f45,8/4/2016,9:28:47,JRM/CH,TRUE,GOPHER SNAKE,SUNNY,0,22.3,20.8,SIGHT,BASKING,SHRUB STEPPE,open grass,N fence inside,321505.8722,5435015.645,SOUTH, ,2,102,501,65,434,MALE,ADULT,N/A, , , , , ,75-100,75-100,W,W,TRUE,9:36,4-Aug,outside fence,0, 
989001005710937,8/4/2016,11:35:22,JRM/CH,FALSE,RATTLESNAKE,SUNNY,0,29.5,28.5,SIGHT,MOVING,SHRUB STEPPE,under sage,N dedert,319941.4805,5436629.031,NORTH, ,53,54.3,249,119,130,MALE,SUB-ADULT,N/A,b16-73a,4:13,b16-73b,16:45,s16-73,>100,>100,N,N,FALSE,11:50,4-Aug,same as cap,0, 
989001005710925,8/5/2016,9:40:44,JRM/CH,TRUE,RATTLESNAKE,SUNNY,1,24.6,21.3,SIGHT,BASKING,SHRUB STEPPE,rock,N hole 6 gulley shed site,322418.5781,5435036.652,SOUTH, ,4,64.2,285,113,172,MALE,ADULT,N/A, , , , , ,>100,>100,SE,SE,FALSE,9:49,5-Aug,same as cap,0, 
0a180d6001,8/5/2016,10:12:28,JRM/CH,TRUE,RATTLESNAKE,SUNNY,0,24.6,23.5,SIGHT,COILED,SHRUB STEPPE,under rock overhang,shed site N green 6,322585.8243,5435077.547,SOUTH, ,14,61.8,269,77,192,MALE,ADULT,N/A, , , , , ,>100,>100,S,S,FALSE,10:22,5-Aug,same as cap,0,COILED W FEMALE
989001004384233,8/7/2016,21:32:13,JRM/CH,TRUE,RATTLESNAKE,DUSK CLOUDY,6,21.8,22.1,SIGHT,COILED,SHRUB STEPPE,open ground,50m N dev site,322673.0731,5434920.75,SOUTH, ,62,56.5,245,79,166,FEMALE,ADULT,NON GRAVID, , , , , ,75-100,50-75,S,S,FALSE,21:37,7-Aug,same as cap,0,shed since cap in may
0a180d5f77,8/8/2016,9:58:24,JRM/CH,TRUE,RATTLESNAKE,SUNNY,2,27,24.1,SOUND,BASKING,SHRUB STEPPE,russian thistle,CG fence E heli,321770.7281,5434666.236,SOUTH, ,3,55.6,231,100,131,FEMALE,ADULT,NON GRAVID,b16-74a,4:14,b16-74b,18:30,s16-74,75-100,>100,SW,W,FALSE,10:11,8-Aug,same as cap,0, 
4c3c57125a,8/8/2016,11:37:16,JRM/CH,TRUE,RATTLESNAKE,SUNNY,3,31.4,28.8,SOUND,MOVING,SHRUB STEPPE,antelope,E rattlesnake point,319496.6305,5437386.043,NORTH, ,53,75.8,439,126,313,MALE,ADULT,N/A,b16-75a,3:26,b16-75b,15:26,s16-75,>100,50-75,W,N,FALSE,11:55,8-Aug,same as cap,0,bow
989001005710909,8/9/2016,9:51:54,JRM/CH,FALSE,RATTLESNAKE,SUNNY/CLOUDY,7,21.3,21.4,SIGHT,BASKING,SHRUB STEPPE,open grass near sage,W edge pinestand near trail,322162.7925,5435214.193,SOUTH, ,54,47.9,171,98,73,FEMALE,JUVENILE,NON GRAVID,b16-76a,5:50,b16-76b,16:00,s16-76,>100,>100,S,S,FALSE,10:05,9-Aug,same as cap,0, 
989001005710932,8/9/2016,10:36:07,JRM/JH,FALSE,RATTLESNAKE,SUNNY,3,25,27.1,SIGHT,BASKING,PINE STAND,beside rock overhang,rocks N end of trail,322274.3143,5435281.771,SOUTH, ,72,57.5,317,104,213,FEMALE,ADULT,GRAVID,s16-77a,5:10,s16-77b,17:40,s16-77,>100,>100,S,S,FALSE,10:48,9-Aug,same as cap,0, 
989001005710912,7/29/2016,11:30:52,INTERPRETERS,FALSE,RACER,UNKNOWN,UNKOWN,0,0,SIGHT,UNKNOWN,SHRUB STEPPE,on gravel,trail by bridge,322136.219,5435063.446,SOUTH, ,52,56.1,189,100,89,FEMALE,ADULT,NON GRAVID, , , , , ,>100,>100,S,S,FALSE,15:04,29-Jul,near cap,0, 
0a1367754b,8/10/2016,9:38:45,JRM/CH,TRUE,RATTLESNAKE,CLOUDY,9,22.1,24.8,SIGHT,COILED,SHRUB STEPPE,open sand,N campground fence,321549.6525,5434882.041,SOUTH, ,63,63.8,283,101,182,MALE,ADULT,N/A, , , , , ,>100,>100,W,W,FALSE,9:41,10-Aug,near cap,0,outside fence
989001005710950,8/10/2016,9:52:04,JRM/CH,FALSE,RACER,CLOUDY,9,22.1,24.1,SIGHT,COILED,SHRUB STEPPE,grass/dirt,5m E N CG fence,321520.9877,5434965.271,SOUTH, ,2,62.1,155,66,89,FEMALE,ADULT,NON GRAVID, , , , , ,50-75,50-75,W,W,FALSE,9:59,10-Aug,same as cap,0, 
989001005710857,8/10/2016,10:26:21,JRM/CH,FALSE,RATTLESNAKE,CLOUDY,9,22,23,SIGHT,COILED,SHRUB STEPPE,snake fence,N CG fence,321342.8091,5435397.559,SOUTH, ,2,64.1,257,66,191,MALE,ADULT,N/A,b16-78a,5:00,b16-78b,17:20,s16-78,50-75,50-75,W,W,FALSE,10:38,10-Aug,away from fence,0, 
989001005710920,8/10/2016,10:56:00,JRM/CH,FALSE,GOPHER SNAKE,CLOUDY,9,24.7,24.8,SIGHT,COILED,SHRUB STEPPE,tall grass,b/w fence and white sands rd,321167.7226,5435591.631,SOUTH, ,ps i love you,75.7,249,101,148,MALE,ADULT,N/A, , , , , ,>100,Oct-50,S,W,TRUE,11:08,10-Aug,outside fence,0,cap inside fence
989001004384295,8/11/2016,10:05:48,CRH/CR,TRUE,RATTLESNAKE,SUNNY,1,23.8,22.5,SOUND,BASKING,GOLF COURSE,long grass,W edge tee 7,322690.5688,5435060.236,SOUTH, ,3,50.4,225,99,126,MALE,SUB-ADULT,N/A, , , , , ,>100,>100,S,S,FALSE,10:14,11-Aug,same as cap,0, 
989001004384276,8/11/2016,10:36:15,CRH/CR,TRUE,RACER,SUNNY,1,26.4,25.3,SIGHT,MOVING,GOLF COURSE,antelope,E tee 7,322699.2317,5435047.804,SOUTH, ,54,65.9,215,97,118,FEMALE,ADULT,NON GRAVID, , , , , ,>100,>100,S,S,FALSE,10:41,11-Aug,same as cap,0, 
989001005040859,8/14/2016,8:35:12,JRM/KH,FALSE,RATTLESNAKE,SUNNY,0,31,27.3,SIGHT,BASKING,SHRUB STEPPE,open sand against fence,fence near culvert,321801.937,5434706.204,SOUTH, ,5,56.4,244,126,118,MALE,SUB-ADULT,N/A,b16-79a,6:00,b16-79b,14:40,s16-79,Oct-50,50-75,S,S,FALSE,8:44,14-Aug,near cap,0,outside of fence
989001005710879,8/14/2016,9:09:32,JRM/KH,FALSE,RATTLESNAKE,SUNNY,0,28,25.6,SOUND,MOVING,SHRUB STEPPE,antelopebrush,N CG fence,321578.1849,5434832.586,SOUTH, ,5,45.6,187,126,61,FEMALE,SUB-ADULT,NON GRAVID,b16-80a,4:20,b16-80b,17:41,s16-80,>100,>100,S,S,TRUE,9:24,14-Aug,30m outside fen,0,cap inside fence
989001005710882,8/15/2016,9:38:02,JRM/CH,FALSE,RATTLESNAKE,SUNNY,0,31.3,27.8,SOUND,MOVING,MIXED FOREST,tall grass/Log,E mountain grid 1,324593.4852,5435501.18,MOUNTAIN, ,14,80.4,457,65,392,MALE,ADULT,N/A,b16-81a,3:48,b16-81b,15:05,s16-81,>100,>100,SW,SW,FALSE,9:58,15-Aug,same as cap,0, 
0a180d5f3a,8/16/2016,9:52:55,JRM/CH,TRUE,RATTLESNAKE,SUNNY,0,25.1,24.3,SIGHT,MOVING,GOLF COURSE,antelope,N cartpath b/w holes 7/5,322540.0595,5434714.828,SOUTH, ,1,60.7,307,129,178,FEMALE,ADULT,NON GRAVID, , , , , ,50-75,50-75,E,E,FALSE,9:59,16-Aug,same as cap,0, 
989001005710935,8/18/2016,8:45:35,JRM/CRH/CR,FALSE,RATTLESNAKE,SUNNY,0,25.3,23.5,SOUND,BASKING,SHRUB STEPPE,tall grass,upslope cheifs lookout,322471.44,5435349.084,SOUTH, ,3,34.4,137,99,38,MALE,JUVENILE,N/A, , , , , ,>100,>100,S,S,FALSE,8:53,18-Aug,same as cap,0, 
989001005710923,8/18/2016,9:35:03,JRM/CRH/CR,FALSE,RATTLESNAKE,SUNNY,0,28.6,27.4,SIGHT,BASKING,SHRUB STEPPE,open grass near rock,shed site N 6th hole,322419.5327,5435039.112,SOUTH, ,63,56.4,235,100,135,MALE,SUB-ADULT,N/A, , ,b16-82b,15:02,s16-82b,>100,>100,S,S,FALSE,9:50,17-Aug,same as cap,0, 
989001005710944,8/18/2016,10:02:12,JRM/CRH/CR,FALSE,RATTLESNAKE,SUNNY,0,31.8,29,SIGHT,BASKING,SHRUB STEPPE,antelope brush,shed site N fairway 6,322418.6267,5435042.317,SOUTH, ,60,52.2,237,108,129,MALE,SUB-ADULT,N/A,b16-83a,540,b16-83b,1603,s16-83,75-100,>100,W,W,FALSE,10:18,17-Aug,same as cap,0, 
989001005710860,8/18/2016,10:27:36,JRM/CRH/CR,FALSE,RATTLESNAKE,SUNNY,0,31.3,30,SOUND,HIDING,SHRUB STEPPE,under rock,east of centre at shedvsite,322420.6371,5435037.904,SOUTH, , ,54.5,254,99,155,MALE,ADULT,N/A,b16-84a,3:11, , ,s16-84,>100,>100,W,W,FALSE,1047,18-Aug,same as cao,0,saw near 2 others it saw us.
989001005710866,8/17/2016,15:33:53,INTERPRETERS,FALSE,RATTLESNAKE,UNKNOWN,UNKOWN,0,0,SIGHT,UNKNOWN,SHRUB STEPPE,inside teepee,village,321983.9795,5435339.512,SOUTH, ,8,51.5,218,90,128,FEMALE,ADULT,NON GRAVID, , , , , ,>100,>100,S,S,FALSE,7:45,18-Aug,S of village,1, 
4c3d3e5b17,8/18/2016,12:46:30,JRM/CRH/CR,TRUE,RATTLESNAKE,SUNNY,0,33.5,33.1,SIGHT,COILED,SHRUB STEPPE,under flat metal object,downslope centre gallery,322054.3719,5435041.249,SOUTH, ,54,61.2,270,96,174,MALE,ADULT,N/A, , , , , ,75-100,75-100,SE,S,FALSE,12:54,18-Aug,same as cap,0,coiled w another snake
456a29484f,8/18/2016,11:31:47,INTERPRETERS,FALSE,RATTLESNAKE,SUNNY,0,0,0,UNKNOWN,UNKNOWN,SHRUB STEPPE,under bridge,1st Bridge,322153.8794,5435039.92,SOUTH, ,5,74.3,436,128,308,MALE,ADULT,N/A, , , , , ,75-100,>100,S,S,FALSE,13:30,18-Aug,near bridge,0,BOSTON
989001005710926,8/19/2016,8:10:28,JRM/RR,FALSE,RATTLESNAKE,SUNNY,0,19.7,20,SIGHT,BASKING,SHRUB STEPPE,open sand,N white sands,320305.335,5436226.412,NORTH, ,51,64.3,292,112,180,MALE,ADULT,N/A, , , , , ,>100,>100,S,S,FALSE,8:20,19-Aug,same as cap,0, 
4a43486322,8/19/2016,8:49:06,JRM/RR,TRUE,RATTLESNAKE,SUNNY,0,20.8,18.6,SOUND,BASKING,SHRUB STEPPE,rabbitbrush,N desert,320210.69,5436403.765,NORTH, ,51,58.4,255,112,143,FEMALE,ADULT,NON GRAVID,b16-85a,2:26,b16-85b,16:17,s16-85,>100,>100,S,S,FALSE,9:05,19-Aug,same as cap,0, 
4c13300d50,8/19/2016,9:26:29,JRM/RR,TRUE,RATTLESNAKE,SUNNY,0,23.3,22,SOUND,COILED,SHRUB STEPPE,dense rabbitbrush,N DESERT,320209.4367,5436451.359,NORTH, ,51,66.8,241,112,129,FEMALE,ADULT,NON GRAVID,b16-86a,6:00,b16-86b,17:00,s16-86,>100,>100,S,S,FALSE,9:38,19-Aug,same as cap,0, 
989001005710946,8/19/2016,10:58:44,JRM/RR,FALSE,RATTLESNAKE,SUNNY,0,27.5,25.1,SIGHT,COURTING/MATING,SHRUB STEPPE,antelopebrush,N desert,319825.7971,5436965.431,NORTH, ,2,59,260,66,194,FEMALE,ADULT,NON GRAVID,b16-87a,2:40,b16-87b,17:01,s16-87,>100,>100,NW,NW,FALSE,11:10,19-Aug,same as cap,0,w Lima
989001004384273,8/21/2016,8:43:23,JRM/CH,TRUE,RATTLESNAKE,SUNNY,1,21.1,19.8,SOUND,MOVING,GOLF COURSE,tall open grass,b/w 4 and 5 fairway,322504.3577,5434671.667,SOUTH, ,1,54.7,305,130,175,FEMALE,ADULT,NON GRAVID, , , , , ,50-75,>100,S,S,FALSE,8:47,21-Aug,same as cap,0,shed since last cap
0a13654b5c,8/21/2016,9:36:39,JRM/CH,TRUE,RATTLESNAKE,SUNNY,0,27.7,21.7,SIGHT,BASKING,GOLF COURSE,grass,W edge fairway 5,322404.1737,5434819.009,SOUTH, ,3,71.6,396,99,297,MALE,ADULT,N/A, , , , , ,>100,>100,W,W,FALSE,9:45,21-Aug,same as cap,0, 
989001005710910,8/21/2016,9:57:54,JRM/CH,FALSE,GOPHER SNAKE,SUNNY,1,28.3,23.3,SIGHT,BASKING,GOLF COURSE,ooen grass,W edge fairway 5,322402.5536,5434834.045,SOUTH, ,53,71,259,124,135,MALE,ADULT,N/A, , , , , ,>100,>100,W,W,FALSE,10:06,21-Aug,same as cap,0, 
L6,8/21/2016,10:59:27,JRM/CH,FALSE,RATTLESNAKE,SUNNY,0,33.5,30,SIGHT,BASKING,TALUS,open ground,slope N rancher creek,322041.4835,5435753.663,SOUTH, ,thermo bag,26.7,21,5,16,FEMALE,BABY,N/A, , , , , ,>100,>100,S,S,FALSE,11:00,21-Aug,same as cap,0, 
989001005710924,8/21/2016,11:27:07,JRM/CH,FALSE,RATTLESNAKE,SUNNY,3,33,33.1,SIGHT,UNKNOWN,SHRUB STEPPE,CC trail,CC trail S bridge 2,322078.7909,5435192.107,SOUTH, ,3,62.6,269,99,170,MALE,ADULT,N/A,b16-88a,2:40,b16-88b,15:10,s16-88,>100,>100,S,S,FALSE,12:15,21-Aug,same as cap,0,interp tried to catch. failed
989001005710933,8/22/2016,9:32:31,JRM/CH,FALSE,RACER,SUNNY,5,22.6,21.4,SIGHT,MOVING,SHRUB STEPPE,open sand, long N CG fence,321509.6307,5435003.364,SOUTH, ,67,65,189,84,105,FEMALE,ADULT,NON GRAVID, , , , , ,50-75,50-75,W,W,FALSE,9:52,22-Aug,upslope fence,0,snout bleeding. likeky from fence
989001005710891,8/22/2016,9:32:57,JRM/CH,FALSE,RACER,SUNNY,5,22.6,21.4,SIGHT,MOVING,SHRUB STEPPE,open sand,along N CG fence,321508.6025,5435003.875,SOUTH, ,53,60.2,209,125,84,FEMALE,ADULT,NON GRAVID, , , , , ,50-75,50-75,W,W,FALSE,9:41,22-Aug,upslope fence,0,moving w  another racer
989001005710914,8/22/2016,10:08:30,JRM/CH,FALSE,RACER,SUNNY,3,23.1,2,SIGHT,BASKING,SHRUB STEPPE,grass,along N CG fence,321427.6691,5435262.187,SOUTH, ,8,57.4,153,86,67,MALE,ADULT,N/A, , , , , ,50-75,50-75,W,W,FALSE,10:16,22-Aug,upslope fence,0,against fence
989001005710865,8/23/2016,11:30:01,JRM/JH,FALSE,RATTLESNAKE,SUNNY,2,28.7,28.5,SIGHT,BASKING,GOLF COURSE,open ground near antelope cov,N edge fairway 6,322470.4718,5434947.549,SOUTH, ,67,48,165,82,83,MALE,SUB-ADULT,N/A, , , , , ,>100,>100,SW,SW,FALSE,11:38,23-Aug,same as cap,0,next to racer
4c1b316b1a,8/23/2016,11:52:33,JRM/CH,TRUE,RATTLESNAKE,SUNNY,4,27.1,27.5,SOUND,COILED,GOLF COURSE,antelopebrush,N edge fairway 6,322476.5476,5434954.004,SOUTH, ,63,75,416,97,319,MALE,ADULT,N/A,b16-89a,4:27,b16-89b,16:20,s16-89,>100,>100,E,E,FALSE,12:06,23-Aug,same as cap,0, 
989001005710939,8/24/2016,10:30:06,INTERPRETERS,FALSE,RATTLESNAKE,UNKNOWN,UNKOWN,0,0,UNKNOWN,UNKNOWN,SHRUB STEPPE,on trail,at bench by 2nd bridge,322042.4807,5435298.889,SOUTH, ,53,44.2,185,125,60,MALE,JUVENILE,N/A, , , , , ,>100,>100,S,S,FALSE,14:00,24-Aug,near cap,0, 
989001005710853,8/25/2016,10:36:39,JRM/CH,FALSE,RATTLESNAKE,SUNNY,0,26.8,24.3,SOUND,BASKING,PINE STAND,on rocks,rocks N of trail,322293.894,5435276.671,SOUTH, ,3,34.7,139,98,40,MALE,JUVENILE,N/A, , , , , ,>100,>100,S,S,FALSE,10:49,25-Aug,same as cap,0, 
456a3a6a67,8/26/2016,9:07:46,JRM/CH,TRUE,RATTLESNAKE,SUNNY,0,20.5,19.8,SOUND,COILED,SHRUB STEPPE,sage,W edge snake fence ranch cr.,321867.557,5434786.561,SOUTH, ,PS I LUV U,74.5,289,101,188,MALE,ADULT,N/A, , , , , ,75-100,50-75,S,E,FALSE,9:12,26-Aug,same as cap,0, 
4462123422,8/26/2016,9:37:18,JRM/CH,TRUE,RATTLESNAKE,SUNNY,0,22.5,21.7,SOUND,BASKING,SHRUB STEPPE,open ground,N CG fence,321389.4748,5435334.924,SOUTH, ,4,60.3,294,111,183,FEMALE,ADULT,NON GRAVID, , , , , ,Oct-50,Oct-50,W,W,FALSE,9:41,26-Aug,same as cap,0,shed since last cap
