PIT TAG,DATE,Time,RESEARCHER,RECAP,SPECIES,WEATHER,CLOUD COV,AIR TEMP,GROUND TEM,DET,BEHAVIOUR,MACRO HAB,MICRO HAB,LOCATION,Easting,Northing,SITE,DEN,PILLOW,SVL,S+B,BAG,MASS,SEX,AGE CLASS,REPRO,BLOOD 1,BLOOD 1 TI,BLOOD 2,BLOOD 2 TI,SCALE,DIST BUI,DIST RD,DIR BUI,DIR RD,RELOC,REL TIME,REL DAY,REL LOC,DAY CAP,COMMENTS
989001005040831,5/15/2016,10:04:00,MAINTENANCE,FALSE,RATTLESNAKE,UNKNOWN,UNKOWN,0,0,UNKNOWN,UNKNOWN,CAMPGROUND,unknown,CG rv site 240,321224.1663,5435461.471,SOUTH, ,63,60.7,285,102,183,MALE,ADULT,N/A, , , , , ,<10,<10,W,E,FALSE,8:23,16-May,high desert,1, 
989001005040905,5/19/2016,15:19:49,JRM/CH,FALSE,RATTLESNAKE,CLOUDY,8,27.5,25.2,SOUND,COILED,SHRUB STEPPE,under sage,N side centre parking lot,322097.4537,5434949.848,SOUTH, ,77,50.25,171,80,91,MALE,SUB-ADULT,N/A,b16-16a,7:14,b16-16b,15:21,s16-16,Oct-50,<10,E,S,TRUE,15:30,19-May,outside of fenc,0,caught inside fence
989001005040854,5/20/2016,10:54:37,JRM/CH/KH,FALSE,RATTLESNAKE,SUNNY/CLOUDY,7,18,19.7,SIGHT,COILED,SHRUB STEPPE,under sage,north desert,320673.2546,5436350.813,NORTH, ,68,54.4,264,130,134,MALE,SUB-ADULT,N/A,b16-17a,4:20,na, ,s16-17,>100,>100,SW,SW,FALSE,11:20,20-May,same as cap,0,recentley fed
989001005040847,5/20/2016,15:49:02,JRM/CH/KH,FALSE,RATTLESNAKE,SUNNY/CLOUDY,7,23.1,25.3,SOUND,BASKING,SHRUB STEPPE,outside fence,north cg fence,321598.9127,5434799.718,SOUTH, ,28,56.5,246,109,136,FEMALE,ADULT,NON GRAVID,na, ,b16-18b,15:25,s16-18,>100,>100,SW,SW,TRUE,1611,20-May,inside fence,0, 
989001005040870,5/20/2016,16:22:47,JRM/CH/KH,FALSE,GOPHER SNAKE,SUNNY/CLOUDY,7,24,24.3,SIGHT,MOVING,SHRUB STEPPE,snake fence,N CG fence,321739.4399,5434688.917,SOUTH, ,36,71.5,190,67,123,FEMALE,ADULT,NON GRAVID, , , , , ,75-100,75-100,W,W,FALSE,16:28,20-May,same as cap,0, 
47022A3D28,5/20/2016,16:42:52,JRM/CH/KH,TRUE,RATTLESNAKE,SUNNY/CLOUDY,6,22.8,23.2,SIGHT,BASKING,SHRUB STEPPE,inside fence,below center parking lot,321950.3444,5434878.505,SOUTH, ,68,61.7,312,142,170,FEMALE,ADULT,NON GRAVID,b16-19a,2:15,b16-19b,15:05,s16-19,>100,Oct-50,E,S,FALSE,1656,20-May,same  as cap,0, 
989001005040892,5/22/2016,12:42:51,JRM/CH,FALSE,RATTLESNAKE,SUNNY/CLOUDY,8,20.7,25.3,SIGHT,COILED,GOLF COURSE,under antelopebrush,W EDGE FAIRWY 5,322360.0759,5434863.39,SOUTH, ,62,54.9,258,80,178,MALE,ADULT,N/A,b16-20a,6:16, , ,s16-20,>100,>100,W,W,FALSE,12:59,22-May,same as cap,0, 
989001005040899,5/22/2016,13:35:55,JRM/CH,FALSE,RATTLESNAKE,CLOUDY,9,20.7,25.3,SIGHT,MOVING,GOLF COURSE,under sage,w edge fairway 5,322478.7072,5434729.318,SOUTH, ,13,50,270,130,140,MALE,SUB-ADULT,N/A,b16-21a,6:23,b16-21b,15:20,s16-21,>100,>100,E,E,FALSE,13:48,22-May,same as cap,0, 
484e7a663c,5/22/2016,14:26:14,JRM/CH,TRUE,RATTLESNAKE,CLOUDY,8,24.1,26.7,SIGHT,COILED,GOLF COURSE,under shrubs edge cart path,5th tee,322531.2795,5434650.393,SOUTH, ,62,74.2,460,91,367,MALE,ADULT,N/A,b16-22a,2:57,b16-22b,15:00,s16-22,>100,>100,E,E,FALSE,10:09,23-May,same as cap,1,SEVEN
989001005040823,5/22/2016,15:59:56,JRM/CH,FALSE,RACER,CLOUDY,9,20.1,20.6,SIGHT,MOVING,SHRUB STEPPE,tall grass,below cheifs lookout,322283.6448,5435153.721,SOUTH, ,15,39.5,120,80,40,MALE,SUB-ADULT,N/A, , , , , ,>100,>100,S,S,FALSE,16:15,22-May,same as cap,0, 
989001005040839,5/23/2016,10:17:59,JRM/CH/KH,FALSE,RATTLESNAKE,CLOUDY,8,16.2,17.2,SIGHT,MOVING,SHRUB STEPPE,tall grass,south edge of hole 6,322547.1884,5434944.913,SOUTH, ,63,56.7,137,100,37,FEMALE,SUB-ADULT,NON GRAVID, , , , , ,>100,>100,SE,SE,FALSE,1027,23-May,same as cap,0, 
989001005040850,5/23/2016,10:44:15,JRM/CH/KH,FALSE,RATTLESNAKE,CLOUDY,9,18.4,18,SOUND,MOVING,SHRUB STEPPE,under antelopebrush,gulley S fairway 6,322450.6107,5435089.545,SOUTH, ,ps i love you,36,137,100,37,FEMALE,JUVENILE,NON GRAVID, , , , , ,>100,>100,S,S,FALSE,10:53,23-May,same as cap,0, 
4c3c731362,5/23/2016,12:55:03,JRM/CH/KH,TRUE,RATTLESNAKE,CLOUDY,9,22.5,24.2,SIGHT,MOVING,SHRUB STEPPE,open ground against fence,N CG fence,321694.021,5434723.683,SOUTH, ,ps i love you,67.8,303,100,203,MALE,ADULT,N/A, , , , , ,>100,>100,S,S,FALSE,13:01,23-May,same as cap,0, 
989001005040902,5/23/2016,14:28:47,JRM/CH/KH,FALSE,RATTLESNAKE,SUNNY/CLOUDY,7,25.5,25.6,SOUND,BASKING,SHRUB STEPPE,edge of antelope,north desert,320332.8487,5436429.183,NORTH, ,psiiloveu,47.6,184,100,84,FEMALE,SUB-ADULT,NON GRAVID,b16-23a,3:19,b16-23b,19:44,s16-23,>100,>100,NW,NW,FALSE,1445,23-May,same as cap,0, 
989001005040877,5/23/2016,15:41:08,JRM/CH/KH,FALSE,RACER,SUNNY/CLOUDY,7,26.9,27.7,SIGHT,BASKING,SHRUB STEPPE,open grass,north desert,319868.3902,5437148.667,NORTH, ,63,49.2,150,100,50,MALE,SUB-ADULT,N/A, , , , , ,>100,>100,NW,NW,FALSE,15:48,23-May,same as cap,0, 
989001005040827,5/24/2016,10:36:59,JRM/CH,FALSE,GOPHER SNAKE,SUNNY/CLOUDY,4,17.7,19.5,SIGHT,COILED,TALUS,between rocks,anarchist mnt,323395.4059,5435148.496,MOUNTAIN, ,67,93,430,85,345,MALE,ADULT,N/A, , , , , ,>100,>100,SW,SW,FALSE,11:05,24-May,same as cao,0,just ate three large eggs
989001005040832,5/24/2016,16:28:37,JRM/CH,FALSE,RATTLESNAKE,CLOUDY,8,24.3,25.1,SIGHT,COILED,SHRUB STEPPE,Rock,anarchist mountain,323884.0871,5434669.251,MOUNTAIN, ,67,35.1,116,85,31,MALE,JUVENILE,N/A, , , , , ,>100,>100,S,S,FALSE,16:42,24-May,same as CAP,0, 
989001005040837,5/24/2016,17:41:45,JRM/CH,FALSE,RACER,SUNNY/CLOUDY,6,24.3,24.3,SIGHT,BASKING,SHRUB STEPPE,on rock,anarchist mnt,323133.9449,5434924.755,MOUNTAIN, ,61,65.1,180,79,101,FEMALE,ADULT,OVA DETECTED, , , , , ,>100,>100,SW,SW,FALSE,17:49,24-May,same as cap,0,4 ova
0a180d5f31,5/24/2016,16:00:00,MAINTENANCE,TRUE,RATTLESNAKE,UNKNOWN,UNKOWN,0,0,UNKNOWN,UNKNOWN,CAMPGROUND,open sand,CG staff sites,321503.4265,5434734.891,SOUTH, ,72,64.4,268,85,183,MALE,ADULT,N/A, , , , , ,<10,<10,S,E,TRUE,9:50,25-May,high desert,1, 
456a3a6a67,5/24/2016,18:00:00,MAINTENANCE,TRUE,RATTLESNAKE,UNKNOWN,UNKOWN,0,0,UNKNOWN,UNKNOWN,CAMPGROUND,unknown,CG staff accom.,321503.4051,5434736.374,SOUTH, , ,73.6,250,78,172,MALE,ADULT,N/A, , , , , ,<10,<10,S,N/A,TRUE,7:25,25,high desert,11,4 new rattles since 2014. owain snake
989001004384329,5/25/2016,10:59:36,JRM/CH,TRUE,GOPHER SNAKE,SUNNY/CLOUDY,2,22.5,22.1,SIGHT,BASKING,GOLF COURSE,open grass,b/w dev fence & fairway 7,322616.507,5434822.514,SOUTH, ,68,81.5,298,141,157,MALE,ADULT,N/A, , , , , ,<10,<10,E,E,FALSE,11:02,25-May,same as cap,0, 
0a180d5f3b,5/25/2016,16:15:10,JRM/CH,TRUE,RATTLESNAKE,SUNNY/CLOUDY,6,23.4,20.6,SIGHT,MOVING,SHRUB STEPPE,creek bed,rancher cr fence,321817.1018,5434735.488,SOUTH, ,68,66.5,357,141,216,MALE,ADULT,N/A, , , , , ,50-75,75-100,S,E,TRUE,18:56,26-May,high desert,1,caught inside fence
98900105040857,5/26/2016,17:26:27,JRM/CH,FALSE,RATTLESNAKE,CLOUDY,9,22.3,0,SIGHT,COILED,RESIDENTIAL,under canoe,outside gallery,322119.5074,5434973.35,SOUTH, ,13,51.5,217,0,0,FEMALE,ADULT,NON GRAVID,b16-24a,2:06,b16-24b,15:10,s16-24,<10,Oct-50,S,S,FALSE,17:37,26-May,high desert,0, 
0a1367756a,5/26/2016,17:48:16,JRM/CH,TRUE,RATTLESNAKE,CLOUDY,9,21.8,23.5,SIGHT,COILED,SHRUB STEPPE,open ground,near fire pit,322102.5807,5434994.834,SOUTH, ,13,59,255,130,125,FEMALE,ADULT,NON GRAVID,b16-25a,6:10, ,n/a,s16-25,Oct-50,50-75,S,S,FALSE,18:23,26-May,same as cap,0, 
46566c1407,5/26/2016,20:54:13,JRM/CH,TRUE,RATTLESNAKE,DUSK CLOUDY,9,17.5,18.5,SIGHT,MOVING,GOLF COURSE,open grass near sage,b/w fairway 4 and 5,322394.9891,5434825.594,SOUTH, ,67,65.5,315,78,237,MALE,ADULT,N/A, , , , , ,>100,>100,E,E,FALSE,21:02,26-May,same as cap,0,VADER
989001005040851,5/27/2016,11:10:22,JRM/CH,FALSE,RACER,CLOUDY,8,16,17.9,SIGHT,COILED,SHRUB STEPPE,antelope,north desert,320833.2105,5436050.383,NORTH, ,15,64.5,181,90,91,FEMALE,ADULT,NON GRAVID, , , , , ,>100,>100,SW,S,FALSE,11:21,27-May,same as cap,0,shedding
989001005040872,5/27/2016,11:48:31,JRM/CH,FALSE,RATTLESNAKE,CLOUDY,9,18.3,21.5,SIGHT,COILED,SHRUB STEPPE,under antelope,north desert,320652.3563,5436224.373,NORTH, ,15,52.4,219,90,129,FEMALE,ADULT,NON GRAVID,b16-26a,3:04,b16-26b,16:19,s16-26,>100,>100,S,S,FALSE,12:05,27-May,same as cap,0, 
989001005040853,5/27/2016,12:23:33,JRM/CH,FALSE,RATTLESNAKE,CLOUDY,7,20.8,23.8,SOUND,COILED,SHRUB STEPPE,antelope,north desert,320630.1233,5436275.572,NORTH, ,63,48.3,200,100,100,MALE,SUB-ADULT,N/A,b16-27a,5:10,b16-27b,16:00,s16-27,>100,>100,SW,S,FALSE,12:40,27-May,same as cap,0, 
989001005040866,5/27/2016,13:53:49,JRM/CH,FALSE,GOPHER SNAKE,SUNNY/CLOUDY,6,23.1,24.3,SIGHT,MOVING,SHRUB STEPPE,antelope,north desert,319991.7951,5437146.062,NORTH, ,PS I LOVE U,53.9,159,97,62,MALE,SUB-ADULT,N/A, , , , , ,>100,>100,NW,NW,FALSE,14:01,27-May,ssme as cap,0, 
989001005040886,5/27/2016,14:59:54,JRM/CH,FALSE,RACER,SUNNY/CLOUDY,6,23.2,24.8,SIGHT,COILED,SHRUB STEPPE,under anteloebrush,nor5h desert,320274.6649,5436357.103,NORTH, ,ps i love you,48.8,148,100,48,FEMALE,SUB-ADULT,NON GRAVID, , , , , ,>100,>100,N,N,FALSE,15:07,27-May,same as cap,0, 
98901005040903,5/27/2016,15:28:54,JRM/CH,FALSE,RACER,CLOUDY,8,19.5,22.5,SIGHT,MOVING,RIPARIAN,open ground,north desert alon water,320215.1653,5436090.987,NORTH, ,ps i love you,49.8,155,100,55,MALE,SUB-ADULT,N/A, , , , , ,>100,>100,S,S,FALSE,15:35,27-May,same as cap,0, 
989001004384233,5/28/2016,11:10:55,JRM/CH,TRUE,RATTLESNAKE,SUNNY,4,22.1,22.6,SOUND,BASKING,GOLF COURSE,antelope b.,tee 7 rocks,322699.8668,5435027.834,SOUTH, ,28,55.1,251,105,146,FEMALE,ADULT,NON GRAVID, , , , , ,>100,>100,S,S,FALSE,11:16,28-May,same as cap,0, 
0a180d5f72,5/29/2016,16:06:25,JRM/CH,TRUE,RATTLESNAKE,SLIGHT RAIN,8,17.8,18.5,SIGHT,COILED,SHRUB STEPPE,open sand,N edge village,321958.432,5435354.652,SOUTH, ,62,64.4,271,92,179,MALE,ADULT,N/A,b16-28a,2:34,b16-28b,15:57,s16-28,>100,>100,S,S,FALSE,16:21,29-May,same as cap,0, 
4c3c763828,5/30/2016,15:00:46,JRM/CH/KH,TRUE,RATTLESNAKE,SUNNY,3,24.4,24.5,SIGHT,BASKING,GOLF COURSE,open grass under antelope,b.w 7 fairway and W dev fence,322595.1142,5434713.933,SOUTH, ,15,46.6,197,90,107,FEMALE,ADULT,NON GRAVID, , , , , ,Oct-50,50-75,E,E,FALSE,15:02,30-May,same as cap,0,recently fed
989001005040895,5/30/2016,16:01:24,JRM/CH/KH,FALSE,RACER,SUNNY,3,26.5,26.8,SIGHT,BASKING,GOLF COURSE,tall grass,7th tee,322675.8775,5435041.833,SOUTH, ,61,56.3,136,79,57,MALE,ADULT,N/A, , , , , ,>100,>100,SE,SE,FALSE,16:10,30-May,same as cap,0, 
989001005040885,6/1/2016,11:51:51,JRM/CH,FALSE,RACER,SUNNY/CLOUDY,5,29.6,30.7,SIGHT,MOVING,GOLF COURSE,snake fence,GC maintenance shed fence,322256.6696,5434599.553,SOUTH, ,4,64.8,234,112,122,FEMALE,ADULT,NON GRAVID, , , , , ,<10,Oct-50,S,W,FALSE,12:08,1-Jun,same as cap,0, 
989001005040841,6/1/2016,14:45:49,JRM/CH,FALSE,RATTLESNAKE,SUNNY/CLOUDY,3,25.4,25.1,SIGHT,MOVING,CAMPGROUND,short grass beside deck,site 234,321254.641,5435393.972,SOUTH, ,5,51.3,234,125,109,FEMALE,ADULT,NON GRAVID,b16-29a,3:00,b16-29b,19:39,s16-19,<10,<10,N,E,TRUE,15:35,1-Jun,high desert,0, 
989001005040914,6/3/2016,8:25:59,JRM/CH,FALSE,GOPHER SNAKE,SUNNY,4,20.4,18.6,SIGHT,BASKING,SHRUB STEPPE,open grass against fence,N CG fence,321683.0818,5434727.202,SOUTH, ,54,66,204,99,105,MALE,ADULT,N/A, , , , , ,>100,>100,S,S,FALSE,8:37,3-Jun,near cap,0,outside fence
989001005040849,6/3/2016,10:36:25,JRM/CH,FALSE,RATTLESNAKE,SUNNY,3,25,24.5,SOUND,COILED,SHRUB STEPPE,open sand under sage,north desert,319980.2996,5436930.944,NORTH, ,1,56.7,290,130,160,FEMALE,ADULT,NON GRAVID,3:06,b16-30a,15:07,b16-30b,s16-30,>100,>100,NW,NW,FALSE,10:50,3-Jun,same a cap,0, 
989001005040891,6/3/2016,11:39:07,JRM/CH,FALSE,RATTLESNAKE,SUNNY,4,29.3,28.1,SIGHT,COILED,SHRUB STEPPE,antelopebrush,N white sands beach,320207.8398,5436392.683,NORTH, ,54,74.4,405,99,306,MALE,ADULT,N/A, , , , , ,>100,>100,S,S,FALSE,11:53,3-Jun,same as cap,0, 
989001005040911,6/3/2016,12:06:50,JRM/CH,FALSE,RATTLESNAKE,SUNNY,3,29.3,28.1,SIGHT,COILED,SHRUB STEPPE,antelopebrush,S of white sands beach,320208.1004,5436392.068,NORTH, ,54,69.7,345,99,246,MALE,ADULT,N/A,b16-31a,6:00,b16-31b,15:15,s16-31,>100,>100,S,S,FALSE,12:16,3-Jun,same as cap,0, 
989001005040882,6/3/2016,12:51:00,JRM/CH,FALSE,RATTLESNAKE,SUNNY,2,33.5,36.5,SIGHT,MOVING,SHRUB STEPPE,antelopebrush,white sands beach,320302.7848,5436142.866,NORTH, , ,67.8,257,55,202,MALE,ADULT,N/A, , ,b16-32b,15:20,s16-32,>100,>100,S,S,FALSE,13:00,3-Jun,same as cap,0, 
4a6c546200,6/4/2016,8:39:57,CRH/KH,TRUE,RATTLESNAKE,SUNNY,0,22.3,23.8,SOUND,BASKING,GOLF COURSE,sage,east edge hole 7,322666.7691,5434913.955,SOUTH, ,61,56.5,197,79,118,FEMALE,ADULT,NON GRAVID, , , , , ,Oct-50,Oct-50,S,S,FALSE,8:47,4-Jun,same as cap,0, 
989001005040843,6/4/2016,10:36:50,CRH/KH,FALSE,GOPHER SNAKE,SUNNY,0,29.2,27.9,SIGHT,MOVING,GOLF COURSE,gc green,hole 4 green,322517.9656,5434605.903,SOUTH, ,53,83.8,305,124,181,MALE,ADULT,N/A, , , , , ,>100,75-100,E,S,TRUE,10:52,4-Jun,E edge hole 4,0, 
989001005040815,6/4/2016,12:23:56,CRH/KH,FALSE,RACER,SUNNY,0,37.5,39.8,SIGHT,COILED,GOLF COURSE,antelope brush,E edge hole 3,322315.5864,5434879.067,SOUTH, ,53,51.1,179,123,56,MALE,ADULT,N/A, , , , , ,>100,>100,W,W,FALSE,12:35,4-Jun,same as cap,0, 
0a180d6008,6/5/2016,11:23:01,JRM/CH,TRUE,RATTLESNAKE,SUNNY,0,33.4,29.5,SOUND,COILED,GOLF COURSE,antelope,N edge hole 6,322616.8743,5435071.539,SOUTH, ,50,55.1,243,125,118,FEMALE,ADULT,POST PARTUM,b16-33a,5:35,b16-33b,15:17,s16-33,>100,>100,W,W,FALSE,11:35,5-Jun,same as cap,0, 
989001005040821,6/2/2016,9:30:40,MAINTENANCE,FALSE,RATTLESNAKE,UNKNOWN,UNKOWN,0,0,UNKNOWN,UNKNOWN,CAMPGROUND,unknown,CG dog beach,321206.8804,5435365.813,SOUTH, ,67,50.4,177,86,89,MALE,SUB-ADULT,N/A, , , , , ,<10,<10,S,E,TRUE,15:43,3-Jun,high desert,1, 
L1,6/6/2016,7:28:45,JRM/CH/KH,FALSE,RATTLESNAKE,SUNNY,3,19.6,18.3,SIGHT,MOVING,SHRUB STEPPE,snake fence,N CG fence,321568.4843,5434851.887,SOUTH, ,28,31.4,130,109,21,FEMALE,BABY,N/A, , , , , ,>100,>100,W,W,FALSE,7:37,6-Jun,same as cap,0,Neonate
989001005040888,6/6/2016,7:44:55,JRM/CH/KH,FALSE,RATTLESNAKE,SUNNY,0,21,20.3,SOUND,BASKING,SHRUB STEPPE,open grass,n cg fence,321562.2851,5434864.955,SOUTH, ,54,59,239,102,137,MALE,ADULT,N/A,b16-34a,6:00,b16-34b,15:40,s16-34,>100,>100,SW,SW,TRUE,8:07,6-Jun,outside of fenc,0,inside fence
4c132e5a0a,6/6/2016,8:34:03,JRM/CH/KH,TRUE,RATTLESNAKE,SUNNY,0,22.3,22.1,SOUND,BASKING,SHRUB STEPPE,tall grass,n cg fence,321506.5578,5435088.556,SOUTH, ,54,55.7,219,102,117,FEMALE,SUB-ADULT,NON GRAVID,b16-35a,4:31,b16-35b,15:01,s16-35,>100,>100,SW,SW,TRUE,849,6-Jun,outside of fenc,0,inside fence
4a4e270a51,6/6/2016,9:07:32,JRM/CH/KH,TRUE,RATTLESNAKE,SUNNY,0,25.1,23.5,SOUND,BASKING,SHRUB STEPPE,tall grass,n cg fence,321249.3871,5435528.927,SOUTH, ,28,55.6,202,109,93,MALE,SUB-ADULT,NON GRAVID,b16-36a,2:06,b16-36b,15:00,s16-36,>100,>100,SW,SW,TRUE,920,6-Jun,outside,0,inside fence
989001005040880,6/6/2016,9:40:14,JRM/CH/KH,FALSE,GOPHER SNAKE,SUNNY,0,24.3,25.1,SIGHT,BASKING,RIPARIAN,tall grass,lake edge b/w CG& kids camp,321030.1598,5435666.937,SOUTH, ,13,80.3,296,130,166,FEMALE,ADULT,NON GRAVID, , , , , ,>100,<10,S,W,FALSE,9:47,6-Jun,same as cap,0, 
989001005040822,6/6/2016,10:36:11,JRM/CH/KH,FALSE,RATTLESNAKE,SUNNY,0,25.5,27,SOUND,COILED,SHRUB STEPPE,antelope,south of white sands,320643.1947,5436038.53,NORTH, ,67,66.1,308,85,223,MALE,ADULT,N/A,na, ,b16-37b,1648,s16-37,>100,>100,S,S,FALSE,1100,6-Jun,same as  cap,0,recently fed
989001004384329,6/7/2016,8:20:04,JRM/CH,TRUE,GOPHER SNAKE,SUNNY,0,21.3,21.3,SIGHT,MOVING,CONSTRUCTION,tall weeds,W dev fence inside,322601.3806,5434784.772,SOUTH, ,1,79.8,301,132,169,MALE,ADULT,N/A, , , , , ,<10,<10,S,E,TRUE,8:26,7-Jun,outside fence,0, 
989001005040883,6/7/2016,12:27:05,JRM/CH,FALSE,RATTLESNAKE,SUNNY,0,36.2,35.2,SIGHT,COILED,SHRUB STEPPE,under rocks,giulley N of hole 6,322419.8324,5435041.906,SOUTH, ,2,64.2,264,65,199,MALE,ADULT,N/A,b16-38a,4:16,b16-38b,15:16,s16-38,>100,>100,SW,SW,FALSE,12:42,7-Jun,same as cap,0,SHEDDING
989001005040862,6/8/2016,9:45:00,JRM/CH,FALSE,RATTLESNAKE,CLOUDY,8,25,25.1,SIGHT,COILED,RIPARIAN,wild rose,n0rth desert,319919.7276,5436850.195,NORTH, ,8,62.3,275,90,185,FEMALE,ADULT,NON GRAVID,b16-39a,2:59,b16-39b,15:13,s16-39,>100,>100,N,N,FALSE,10:00,8-Jun,same as cap,0, 
989001005040904,6/8/2016,10:58:51,JRM/CH,FALSE,RATTLESNAKE,CLOUDY,6,31.8,30.3,SIGHT,COILED,SHRUB STEPPE,antelope,n0rth desert,319997.5071,5436560.364,NORTH, ,8,60.2,256,89,167,MALE,ADULT,N/A,N/A, ,b16-40b,15:50,s16-40,>100,>100,N,N,FALSE,11:10,8-Jun,same as cap,0,very lathargic after release
989001005040864,6/9/2016,9:42:33,JRM/CH,FALSE,RATTLESNAKE,SUNNY,3,24,27.5,SOUND,COILED,GOLF COURSE,antelope,b/w vineyard/hole 9,322441.9517,5434532.467,SOUTH, ,1,57.5,273,129,144,FEMALE,ADULT,NON GRAVID,b16-41a,3:42,b16-41b,15:11,s16-41,>100,Oct-50,NE,S,FALSE,10:00,9-Jun,same as cap,0, 
989001005040898,6/9/2016,11:34:56,JRM/CH,TRUE,RATTLESNAKE,SUNNY,2,27.5,26.2,SIGHT,COILED,SHRUB STEPPE,under rock,shed site gulley N hole 6,322416.5264,5435038.033,SOUTH, ,1,58.7,297,129,168,MALE,ADULT,N/A, , , , , ,>100,>100,S,S,FALSE,11:40,9-Jun,same as cap,0,coiled w another snake
L2,6/10/2016,12:24:42,JRM/CH,FALSE,RATTLESNAKE,SUNNY,4,23.3,23.8,SIGHT,MOVING,SHRUB STEPPE,open ground along fence,N CG fence,321506.2152,5434981.725,SOUTH, ,77,27.5,96,80,16,FEMALE,BABY,NON GRAVID, , , , , ,50-75,50-75,W,W,FALSE,12:30,10-Jun,near cap,0, 
L3,6/10/2016,12:46:17,JRM/CH,FALSE,RATTLESNAKE,SUNNY/CLOUDY,6,23.3,23.8,SIGHT,MOVING,SHRUB STEPPE,sagebrush,N CG fence,321674.4221,5434735.141,SOUTH, ,ps i love you,27.8,117,102,15,MALE,BABY,N/A, , , , , ,>100,>100,S,S,FALSE,12:53,10-Jun,same as cap,0, 
L4,6/12/2016,9:41:43,JRM/KH,FALSE,RATTLESNAKE,SUNNY,2,17,17.9,SIGHT,MOVING,SHRUB STEPPE,ground along fence,N CG fence,321509.9859,5435082.1,SOUTH, ,51,26.7,130,115,15,MALE,BABY,N/A, , , , , ,75-100,75-100,W,W,FALSE,9:49,12-Jun,near cap,0, 
4462123422,6/12/2016,10:05:09,JRM/KH,TRUE,RATTLESNAKE,SUNNY,2,19.1,20.5,SIGHT,BASKING,SHRUB STEPPE,open ground,N CG fence,321497.5761,5435154.958,SOUTH, ,2,57.4,239,66,173,FEMALE,ADULT,NON GRAVID,b16-42a,4:02,b16-42b,15:04,s16-42,75-100,75-100,W,W,FALSE,10:16,12-Jun,near cap,0, 
989001005040871,6/12/2016,11:12:06,JRM/KH,FALSE,RATTLESNAKE,SUNNY,3,26.8,25.4,SOUND,COILED,SHRUB STEPPE,antelopebrush,N desert,320901.1529,5435974.829,NORTH, ,2,68.2,266,67,199,MALE,ADULT,N/A, , ,b16-43b,15:02,s26-43,>100,>100,SW,SW,FALSE,11:25,12-Jun,same as cap,0, 
4c13333336,6/13/2016,14:47:43,JRM/CH,TRUE,RATTLESNAKE,SLIGHT RAIN,7,19.5,19.3,SOUND,COILED,RIPARIAN,tall grass,ranch. creek near pumphouse,321900.8903,5434873.592,SOUTH, ,54,63.8,309,105,204,FEMALE,ADULT,NON GRAVID,b16-44a,5:40,b16-44b,15:07,s16-,>100,75-100,SE,S,FALSE,15:00,13-Jun,same as cap,0, 
4c133a5a6a,6/15/2016,10:21:05,JRM/CH,TRUE,RATTLESNAKE,SUNNY,2,21.3,21.3,SIGHT,BASKING,SHRUB STEPPE,sage,S whitesands,320581.3239,5436047.912,NORTH, ,2,62.8,248,66,182,FEMALE,ADULT,N/A,b16-45a,7:07,b16-45b,15:20,s16-45,>100,>100,S,S,FALSE,10:33,15-Jun,same as cap,0,5m from lake edge
989001005040869,6/15/2016,11:04:16,JRM/CH,FALSE,RATTLESNAKE,SUNNY,3,20.5,21.7,SOUND,COILED,SHRUB STEPPE,under antelopebrush,upslope white sands,320471.8069,5436129.037,NORTH, ,67,56.3,206,84,122,FEMALE,ADULT,NON GRAVID,b16-46a,3:26,b16-46b,15:40,s16-46,>100,>100,S,S,FALSE,11:19,15-Jun,same as cap,0, 
989001005040829,6/15/2016,11:46:56,JRM/CH,FALSE,RACER,SUNNY,4,23.8,22.8,SIGHT,MOVING,SHRUB STEPPE,edge of antelopebrush,NE of white sands,320294.2982,5436247.526,NORTH, ,67,69.3,179,84,95,FEMALE,ADULT,NON GRAVID, , , , , ,>100,>100,S,S,FALSE,11:54,15-Jun,same as cap,0, 
989001005040836,6/15/2016,13:38:00,JRM/CH,FALSE,RATTLESNAKE,CLOUDY,8,21.3,25.2,SIGHT,COILED,SHRUB STEPPE,under board,rattle. point irig. box,319329.4511,5437568.525,NORTH, ,2,79.6,396,66,330,MALE,ADULT,N/A,b16-47a,4:30,b16-47b,15:10,s16-47,>100,Oct-50,SW,E,FALSE,13:56,15-Jun,same as cap,0,SHEDDING
989001005710877,6/17/2016,10:25:52,JRM/CH,FALSE,RATTLESNAKE,SUNNY,2,22.9,22,SIGHT,MOVING,SHRUB STEPPE,under sage,N CG fence,321578.5966,5434836.719,SOUTH, ,ps i love you,64,300,100,200,MALE,ADULT,N/A, , ,b16-48b,16:39,s16-48,>100,>100,S,S,FALSE,10:40,jume 17,near cap,0, 
989001005710947,6/17/2016,10:59:29,JRM/CH,FALSE,RACER,SUNNY,2,28.8,29.8,SIGHT,MOVING,SHRUB STEPPE,along fence,NCG fence outside,321468.3273,5435232.141,SOUTH, ,61,51,135,79,56,MALE,ADULT,N/A, , , , , ,>100,>100,W,W,FALSE,11:09,17-Jun,same as cap,0, 
989001005040889,6/17/2016,11:19:53,JRM/CH,FALSE,RACER,SUNNY,2,27.3,27,SIGHT,MOVING,SHRUB STEPPE,snake fence,N CG fence,321439.9129,5435242.383,SOUTH, ,13,55.6,183,130,53,FEMALE,ADULT,NON GRAVID, , , , , ,50-75,Oct-50,W,W,FALSE,11:26, june 17,away from fence,0, 
