Categories,PIT Tag #,Date,Time,Researcher,Spp,Encounter,Detection,Recap,Location,Mode,Avg Count,Error,Elevatlon,Easting,Northing,Waypoint,Habitat,Weather,Cloud cover,Ta,Tg,Comments,Pillow case,SVL,VTL,S + B,Bag,Mass,Sex,Age class,Gravid,Rattle paint,Photo #,Comments,Rel date,Rel time,Rel researcher,Days in captivity,Rel locatlon,Behaviour,Record #,Type
Unfiled,456F102247,06/20/2008,08:30 PM,CG staff,Rattlesnake,,,,Campground - 180,,,,,322,543,,"CG, Road","Overcast, Warm",90,,,,17,,5,359,104,255,Male,Adult,NA,"Tango blue, Daisy cream",,Heckla,06/23/2008,11:00 AM,CIK,3,Riperian - pumphouse,On the move,2008-71,Capt
Unfiled,445E1E5139,06/20/2008,08:34 PM,CG staff,Rattlesnake,,Sight,No,Campground - 180,,,,,322,543,,"CG, Road","Overcast, Warm",90,,,,18,,5.5,280,79,201,Male,Adult,NA,"Fuchsia, Fuchsia, Royal blue",,3 new rattles,06/23/2008,11:00 AM,CIK,3,Riperian - pumphouse,On the move,2008-72,Capt
Unfiled,452F430B06,06/22/2008,03:15 PM,CG staff,Rattlesnake,,Sight,No,Campground - site1,,,,,322,543,,"CG, Path","Cloudy, Warm",75,,,,9,,5.6,323,104,219,Male,Adult,NA,Tango blue,,Becomes transmitter snake,,,,,,On the move,2008-73,Capt
Unfiled,484342565F,06/24/2008,12:47 PM,"OMM, CIK",Rattlesnake,,Sight,No,Coverboards - A7,3D diff,54,4.7,300,321617,5434779,,"Shrub-steppe, CoverBoard","Sunny, Hot",5%,29.9,29.4,,,,2.9,201,94,107,Female,Sub Adult,No,"Gold, Pt purple, Royal blue",,,06/25/2008,12:54 PM,"OMM, CIK",1,At capture location,Under coverboard,2008-74,Capt
Unfiled,43604A3027,06/24/2008,03:15 PM,"OMM, CIK",Rattlesnake,,Sight,Yes,Snake fence 2nd rockpile,3D diff,37,4.7,298,321575,5434838,016,"Shrub-steppe, Rock pile","Sunny, Hot",25,33.7,30.1,,,,,,,,Male,Adult,NA,"Tango blue, Daisy cream",,"457B5F2579
Mr. Wick",06/25/2008,12:54 PM,"OMM, CIK",1,At capture location,Basking,2008-75,08recap
Unfiled,CO76230608,06/23/2008,08:24 PM,CG staff,Rattlesnake,,Sight,No,Campground - site 2,,,,,322,543,,"CG, Path","Dusk, Hot",25,,,,,,1.9,12,0,12,,Neonate,,Gold,,,06/25/2008,11:26 AM,CIK,2,Pine tree bridge,On the move,2008-76,Capt
Unfiled,464E792E50,06/25/2008,12:55 PM,"OMM, CIK",Rattlesnake,,Sight,No,Snake fence 2nd rockpile,3D diff,41,4.5,303,321573,5434838,CO77250608-019,"Sagebrush, Rock pile","Overcast, Warm",75,27.4,29.5,,,,6,343,85,258,Male,Adult,NA,"Tango blue, Daisy cream",,Noonan,,,,,,Basking,2008-77,Capt
Unfiled,4849613E7A,06/25/2008,01:35 PM,"OMM, CIK",Rattlesnake,,Sight,No,Den07 - rookery,3D diff,144,4.2,357,321736,5435908,CO78250608-020,"Shrub-steppe, Rock slide","Overcast, Warm",75,30.2,32.1,,12,,3.4,287,104,183,Female,Adult,Yes,"Gold, Pt purple, Lt blue",,"2 definate eggs
possily a third",,,,,,Under rock,2008-78,Capt
Unfiled,4531781366,06/25/2008,01:48 PM,"OMM, CIK",Rattlesnake,,Sight,No,Den07 - rookery,3D diff,,,,322,543,,"Shrub-steppe, Rock slide",Overcast,75,30.2,32.1,,Pink rose,,5.6,422,124,298,Male,Adult,NA,Tango blue,,Becomes transmitter snake,,,,,,Basking,2008-79,Capt
Unfiled,484F126F1C,06/25/2008,01:48 PM,"OMM, CIK",Rattlesnake,,Sight,No,Den07 - rookery,,,,,322,543,,"Shrub-steppe, Rock pile","Overcast, Hot",75,30.2,32.1,,Thin stripe,,4.3,308,75,233,Female,Adult,Yes,"Gold, Pt purple, Blue bell",,3eggs,,,,,,Basking,2008-80,Capt
Unfiled,CO81260608,06/26/2008,10:30 AM,OMM,Rattlesnake,,Sight,No,Desert Centre,3D diff,150,2.1,326,322138,5434958,CO81260608,"Building, Rabbit brush","Sunny, Hot",10,24.6,21.3,,Fuzzy rose,,2,88,75,13,,Neonate,NA,Gold,,,06/26/2008,11:00 AM,OMM,,Lone Pine bridge,Under rabbit brush,2008-81,
Unfiled,4A254C6501,06/27/2008,09:39 AM,CIK,Rattlesnake,,Sight,Yes,Base Den06,,,,,322,543,,,,,,,,12,,4.5,299,104,195,,,,,,,06/28/2008,10:00 AM,OMM,1,At capture location,,2008-82,08recap
Unfiled,43602D1948,06/29/2008,01:56 PM,OMM,Rattlesnake,,Sight,,Campground - store,,,,,322,543,,"CG, Path","Sunny, Hot",0,39.3,33.8,,14,,6.4,386,85,301,Male,Adult,NA,"Tango blue, , Fiesta yellow",,Poseidon,06/29/2008,03:04 PM,OMM,,Village riperean,Under rock,2008-83,Capt
Unfiled,485E771839,06/29/2008,06:16 PM,GC staff,Rattlesnake,,Sound,No,Golf Course- tee1,,,,,322,543,,"Shrub-steppe, Antelope brush","Sunny, Hot",0,,,,Thin stripe,,3.3,203,75,128,Female,Adult,No,"Gold, Pt purple, Citrus green",,,06/30/2008,12:05 PM,OMM,1,Pine tree bridge,On the move,2008-84,Capt
Unfiled,456F102247,06/30/2008,08:51 PM,CG staff,Rattlesnake,,,,Campground site185,,,,,322,543,,"CG, Path","Dusk, Hot",50,,,,7,,5,350,112,238,Male,Adult,NA,"Tango blue, Daisy cream",,Heckla,07/01/2008,02:01 PM,OMM,1,Village riperean,On the move,2008-85,Capt
Unfiled,CO86300608,06/30/2008,08:54 PM,CG staff,Rattlesnake,,Sight,No,Campground - marina,3D diff,,,,322,543,CO86300608,"CG, Path","Dusk,, Hot",50,,,,18,,1.9,92,79,13,,Neonate,,Gold,,,07/02/2008,11:00 AM,CIK,2,Village riperean,On the move,2008-86,Capt
Unfiled,445C682018,06/30/2008,08:54 AM,CG staff,Rattlesnake,,Sight,No,Campground - site170,,,,,322,543,,"CG, Building","Sunny, Hot",50,,,,Blurred flowers,,3.7,220,76,144,Female,Adult,,"Fuchsia, Daisy cream, Tango blue",,,07/02/2008,11:00 AM,CIK,2,Village riperean,On the move,2008-87,Capt
Unfiled,45306D4A14,07/01/2008,03:07 PM,CG staff,Rattlesnake,,Sight,Yes,Campground - store,,,,,322,543,,"CG, Building","Cloudy, Hot",75,,,Humid,17,,6.2,404,103,301,Male,Adult,NA,"Fuchsia, Blue bell, Pt purple",,Just eaten sparrow,,,,,,Feeding,2008-88,08recap
Unfiled,457707792E,07/01/2008,08:52 PM,CG staff,Rattlesnake,,Sight,No,Campground,,,,,322,543,,,,,,,,4,,3.7,247,103,144,Female,Adult,No,"Citrus green, Lt blue, Pt purple",,,07/02/2008,11:00 AM,CIK,1,Village riperean,,2008-89,Capt
Unfiled,484C1E101B,07/01/2008,08:17 PM,CG staff,Rattlesnake,,Sight,No,Campground,,,,,322,543,,"CG, Building","Cloudy, Hot",75,,,,5,,4,211,92,119,Female,Adult,No,"Gold, Fiesta yellow, Royal blue",,Blood tried,07/02/2008,11:00 AM,CIK,1,Village riperean,On the move,2008-90,Capt
Unfiled,484D095B44,07/02/2008,08:53 PM,CG staff,Rattlesnake,,Sight,No,Campground - store,,,,,322,543,,"CG, Path","Overcast, , Hot",100,,,,Thin stripes,,3.2,215,76,139,Female,Adult,No,"Gold, Fiesta yellow, Lt blue",,,07/03/2008,04:35 PM,OMM,1,Pine tree bridge,On the move,2008-91,Capt
Unfiled,464E792E50,07/03/2008,04:35 PM,"OMM, CIK",Rattlesnake,,,,Campground,,,,,322,543,,"CG, Path","Sunny, Hot, Windy",50,,30,,,,6,318,93,225,Male,Adult,NA,"Daisy cream, Tango blue",,Noonan,,,,,,Coiled,2008-92,Capt
Unfiled,452F616938,07/04/2008,02:07 PM,OMM,Rattlesnake,,Sight,Yes,Village,3D diff,30,2.8,325,321999,5435340,CO93040708,"Riparian, Path","Sunny, Hot",25,27.5,24.6,,6,,5.8,411,126,285,Male,Adult,NA,"Fuchsia, Fiesta yellow, Citrus green",,"Shedding
Becomes transmitter snake",07/05/2008,03:17 PM,OMM,1,Village riperean,Basking,2008-93,Capt
Unfiled,453518405C,07/04/2008,02:19 PM,LG,Rattlesnake,,Sight,No,Horse gate - corner ,,,6,299,321808,5434638,C01 - Etrex,"Shrub-steppe, Open - bare","Sunny, Warm",25,,,,9,,3.5,228,104,124,Female,Adult,No,"Citrus green, Red, Deep aqua",,"1 new rattle
blood tried",07/07/2008,09:44 AM,LG,3,Riperian - pumphouse,Coiled,2008-94,Capt
Unfiled,44616B012C,07/04/2008,03:44 PM,LG,Rattlesnake,,Sight,No,Coverboards - A8,,,5,298,321588,5434814,C002.- Etrex," Shrub-steppe, CoverBoard","Sunny, Warm",50,,,,11,,3.7,290,123,167,Female,Adult,No,"Fuchsia, Red, Daisy cream",,"3 new rattles
blood tried",07/07/2008,10:00 AM,LG,3,Riperian - pumphouse,Under coverboard,2008-95,Capt
Unfiled,485E704F4C,07/07/2008,03:20 PM,LG,Rattlesnake,,Sight,No,Grass shedding spot,3D diff,124,2.4,338,321369,5435255,CO96070708,"Shrub-steppe, Grassland","Sunny, Hot",50,34.9,37.6,,15,,5.2,357,95,262,Male,Adult,NA,"Gold, Fiesta yellow,Blue bell",,Shed in bag,07/08/2008,10:28 AM,LG,1,At capture location,Coiled,2008-96,Capt
Unfiled,48433E192C,07/07/2008,11:46 AM,LG,Rattlesnake,,Sight,No,Snake fence - opp. boat rental,3D diff,100,1.8,300,321568,5434851,CO97070708,"Shrub-steppe, Antelope brush","Sunny, Hot",25,25.6,25.5,,Hazy flowers,,3.9,283,75,208,Female,Adult,No,"Gold, Fiesta yellow, Deep aqua",,Good condition,07/08/2008,10:02 AM,LG,1,At capture location,Coiled,2008-97,Capt
Unfiled,44617D154F,07/09/2008,09:15 AM,OMM,Rattlesnake,,Sight,Yes,"Village, riparian",3D diff,30,3.8,326,322004,5435261,89,"Riparian, Path","Sunny, Hot",10,25.6,22.8,,,,6.3,375,96,279,Male,Adult,NA,"Fuchsia, Red, Blue bell",,5 rattles,07/09/2008,11:53 AM,OMM,,At capture location,On the move,2008-98,08recap
Unfiled,484F493774,07/09/2008,01:46 PM,LG,Rattlesnake,,Sight,No,near Drift fence 3 on GC side,3D diff,,6,383,322688,5434905,C006,"Sagebrush, Shrub-steppe","Sunny, Hot",0,,,,10,,5.6,331,123,208,Male,Adult,NA,"Gold, Fiesta yellow, Pt purple",,,,,,,,"Coiled, Under sage brush",2008-99,Capt
Unfiled,484C613B7B,07/09/2008,02:00 PM,LG,Rattlesnake,,Sight,No,"Golf Course, fairway 7, E side",,,7,373,322638,5434862,C007,"Antelope brush, GC","Sunny, Hot",25,,,,5,,5.3,333,92,241,Male,Adult,NA,"Gold, Fiesta yellow, Red",,,,,,,,"Coiled, Under antelope brush",2008-100,Capt
Unfiled,48493C0603,07/09/2008,11:16 AM,LG,Rattlesnake,,Sound,Yes,Power station,,,6,380,322747,5434602,C005,"Gravel, rocks"," Sunny, Warm",25,,,,Green,,3,185,77,108,Female,Sub Adult,No,"Gold, Fiesta yellow, Tango blue",,fuul blood spun,,,,,,"Coiled, undr drift fence",2008-101,Capt
Unfiled,4578323719,07/09/2008,03:02 PM,LG,Rattlesnake,,Sight,No,Golf Course - W of fairway5,3D diff,,5,358,322437,5434795,CO08,"Shrub-steppe, Antelope brush, Fairway","Sunny, Hot",25,,,,Lion king,,5.8,357,106,251,Male,Adult,NA,"Citrus green, Red, Fiesta yellow",,,07/10/2008,10:12 AM,LG,1,"Close to cap location, better cover",Coiled,2008-102,Capt
Unfiled,43604A3027,07/12/2008,11:34 AM,OMM,Rattlesnake,,Sight,Yes,Campground - store,,,,,322,543,,"CG, Path","Sunny, Hot, Hazy",10,24.9,27.3,,7,,,382,109,273,Male,Adult,NA,"Tango blue, Daisy cream",,,07/13/2008,10:26 AM,CIK,1,Pine tree bridge,On the move,2008-103,08recap
Unfiled,485E612A77,07/16/2008,09:15 AM,LG,Rattlesnake,,Sight,No,E. of washroom4,3D diff,,7,297,321339,5435412,C009,"Shrub-steppe, in Open","Sunny, Warm",0,23.8,26.9,,Plaid,,5,315,75,240,Male,Adult,NA,"Gold, Fiesta yellow, Car pink",,,07/17/2008,10:11 AM,LG,1,At capture location,Working the fence,2008-104,Capt
Unfiled,45663C3516,07/16/2008,12:27 PM,OMM,Rattlesnake,,Sight,Yes,Village,,,,,322,543,,"Riparian, Path","Sunny, Hot",10,,,,9,,,356,103,253,Male,Adult,NA,"Fiesta yellow, Car pink, Fuchsia",,Now transmitter snake,,,,,,On the move,2008-105,Capt
Unfiled,4463467107,07/17/2008,10:04 AM,LG,Rattlesnake,,Sight,Yes,Snake fence 2nd rockpile,3D gps,,10,295,321575,5434844,CO10,"Shrub-steppe, Rock pile","Sunny, Warm",0,22.9,22.2,,11,,5.3,393,123,270,Male,Adult,NA,"Citrus green, Fuchsia, Red",,,07/21/2008,09:01 AM,CIK,4,At capture location,Under rock,2008-106,Capt
Unfiled,CO107230708,07/23/2008,08:07 AM,OMM,Rattlesnake,,Sight,Yes,Desert Centre,3D diff,70,4.9,319,322116,5434959,,"Building, Path","Overcast, Light showers",90,22.2,21.3,,,,,,,,,Neonate,,Gold,,,07/23/2008,09:09 AM,OMM,,Lone Pine bridge,On the move,2008-107,08recap
Unfiled,430F79466A,07/29/2008,12:41 PM,CG staff,Rattlesnake,,Sight,Yes,Campground -site 11,,,,,322,543,,,,,,,,Troll,,5.7,302,85,217,Male,Adult,NA,"Fiesta yellow, Royal blue",,McBain - shed recently 1new rattle,07/29/2008,03:00 PM,OMM,,Village riperean,,2008-108,08recap
Unfiled,452E260D22,07/29/2008,04:42 PM,"OMM, CIK",Rattlesnake,,Sight,Yes,Trail - poison ivy,3D diff,100,5.3,332,3225052,5435289,CO10929708,"Shrub-steppe, Path","Overcast, Cool",100,23.8,24.4,,Pink rose,,6.2,,122,-122,Male,Adult,NA,"Fiesta yellow, Royal blue",,Tipi,,,,,,On the move,2008-109,Capt
Unfiled,4A250B3C7D,07/31/2008,09:20 AM,CIK,Rattlesnake,,,,Campground - site 223,,,,,322,543,,,,,,,,,,4.3,184,111,73,Male,Juvenile,NA,"Gold, Fiesta yellow, Fuchsia",,,08/01/2008,09:34 AM,CIK,1,Village riperean,,2008-110,Capt
Unfiled,4A4E536E27,07/30/2008,11:45 AM,CIK,Rattlesnake,,,,Coverboards-B5,,,,,322,543,,,,,,,,,,3.2,223,108,115,Male, Juvenile,NA,"Gold, Fiesta yellow, Citrus green",,,08/01/2008,09:34 AM,CIK,2,Village riperean,,2008-111,Capt
Unfiled,4A1D751E33,08/07/2008,02:09 PM,"CIK, TER",Rattlesnake,,Sight,No,"Golf Course, Fortis corner",,,,,322,543,,,,,,,,,,4.9,269,103,166,Male,Adult,NA,"Gold, Citrus green, Fuchsia",,,08/07/2008,02:35 PM,CIK,,Pine tree bridge,,2008-112,Capt
Unfiled,452F4D6857,08/07/2008,02:37 PM,"CIK, TER",Rattlesnake,,,,Golf Course - washroom,,,,,322,543,,,,,,,,15,,6.4,394,94,300,Male,Adult,NA,"Fuchsia, Citrus green, Tango blue",,,08/07/2008,02:50 PM,CIK,,Lone Pine bridge,,2008-113,Capt
Unfiled,4A1E1E0E0C,08/07/2008,02:55 PM,"CIK, TER",Rattlesnake,,Sight,No,High desert,,,,,322,543,,,,,,,,,,4.1,185,84,101,Male,Sub Adult,NA,"Gold, Citrus green, Fiesta yellow",,,08/07/2008,03:15 PM,CIK,,Village riperean,,2008-114,Capt
Unfiled,457A10006E,08/07/2008,03:15 PM,Sean Stelkia,Rattlesnake,,Sight,Yes,"Campground last bathroom,",3D diff,25,4.6,284,0321352,5435299,278,"Building, Path",,,,,,6,,3.8,291,126,165,Female,Adult,No,"Red, Lt blue, Fiesta yellow",,,,,,,,On the move,2008-115,Capt
Unfiled,4A1D697B47,08/07/2008,03:53 PM,CIK,Rattlesnake,,Sight,,Lrg Pithouse - inside,3D diff,60,4.6,329,321970,5435358,,Pit-house,Sunny,50,31.5,28.7,,8,,5.3,268,95,173,Male,Sub Adult,NA,"Gold, Citrus green, Car pink",,,08/07/2008,05:00 PM,OMM,,Village riperean,Coiled,2008-116,Capt
Unfiled,4A4F646C73,08/08/2008,08:56 AM,"TER, CIK",Rattlesnake,,Sound,No,Coverboards,3D diff,15,3,294,0321569,5434856,200,Sagebrush,"Sunny, Smokey",100,27,24.5,"Mating with oka,",Flowery ,,3.6,226,75,151,Female,Sub Adult,No,"Gold, Citrus green, Tango blue",,,08/08/2008,02:03 PM,CIK,,At capture location,Mating,2008-117,Capt
Unfiled,4532697B31,08/08/2008,09:05 AM,"TER, CIK",Rattlesnake,,Sight,Yes,Coverboards,3D diff,103,4.6,299,0321575,5434851,203,Sagebrush,"Sunny, Smokey",100,26.6,25.1,on the move,18,,3.4,213,78,135,Female,Adult,No,"Fiesta yellow, Lt blue, Pt purple",,,08/08/2008,02:03 PM,CIK,,At capture location,On the move,2008-118,Sight
Unfiled,497F793203,08/08/2008,09:14 AM,"TER, CIK",Rattlesnake,,Sight,,by Coverboard 10,3D diff,19,4,299,0321574,5434852,205.,Sagebrush,"Sunny, Smokey",100,26.8,25.3,,White with flowers,,3.8,187,91,96,Male,Juvenile,NA,"Gold, Citrus green, Blue bell",,,08/08/2008,02:02 PM,CIK,,At capture location,On the move,2008-119,Sight
Unfiled,471D5C445B,08/09/2008,01:30 PM,. GC staff,Rattlesnake,,Sound,Yes,Golf Course 7tee,,,,,322,543,,"GC, Fairway","Overcast, Light showers",90,,,,,,5.7,385,75,310,Male,Adult,NA,"Citrus green, Deep aqua, Car pink",,,,,,,,On the move,2008-120,Capt
Unfiled,4578502655,08/10/2008,04:07 PM,CIK,Rattlesnake,,Sight,Yes,4th bridge at village,,,,,322,543,,,,,,,,#14,,6.1,472,85,387,Male,Adult,NA,"Royal blue, Fiesta yellow",,"Tipi
Was 452E260D22",,,,,,,2008-121,Capt
Unfiled,4556380C57,08/10/2008,04:00 PM,CIK,Rattlesnake,,Sight,No,4th Bridge,,,,,322,543,,"Riparian, Path","Sunny, Warm",50,,,,,,6.1,351,122,229,Female,Adult,No,"Gold, Citrus green, Deep aqua",,,08/11/2008,02:42 AM,CIK,1,Pump house,Looped,2008-122,Capt
Unfiled,452F616938,08/11/2008,01:00 PM,CIK,Rattlesnake,,Sight,Yes,Lrg Pithouse - inside,,,,,322,543,,Inside building,,,,,,,,5.5,386,77,309,Male,Adult,NA,"Fuchsia, Fiesta yellow, Citrus green",,,08/11/2008,05:00 PM,CIK,,Village riperean,Coiled,2008-123,08recap
Unfiled,45550A615D,08/12/2008,08:30 AM,Weeding Crew,Rattlesnake,,Sight,,Fortis Sub-station,3D diff,10,2.5,373,322749,5434584,,"Shrub-steppe, Drift fence","Sunny, Warm",0,18.2,14.3,,#18,,2.7,138,78,60,Male,Juvenile,NA,"Gold, Citrus green, Red",,,08/12/2008,10:00 AM,CIK,,At capture location,Coiled,2008-124,Capt
Unfiled,456C166834,08/12/2008,01:45 PM,CIK,Rattlesnake,,Sight,,behind village,3D diff,36,4.7,334,0321914,5435456,225,"Shrub-steppe, Antelope brush",,,,,,.16,,4.5,203,100,103,Male,Sub Adult,NA,"Gold, Citrus green, Royal blue",,,08/12/2008,03:00 PM,CIK,,Village riperean,Coiled,2008-125,Capt
Unfiled,4554241A47,08/12/2008,01:50 PM,CIK,Rattlesnake,,Sight,,Behind the village,,,,,322,543,,,,,,,,#16,,3,198,109,89,Female,Juvenile,No,"Gold, Citrus green, Lt blue",,,08/12/2008,03:00 PM,CIK,,Village riperean,,2008-126,Capt
Unfiled,453518405C,08/12/2008,01:53 PM,CIK,Rattlesnake,,Sight,,Behind village,3D diff,25,4.8,339,0321906,5435464,226,Antelope brush,Cloudy,100,34.9,34.1,,white,,3.7,219,75,144,Female,Adult,No,"Citrus green, Red, Deep aqua",,,08/12/2008,03:00 PM,CIK,,Village riperean,Coiled,2008-127,Capt
Unfiled,4557035952,08/12/2008,11:15 AM,Weeding Crew,Rattlesnake,,Sight,No,Fortis Sub-station,3D diff,30,2.2,369,322649,5434681,,"Sagebrush, Road","Sunny, Warm",0,,,,,,4.7,258,103,155,Male,Sub Adult,NA,"Gold, Citrus green, Pt purple",,,08/12/2008,03:00 PM,CIK,,Pine tree bridge,On the move,2008-128,Capt
Unfiled,433E245F02,08/13/2008,08:38 AM,CIK,Rattlesnake,,Sound,Yes,N desert,3D diff,80,4.3,315,0321359,5435376,227,Snake fence,Sunny,0,26.3,25.1,,,,6,320,95,225,Male,Adult,NA,"Lt blue, Daisy cream, Red",,10 rattles,08/14/2008,08:00 AM,CIK,1,At capture location,On the move,2008-129,08recap
Unfiled,430B187962,08/13/2008,09:46 AM,CIK,Rattlesnake,,Sight,No,Snake fence,3D diff,8,4.5,324,0321369,5435358,230,Antelope brush,Sunny,0,32,30.8,,1,,4.1,377,119,258,Female,Adult,No,"Red, Daisy cream, Daisy cream",,6 sheddings/mating.,08/13/2008,02:18 PM,CIK,,At capture location,Mating,2008-130,Capt
Unfiled,45555E6C23,08/13/2008,09:46 AM,CIK,Rattlesnake,,Sight,No,Snake fence,3D diff,8,4.5,324,0321369,5435358,230,Antelope brush,Sunny,0,32,30.8,,Green,,5.3,348,78,270,Male,Adult,NA,"Fiesta yellow, Pt purple, Deep aqua",,Mating-with 430B187962,08/13/2008,02:18 PM,CIK,,At capture location,Mating,2008-131,Capt
Unfiled,45563C3159,08/13/2008,11:17 AM,CIK,Rattlesnake,,Sound,Yes,Snake fence by 3 rocks other side,3D diff,59,3.8,301,0321575,5434837,237,Beside snake fence,"Sunny, Windy",0,36.4,32.2,,#5,,6.2,479,92,387,Male,Adult,NA,Tango blue,,Now a transmitter snake,,,,,,On the move,2008-132,08recap
Unfiled,4551444D03,08/13/2008,11:25 AM,TER,Rattlesnake,,Sight,Yes,#3 rock pile,3D diff,111,4.9,299,0321573,5434839,240,"Rock pile, Shrub-steppe","Sunny, Windy",0,42.8,32,,#12,,5,366,104,262,Male,Adult,NA,"Citrus green, Lt blue, Tango blue",,,08/14/2008,08:16 AM,CIK,1,At capture location,Under rock,2008-133,Sight
Unfiled,485F024713,08/13/2008,08:25 AM,"CIK, TER",Rattlesnake,,Sight,Yes,High desert - n end fence,,,,,322,543,,,,,,,,,,3.3,323,123,200,Female,Adult,No,"Daisy cream, Pt purple, Citrus green",,,08/14/2008,09:00 AM,CIK,1,At capture location,,2008-134,Capt
Unfiled,471E644E16,08/14/2008,09:22 AM,CIK,Rattlesnake,,Sound,,N desert by feather. Along snake fence,3D diff,80,4.2,301,0321219,5435559,245," Shrub-steppe, Sagebrush",Sunny,,28,32,,#1,,5.8,434,122,312,Male,Adult,NA,"Gold, Tango blue, Fuchsia",,,08/15/2008,09:00 AM,CIK,1,At capture location,On the move,2008-135,Capt
Unfiled,43602D1948,08/14/2008,10:09 AM,CIK,Rattlesnake,,Sound,Yes,Snake fence above lennys trailer.,3D diff,58,4.9,304,0321427,5435257,252,Grassland,Sunny,0,28.9,29.3,,Pink with strips,,6.3,394,126,268,Male,Adult,NA,"Fiesta yellow, Royal blue, ",,,08/15/2008,09:00 AM,CIK,1,At capture location,On the move,2008-136,08recap
Unfiled,4702150B28,08/14/2008,10:22 AM,TER,Rattlesnake,,Sight,No,Above lenny's camper,3D gps,10,4.8,303,0321442,5435243,254,"Antelope brush, Shrub-steppe",Sunny,0,29.7,29.7,,7,,4.5,271,111,160,Male,Adult,NA,"Gold, Tango blue, Blue bell",,,08/15/2008,09:00 AM,CIK,1,At capture location,On the move,2008-137,Capt
Unfiled,CO138150808,08/15/2008,08:25 AM,CIK,Rattlesnake,,Sight,No,N. End of fence.,3D diff,121,4.7,299,0321191,5435588,257,Snake fence,Sunny,0,28.2,26.4,,Light blue,,2.6,38,0,38,,Neonate,,Gold,5264-5265,,08/16/2008,07:30 AM,OMM,1,At capture location,On the move,2008-138,Capt
Unfiled,4603764235,08/17/2008,01:16 PM,Construction staff,Rattlesnake,,Sight,Yes,New Condo Constr.,,,,,322,543,,Building,"Sunny, Hot",10,38,,,12,,5.9,357,98,259,Male,Adult,NA,"Fiesta yellow, Red, Deep aqua",,4 rattles,08/18/2008,07:36 AM,OMM,1,Pine tree bridge,Coiled,2008-139,Capt
Unfiled,452F616938,08/18/2008,08:42 AM,TER,Rattlesnake,,Sight,Yes,Pithouse,3D diff,22,2.7,329,321980,5435336,261,Pit-house,"Thin Cirrus overcast, Warm",75,26.1,25.2,,2,,5.5,422,124,298,Male,Adult,NA,"Fuchsia, Fiesta yellow, Citrus green",,,08/18/2008,01:48 PM,TER,,At capture location,Coiled,2008-140,08recap
Unfiled,452F591833,08/18/2008,09:07 AM,TER,Rattlesnake,,Sight,Yes,"Between horse gate and ridge, in pipe",3D diff,12,2.4,299,321836,5434806,262,"Sand, snow berry, in plastic pipe","Warm, Thin Cirrus overcast",75,28.5,26.6,,9,,6.7,402,104,298,Male,Adult,NA,"Fuchsia, Royal blue, Lt blue",,"Shedding
1 new rattle",08/18/2008,01:47 PM,TER,,At capture location,Resting with another rattlesnake,2008-141,08recap
Unfiled,454B6B0F2A,08/18/2008,09:07 AM,TER,Rattlesnake,,Sight,Yes,"Between horse gate and ridge, in pipe",3D diff,12,2.4,299,321836,5434806,262,"Sand, snow berry, in plastic pipe","Warm, Thin Cirrus overcast",75,28.5,26.6,,10,,5.2,336,125,211,Male,Adult,NA,"Citrus green, Fuchsia, Blue bell",,3 rattles,08/18/2008,01:47 PM,TER,,At capture location,Resting with another rattlesnake,2008-142,Capt
Unfiled,45593C0161,08/18/2008,10:23 AM,TER,Rattlesnake,,Sight,Yes,Ridge above campsite. Campsite not visible. North end,3D diff,14,2.2,328,321463,5435546,263,"Shrub-steppe, Antelope brush","Warm, Thin Cirrus overcast",75,30.6,29.3,,14,,5.7,338,86,252,Male,Adult,NA,"Citrus green, Lt blue, Deep aqua",,,08/19/2008,07:19 AM,TER,1,At capture location,Under antelope brush,2008-143,Capt
Unfiled,471E49026B,08/19/2008,07:41 AM,TER,Rattlesnake,,Sight,No,Ridge north of desert center,3D gps,41,4.9,330,321711,5435199,265,"Shrub-steppe, Antelope brush","Overcast, Warm",100,19.7,20,,Green,,3.5,212,79,133,Female,Sub Adult,No,"Gold, Tango blue, Lt blue",,,,,,,,Coiled,2008-144,Capt
Unfiled,472555417E,08/19/2008,07:58 AM,TER,Rattlesnake,,Sight,No,Ridge north of desert centre,3D diff,29,4.2,331,321641,5435261,266,"Shrub-steppe, Antelope brush","Overcast, Warm",100,19.7,20,,10,,5.1,309,125,184,Male,Sub Adult,NA,"Gold, Tango blue, Car pink",,,,,,,,On the move,2008-145,Capt
Unfiled,445C745512,08/19/2008,09:04 AM,TER,Rattlesnake,,Sight,Yes,"Just south  of 'feather', along fence above campsite",3D diff,3,2,299,321269,5435505,267,"Shrub-steppe, Sagebrush","Overcast, Warm",100,22.1,22,,3,,5.8,374,127,247,Male,Adult,NA,"Fuchsia, Deep aqua, Royal blue",,1 rattle,08/19/2008,01:00 PM,TER,,At capture location,"On the move, going north along fence",2008-146,08recap
Unfiled,485F70022E,08/19/2008,09:22 AM,TER,Rattlesnake,,Sight,Yes,"Along fence, near pine tree",3D diff,18,4.5,304,321422,5435272,268,"Shrub-steppe, Sagebrush","Overcast, Warm",100,22.4,21.8,,3,,6.5,408,93,315,Male,Adult,NA,"Fuchsia, Blue bell, Fiesta yellow",,,08/19/2008,02:00 PM,TER,,At capture location,On the move along fence,2008-147,08recap
